ngram,Knowledge,Skills and Abilities,Knowledge,Knowledge,Knowledge,Knowledge,Skills and Abilities,Skills and Abilities
1700,0.00012647544021352327,0.0,0.00012647544021352327,0.00012647544021352327,0.00012647544021352327,0.00012647544021352327,0.0,0.0
1701,0.00011639256159209513,0.0,0.00011639256159209513,0.00011639256159209513,0.00011639256159209513,0.00011639256159209513,0.0,0.0
1702,0.00011558979479429712,0.0,0.00011558979479429712,0.00011558979479429712,0.00011558979479429712,0.00011558979479429712,0.0,0.0
1703,0.00013591823205518137,0.0,0.00013591823205518137,0.00013591823205518137,0.00013591823205518137,0.00013591823205518137,0.0,0.0
1704,0.00013720953159333606,0.0,0.00013720953159333606,0.00013720953159333606,0.00013720953159333606,0.00013720953159333606,0.0,0.0
1705,0.00013438434273536717,0.0,0.00013438434273536717,0.00013438434273536717,0.00013438434273536717,0.00013438434273536717,0.0,0.0
1706,0.00013353288418979252,0.0,0.00013353288418979252,0.00013353288418979252,0.00013353288418979252,0.00013353288418979252,0.0,0.0
1707,0.00014025401677437394,0.0,0.00014025401677437394,0.00014025401677437394,0.00014025401677437394,0.00014025401677437394,0.0,0.0
1708,0.00014746499177168256,0.0,0.00014746499177168256,0.00014746499177168256,0.00014746499177168256,0.00014746499177168256,0.0,0.0
1709,0.00014914273301006427,0.0,0.00014914273301006427,0.00014914273301006427,0.00014914273301006427,0.00014914273301006427,0.0,0.0
1710,0.00012841672495207085,0.0,0.00012841672495207085,0.00012841672495207085,0.00012841672495207085,0.00012841672495207085,0.0,0.0
1711,0.00013123748587012024,0.0,0.00013123748587012024,0.00013123748587012024,0.00013123748587012024,0.00013123748587012024,0.0,0.0
1712,0.00013257944270402992,0.0,0.00013257944270402992,0.00013257944270402992,0.00013257944270402992,0.00013257944270402992,0.0,0.0
1713,0.00013270899320819547,0.0,0.00013270899320819547,0.00013270899320819547,0.00013270899320819547,0.00013270899320819547,0.0,0.0
1714,0.0001226110866160265,0.0,0.0001226110866160265,0.0001226110866160265,0.0001226110866160265,0.0001226110866160265,0.0,0.0
1715,0.00011776050294949008,0.0,0.00011776050294949008,0.00011776050294949008,0.00011776050294949008,0.00011776050294949008,0.0,0.0
1716,0.0001157093481327008,0.0,0.0001157093481327008,0.0001157093481327008,0.0001157093481327008,0.0001157093481327008,0.0,0.0
1717,0.00012169091288732099,0.0,0.00012169091288732099,0.00012169091288732099,0.00012169091288732099,0.00012169091288732099,0.0,0.0
1718,0.00011655509609097083,0.0,0.00011655509609097083,0.00011655509609097083,0.00011655509609097083,0.00011655509609097083,0.0,0.0
1719,0.00012381374835968018,0.0,0.00012381374835968018,0.00012381374835968018,0.00012381374835968018,0.00012381374835968018,0.0,0.0
1720,0.00012459754673597802,0.0,0.00012459754673597802,0.00012459754673597802,0.00012459754673597802,0.00012459754673597802,0.0,0.0
1721,0.00012951834755118137,0.0,0.00012951834755118137,0.00012951834755118137,0.00012951834755118137,0.00012951834755118137,0.0,0.0
1722,0.00012977575014312088,0.0,0.00012977575014312088,0.00012977575014312088,0.00012977575014312088,0.00012977575014312088,0.0,0.0
1723,0.00013040027988608927,0.0,0.00013040027988608927,0.00013040027988608927,0.00013040027988608927,0.00013040027988608927,0.0,0.0
1724,0.00012794275452116772,0.0,0.00012794275452116772,0.00012794275452116772,0.00012794275452116772,0.00012794275452116772,0.0,0.0
1725,0.0001344850305550998,0.0,0.0001344850305550998,0.0001344850305550998,0.0001344850305550998,0.0001344850305550998,0.0,0.0
1726,0.0001340801006465751,0.0,0.0001340801006465751,0.0001340801006465751,0.0001340801006465751,0.0001340801006465751,0.0,0.0
1727,0.0001390265128325804,0.0,0.0001390265128325804,0.0001390265128325804,0.0001390265128325804,0.0001390265128325804,0.0,0.0
1728,0.0001402497073286213,0.0,0.0001402497073286213,0.0001402497073286213,0.0001402497073286213,0.0001402497073286213,0.0,0.0
1729,0.00014488623024330342,0.0,0.00014488623024330342,0.00014488623024330342,0.00014488623024330342,0.00014488623024330342,0.0,0.0
1730,0.0001486881685975407,0.0,0.0001486881685975407,0.0001486881685975407,0.0001486881685975407,0.0001486881685975407,0.0,0.0
1731,0.00014910411014820317,0.0,0.00014910411014820317,0.00014910411014820317,0.00014910411014820317,0.00014910411014820317,0.0,0.0
1732,0.00015195247916770832,0.0,0.00015195247916770832,0.00015195247916770832,0.00015195247916770832,0.00015195247916770832,0.0,0.0
1733,0.0001482531806686893,0.0,0.0001482531806686893,0.0001482531806686893,0.0001482531806686893,0.0001482531806686893,0.0,0.0
1734,0.00014948708537433828,0.0,0.00014948708537433828,0.00014948708537433828,0.00014948708537433828,0.00014948708537433828,0.0,0.0
1735,0.00014961843304003457,0.0,0.00014961843304003457,0.00014961843304003457,0.00014961843304003457,0.00014961843304003457,0.0,0.0
1736,0.00014757851022295654,0.0,0.00014757851022295654,0.00014757851022295654,0.00014757851022295654,0.00014757851022295654,0.0,0.0
1737,0.00014882163044863513,0.0,0.00014882163044863513,0.00014882163044863513,0.00014882163044863513,0.00014882163044863513,0.0,0.0
1738,0.00013993543793081438,0.0,0.00013993543793081438,0.00013993543793081438,0.00013993543793081438,0.00013993543793081438,0.0,0.0
1739,0.00012895139453965903,0.0,0.00012895139453965903,0.00012895139453965903,0.00012895139453965903,0.00012895139453965903,0.0,0.0
1740,0.00013275234440308331,0.0,0.00013275234440308331,0.00013275234440308331,0.00013275234440308331,0.00013275234440308331,0.0,0.0
1741,0.00013014900468988344,0.0,0.00013014900468988344,0.00013014900468988344,0.00013014900468988344,0.00013014900468988344,0.0,0.0
1742,0.00012229552313718678,0.0,0.00012229552313718678,0.00012229552313718678,0.00012229552313718678,0.00012229552313718678,0.0,0.0
1743,0.00012217794158329655,0.0,0.00012217794158329655,0.00012217794158329655,0.00012217794158329655,0.00012217794158329655,0.0,0.0
1744,0.0001144529492843763,0.0,0.0001144529492843763,0.0001144529492843763,0.0001144529492843763,0.0001144529492843763,0.0,0.0
1745,0.00011760383079360639,0.0,0.00011760383079360639,0.00011760383079360639,0.00011760383079360639,0.00011760383079360639,0.0,0.0
1746,0.00012489884933789393,0.0,0.00012489884933789393,0.00012489884933789393,0.00012489884933789393,0.00012489884933789393,0.0,0.0
1747,0.000113317250257491,0.0,0.000113317250257491,0.000113317250257491,0.000113317250257491,0.000113317250257491,0.0,0.0
1748,0.00010826876262269382,0.0,0.00010826876262269382,0.00010826876262269382,0.00010826876262269382,0.00010826876262269382,0.0,0.0
1749,0.00010985999064619787,0.0,0.00010985999064619787,0.00010985999064619787,0.00010985999064619787,0.00010985999064619787,0.0,0.0
1750,0.0001059180691039988,0.0,0.0001059180691039988,0.0001059180691039988,0.0001059180691039988,0.0001059180691039988,0.0,0.0
1751,0.0001016286644569066,0.0,0.0001016286644569066,0.0001016286644569066,0.0001016286644569066,0.0001016286644569066,0.0,0.0
1752,9.720150930141764e-05,0.0,9.720150930141764e-05,9.720150930141764e-05,9.720150930141764e-05,9.720150930141764e-05,0.0,0.0
1753,8.663592026485796e-05,0.0,8.663592026485796e-05,8.663592026485796e-05,8.663592026485796e-05,8.663592026485796e-05,0.0,0.0
1754,8.259399380351949e-05,0.0,8.259399380351949e-05,8.259399380351949e-05,8.259399380351949e-05,8.259399380351949e-05,0.0,0.0
1755,7.684972765023954e-05,0.0,7.684972765023954e-05,7.684972765023954e-05,7.684972765023954e-05,7.684972765023954e-05,0.0,0.0
1756,6.720856877758965e-05,0.0,6.720856877758965e-05,6.720856877758965e-05,6.720856877758965e-05,6.720856877758965e-05,0.0,0.0
1757,5.463372976269706e-05,0.0,5.463372976269706e-05,5.463372976269706e-05,5.463372976269706e-05,5.463372976269706e-05,0.0,0.0
1758,5.041449912823737e-05,0.0,5.041449912823737e-05,5.041449912823737e-05,5.041449912823737e-05,5.041449912823737e-05,0.0,0.0
1759,4.292129155406396e-05,0.0,4.292129155406396e-05,4.292129155406396e-05,4.292129155406396e-05,4.292129155406396e-05,0.0,0.0
1760,3.981973428121169e-05,0.0,3.981973428121169e-05,3.981973428121169e-05,3.981973428121169e-05,3.981973428121169e-05,0.0,0.0
1761,3.6473966247285716e-05,0.0,3.6473966247285716e-05,3.6473966247285716e-05,3.6473966247285716e-05,3.6473966247285716e-05,0.0,0.0
1762,3.445522322311133e-05,0.0,3.445522322311133e-05,3.445522322311133e-05,3.445522322311133e-05,3.445522322311133e-05,0.0,0.0
1763,3.285282712438077e-05,0.0,3.285282712438077e-05,3.285282712438077e-05,3.285282712438077e-05,3.285282712438077e-05,0.0,0.0
1764,3.209858160906671e-05,0.0,3.209858160906671e-05,3.209858160906671e-05,3.209858160906671e-05,3.209858160906671e-05,0.0,0.0
1765,3.680967737247036e-05,0.0,3.680967737247036e-05,3.680967737247036e-05,3.680967737247036e-05,3.680967737247036e-05,0.0,0.0
1766,3.540443529865505e-05,0.0,3.540443529865505e-05,3.540443529865505e-05,3.540443529865505e-05,3.540443529865505e-05,0.0,0.0
1767,3.437399131403903e-05,0.0,3.437399131403903e-05,3.437399131403903e-05,3.437399131403903e-05,3.437399131403903e-05,0.0,0.0
1768,3.458319952187594e-05,0.0,3.458319952187594e-05,3.458319952187594e-05,3.458319952187594e-05,3.458319952187594e-05,0.0,0.0
1769,3.372418463446333e-05,0.0,3.372418463446333e-05,3.372418463446333e-05,3.372418463446333e-05,3.372418463446333e-05,0.0,0.0
1770,3.070580844775707e-05,0.0,3.070580844775707e-05,3.070580844775707e-05,3.070580844775707e-05,3.070580844775707e-05,0.0,0.0
1771,3.176342553550577e-05,0.0,3.176342553550577e-05,3.176342553550577e-05,3.176342553550577e-05,3.176342553550577e-05,0.0,0.0
1772,2.511110843832804e-05,0.0,2.511110843832804e-05,2.511110843832804e-05,2.511110843832804e-05,2.511110843832804e-05,0.0,0.0
1773,2.4051366381172556e-05,0.0,2.4051366381172556e-05,2.4051366381172556e-05,2.4051366381172556e-05,2.4051366381172556e-05,0.0,0.0
1774,2.1997069000333014e-05,0.0,2.1997069000333014e-05,2.1997069000333014e-05,2.1997069000333014e-05,2.1997069000333014e-05,0.0,0.0
1775,1.8740318929693395e-05,0.0,1.8740318929693395e-05,1.8740318929693395e-05,1.8740318929693395e-05,1.8740318929693395e-05,0.0,0.0
1776,1.6201414057702224e-05,0.0,1.6201414057702224e-05,1.6201414057702224e-05,1.6201414057702224e-05,1.6201414057702224e-05,0.0,0.0
1777,1.763560041061802e-05,0.0,1.763560041061802e-05,1.763560041061802e-05,1.763560041061802e-05,1.763560041061802e-05,0.0,0.0
1778,1.5580052864346987e-05,0.0,1.5580052864346987e-05,1.5580052864346987e-05,1.5580052864346987e-05,1.5580052864346987e-05,0.0,0.0
1779,1.3904149324974111e-05,0.0,1.3904149324974111e-05,1.3904149324974111e-05,1.3904149324974111e-05,1.3904149324974111e-05,0.0,0.0
1780,1.4398753722032e-05,0.0,1.4398753722032e-05,1.4398753722032e-05,1.4398753722032e-05,1.4398753722032e-05,0.0,0.0
1781,1.4077168218916216e-05,0.0,1.4077168218916216e-05,1.4077168218916216e-05,1.4077168218916216e-05,1.4077168218916216e-05,0.0,0.0
1782,1.4551504916328537e-05,0.0,1.4551504916328537e-05,1.4551504916328537e-05,1.4551504916328537e-05,1.4551504916328537e-05,0.0,0.0
1783,1.4448292079448168e-05,0.0,1.4448292079448168e-05,1.4448292079448168e-05,1.4448292079448168e-05,1.4448292079448168e-05,0.0,0.0
1784,1.2302835459974761e-05,0.0,1.2302835459974761e-05,1.2302835459974761e-05,1.2302835459974761e-05,1.2302835459974761e-05,0.0,0.0
1785,1.1970213368580776e-05,0.0,1.1970213368580776e-05,1.1970213368580776e-05,1.1970213368580776e-05,1.1970213368580776e-05,0.0,0.0
1786,1.1360340132731445e-05,0.0,1.1360340132731445e-05,1.1360340132731445e-05,1.1360340132731445e-05,1.1360340132731445e-05,0.0,0.0
1787,1.079296836386285e-05,0.0,1.079296836386285e-05,1.079296836386285e-05,1.079296836386285e-05,1.079296836386285e-05,0.0,0.0
1788,1.0521637640132603e-05,0.0,1.0521637640132603e-05,1.0521637640132603e-05,1.0521637640132603e-05,1.0521637640132603e-05,0.0,0.0
1789,9.709739125745337e-06,0.0,9.709739125745337e-06,9.709739125745337e-06,9.709739125745337e-06,9.709739125745337e-06,0.0,0.0
1790,9.20115865353312e-06,0.0,9.20115865353312e-06,9.20115865353312e-06,9.20115865353312e-06,9.20115865353312e-06,0.0,0.0
1791,9.495170940811346e-06,0.0,9.495170940811346e-06,9.495170940811346e-06,9.495170940811346e-06,9.495170940811346e-06,0.0,0.0
1792,9.153531599232728e-06,0.0,9.153531599232728e-06,9.153531599232728e-06,9.153531599232728e-06,9.153531599232728e-06,0.0,0.0
1793,9.325019163952675e-06,0.0,9.325019163952675e-06,9.325019163952675e-06,9.325019163952675e-06,9.325019163952675e-06,0.0,0.0
1794,8.710497370754768e-06,0.0,8.710497370754768e-06,8.710497370754768e-06,8.710497370754768e-06,8.710497370754768e-06,0.0,0.0
1795,8.324956265174219e-06,0.0,8.324956265174219e-06,8.324956265174219e-06,8.324956265174219e-06,8.324956265174219e-06,0.0,0.0
1796,8.153458760976459e-06,0.0,8.153458760976459e-06,8.153458760976459e-06,8.153458760976459e-06,8.153458760976459e-06,0.0,0.0
1797,8.40442498883931e-06,0.0,8.40442498883931e-06,8.40442498883931e-06,8.40442498883931e-06,8.40442498883931e-06,0.0,0.0
1798,8.113487053508703e-06,0.0,8.113487053508703e-06,8.113487053508703e-06,8.113487053508703e-06,8.113487053508703e-06,0.0,0.0
1799,7.5345159789971405e-06,0.0,7.5345159789971405e-06,7.5345159789971405e-06,7.5345159789971405e-06,7.5345159789971405e-06,0.0,0.0
1800,7.662946635329198e-06,0.0,7.662946635329198e-06,7.662946635329198e-06,7.662946635329198e-06,7.662946635329198e-06,0.0,0.0
1801,7.543534853279457e-06,0.0,7.543534853279457e-06,7.543534853279457e-06,7.543534853279457e-06,7.543534853279457e-06,0.0,0.0
1802,7.516482712942109e-06,0.0,7.516482712942109e-06,7.516482712942109e-06,7.516482712942109e-06,7.516482712942109e-06,0.0,0.0
1803,7.4309926146400225e-06,0.0,7.4309926146400225e-06,7.4309926146400225e-06,7.4309926146400225e-06,7.4309926146400225e-06,0.0,0.0
1804,6.879702336196455e-06,0.0,6.879702336196455e-06,6.879702336196455e-06,6.879702336196455e-06,6.879702336196455e-06,0.0,0.0
1805,6.6288052299309385e-06,0.0,6.6288052299309385e-06,6.6288052299309385e-06,6.6288052299309385e-06,6.6288052299309385e-06,0.0,0.0
1806,6.458557631309045e-06,0.0,6.458557631309045e-06,6.458557631309045e-06,6.458557631309045e-06,6.458557631309045e-06,0.0,0.0
1807,5.740036223349827e-06,0.0,5.740036223349827e-06,5.740036223349827e-06,5.740036223349827e-06,5.740036223349827e-06,0.0,0.0
1808,5.8806704146263655e-06,0.0,5.8806704146263655e-06,5.8806704146263655e-06,5.8806704146263655e-06,5.8806704146263655e-06,0.0,0.0
1809,5.861098283535934e-06,0.0,5.861098283535934e-06,5.861098283535934e-06,5.861098283535934e-06,5.861098283535934e-06,0.0,0.0
1810,5.99971404621361e-06,0.0,5.99971404621361e-06,5.99971404621361e-06,5.99971404621361e-06,5.99971404621361e-06,0.0,0.0
1811,5.965784306941454e-06,0.0,5.965784306941454e-06,5.965784306941454e-06,5.965784306941454e-06,5.965784306941454e-06,0.0,0.0
1812,6.198248684086138e-06,0.0,6.198248684086138e-06,6.198248684086138e-06,6.198248684086138e-06,6.198248684086138e-06,0.0,0.0
1813,6.564466795160635e-06,0.0,6.564466795160635e-06,6.564466795160635e-06,6.564466795160635e-06,6.564466795160635e-06,0.0,0.0
1814,6.693059211621792e-06,0.0,6.693059211621792e-06,6.693059211621792e-06,6.693059211621792e-06,6.693059211621792e-06,0.0,0.0
1815,6.910983107185789e-06,0.0,6.910983107185789e-06,6.910983107185789e-06,6.910983107185789e-06,6.910983107185789e-06,0.0,0.0
1816,6.9810221897828995e-06,0.0,6.9810221897828995e-06,6.9810221897828995e-06,6.9810221897828995e-06,6.9810221897828995e-06,0.0,0.0
1817,6.9527964764607276e-06,0.0,6.9527964764607276e-06,6.9527964764607276e-06,6.9527964764607276e-06,6.9527964764607276e-06,0.0,0.0
1818,6.839473176764191e-06,0.0,6.839473176764191e-06,6.839473176764191e-06,6.839473176764191e-06,6.839473176764191e-06,0.0,0.0
1819,6.636082876606711e-06,0.0,6.636082876606711e-06,6.636082876606711e-06,6.636082876606711e-06,6.636082876606711e-06,0.0,0.0
1820,6.37632508317308e-06,0.0,6.37632508317308e-06,6.37632508317308e-06,6.37632508317308e-06,6.37632508317308e-06,0.0,0.0
1821,6.433045005646168e-06,0.0,6.433045005646168e-06,6.433045005646168e-06,6.433045005646168e-06,6.433045005646168e-06,0.0,0.0
1822,6.144778321218577e-06,0.0,6.144778321218577e-06,6.144778321218577e-06,6.144778321218577e-06,6.144778321218577e-06,0.0,0.0
1823,5.993214082471761e-06,0.0,5.993214082471761e-06,5.993214082471761e-06,5.993214082471761e-06,5.993214082471761e-06,0.0,0.0
1824,5.984052872268616e-06,0.0,5.984052872268616e-06,5.984052872268616e-06,5.984052872268616e-06,5.984052872268616e-06,0.0,0.0
1825,6.1559838156556775e-06,0.0,6.1559838156556775e-06,6.1559838156556775e-06,6.1559838156556775e-06,6.1559838156556775e-06,0.0,0.0
1826,6.295676225168531e-06,0.0,6.295676225168531e-06,6.295676225168531e-06,6.295676225168531e-06,6.295676225168531e-06,0.0,0.0
1827,6.592147721156445e-06,0.0,6.592147721156445e-06,6.592147721156445e-06,6.592147721156445e-06,6.592147721156445e-06,0.0,0.0
1828,6.827178952205161e-06,0.0,6.827178952205161e-06,6.827178952205161e-06,6.827178952205161e-06,6.827178952205161e-06,0.0,0.0
1829,6.853356613386755e-06,7.027427845989515e-11,6.853356613386755e-06,6.853356613386755e-06,6.853356613386755e-06,6.853356613386755e-06,7.027427845989515e-11,7.027427845989515e-11
1830,7.221933628898114e-06,7.027427845989515e-11,7.221933628898114e-06,7.221933628898114e-06,7.221933628898114e-06,7.221933628898114e-06,7.027427845989515e-11,7.027427845989515e-11
1831,7.4967352442659574e-06,7.027427845989515e-11,7.4967352442659574e-06,7.4967352442659574e-06,7.4967352442659574e-06,7.4967352442659574e-06,7.027427845989515e-11,7.027427845989515e-11
1832,7.704031564311922e-06,7.027427845989515e-11,7.704031564311922e-06,7.704031564311922e-06,7.704031564311922e-06,7.704031564311922e-06,7.027427845989515e-11,7.027427845989515e-11
1833,7.6036581049265806e-06,7.027427845989515e-11,7.6036581049265806e-06,7.6036581049265806e-06,7.6036581049265806e-06,7.6036581049265806e-06,7.027427845989515e-11,7.027427845989515e-11
1834,7.525956269611405e-06,7.027427845989515e-11,7.525956269611405e-06,7.525956269611405e-06,7.525956269611405e-06,7.525956269611405e-06,7.027427845989515e-11,7.027427845989515e-11
1835,7.244513069183865e-06,7.027427845989515e-11,7.244513069183865e-06,7.244513069183865e-06,7.244513069183865e-06,7.244513069183865e-06,7.027427845989515e-11,7.027427845989515e-11
1836,7.356666758693921e-06,0.0,7.356666758693921e-06,7.356666758693921e-06,7.356666758693921e-06,7.356666758693921e-06,0.0,0.0
1837,7.096659568820282e-06,0.0,7.096659568820282e-06,7.096659568820282e-06,7.096659568820282e-06,7.096659568820282e-06,0.0,0.0
1838,6.761908220401633e-06,0.0,6.761908220401633e-06,6.761908220401633e-06,6.761908220401633e-06,6.761908220401633e-06,0.0,0.0
1839,6.4981545619957615e-06,0.0,6.4981545619957615e-06,6.4981545619957615e-06,6.4981545619957615e-06,6.4981545619957615e-06,0.0,0.0
1840,6.4472289003398534e-06,0.0,6.4472289003398534e-06,6.4472289003398534e-06,6.4472289003398534e-06,6.4472289003398534e-06,0.0,0.0
1841,6.192294287237539e-06,0.0,6.192294287237539e-06,6.192294287237539e-06,6.192294287237539e-06,6.192294287237539e-06,0.0,0.0
1842,6.118638598958828e-06,0.0,6.118638598958828e-06,6.118638598958828e-06,6.118638598958828e-06,6.118638598958828e-06,0.0,0.0
1843,5.779651863641837e-06,0.0,5.779651863641837e-06,5.779651863641837e-06,5.779651863641837e-06,5.779651863641837e-06,0.0,0.0
1844,5.703416978316714e-06,0.0,5.703416978316714e-06,5.703416978316714e-06,5.703416978316714e-06,5.703416978316714e-06,0.0,0.0
1845,5.6663020586711355e-06,0.0,5.6663020586711355e-06,5.6663020586711355e-06,5.6663020586711355e-06,5.6663020586711355e-06,0.0,0.0
1846,5.591881225492605e-06,0.0,5.591881225492605e-06,5.591881225492605e-06,5.591881225492605e-06,5.591881225492605e-06,0.0,0.0
1847,5.571170017252111e-06,0.0,5.571170017252111e-06,5.571170017252111e-06,5.571170017252111e-06,5.571170017252111e-06,0.0,0.0
1848,5.65915771793308e-06,0.0,5.65915771793308e-06,5.65915771793308e-06,5.65915771793308e-06,5.65915771793308e-06,0.0,0.0
1849,5.6178371648586885e-06,0.0,5.6178371648586885e-06,5.6178371648586885e-06,5.6178371648586885e-06,5.6178371648586885e-06,0.0,0.0
1850,5.6777707218965844e-06,0.0,5.6777707218965844e-06,5.6777707218965844e-06,5.6777707218965844e-06,5.6777707218965844e-06,0.0,0.0
1851,5.719261610335837e-06,0.0,5.719261610335837e-06,5.719261610335837e-06,5.719261610335837e-06,5.719261610335837e-06,0.0,0.0
1852,5.70281372347381e-06,0.0,5.70281372347381e-06,5.70281372347381e-06,5.70281372347381e-06,5.70281372347381e-06,0.0,0.0
1853,5.703927464700038e-06,0.0,5.703927464700038e-06,5.703927464700038e-06,5.703927464700038e-06,5.703927464700038e-06,0.0,0.0
1854,5.665461360747161e-06,0.0,5.665461360747161e-06,5.665461360747161e-06,5.665461360747161e-06,5.665461360747161e-06,0.0,0.0
1855,5.600061480695981e-06,0.0,5.600061480695981e-06,5.600061480695981e-06,5.600061480695981e-06,5.600061480695981e-06,0.0,0.0
1856,5.6980604443067155e-06,0.0,5.6980604443067155e-06,5.6980604443067155e-06,5.6980604443067155e-06,5.6980604443067155e-06,0.0,0.0
1857,5.8135776401156495e-06,0.0,5.8135776401156495e-06,5.8135776401156495e-06,5.8135776401156495e-06,5.8135776401156495e-06,0.0,0.0
1858,5.876495704017413e-06,0.0,5.876495704017413e-06,5.876495704017413e-06,5.876495704017413e-06,5.876495704017413e-06,0.0,0.0
1859,5.771946169781066e-06,0.0,5.771946169781066e-06,5.771946169781066e-06,5.771946169781066e-06,5.771946169781066e-06,0.0,0.0
1860,5.670270833694044e-06,0.0,5.670270833694044e-06,5.670270833694044e-06,5.670270833694044e-06,5.670270833694044e-06,0.0,0.0
1861,5.663117982684136e-06,0.0,5.663117982684136e-06,5.663117982684136e-06,5.663117982684136e-06,5.663117982684136e-06,0.0,0.0
1862,5.633329627536503e-06,0.0,5.633329627536503e-06,5.633329627536503e-06,5.633329627536503e-06,5.633329627536503e-06,0.0,0.0
1863,5.429879755476057e-06,0.0,5.429879755476057e-06,5.429879755476057e-06,5.429879755476057e-06,5.429879755476057e-06,0.0,0.0
1864,5.300039122500623e-06,0.0,5.300039122500623e-06,5.300039122500623e-06,5.300039122500623e-06,5.300039122500623e-06,0.0,0.0
1865,5.097647707381319e-06,0.0,5.097647707381319e-06,5.097647707381319e-06,5.097647707381319e-06,5.097647707381319e-06,0.0,0.0
1866,5.262691177319669e-06,0.0,5.262691177319669e-06,5.262691177319669e-06,5.262691177319669e-06,5.262691177319669e-06,0.0,0.0
1867,5.2784514212232485e-06,0.0,5.2784514212232485e-06,5.2784514212232485e-06,5.2784514212232485e-06,5.2784514212232485e-06,0.0,0.0
1868,5.284335786979812e-06,0.0,5.284335786979812e-06,5.284335786979812e-06,5.284335786979812e-06,5.284335786979812e-06,0.0,0.0
1869,5.18455401886188e-06,0.0,5.18455401886188e-06,5.18455401886188e-06,5.18455401886188e-06,5.18455401886188e-06,0.0,0.0
1870,5.2362493728911175e-06,0.0,5.2362493728911175e-06,5.2362493728911175e-06,5.2362493728911175e-06,5.2362493728911175e-06,0.0,0.0
1871,5.196711494396108e-06,0.0,5.196711494396108e-06,5.196711494396108e-06,5.196711494396108e-06,5.196711494396108e-06,0.0,0.0
1872,5.148677571144487e-06,0.0,5.148677571144487e-06,5.148677571144487e-06,5.148677571144487e-06,5.148677571144487e-06,0.0,0.0
1873,4.9315103751723655e-06,0.0,4.9315103751723655e-06,4.9315103751723655e-06,4.9315103751723655e-06,4.9315103751723655e-06,0.0,0.0
1874,4.926366403066952e-06,0.0,4.926366403066952e-06,4.926366403066952e-06,4.926366403066952e-06,4.926366403066952e-06,0.0,0.0
1875,4.831657601503789e-06,0.0,4.831657601503789e-06,4.831657601503789e-06,4.831657601503789e-06,4.831657601503789e-06,0.0,0.0
1876,4.815105577498409e-06,0.0,4.815105577498409e-06,4.815105577498409e-06,4.815105577498409e-06,4.815105577498409e-06,0.0,0.0
1877,4.783670777084938e-06,0.0,4.783670777084938e-06,4.783670777084938e-06,4.783670777084938e-06,4.783670777084938e-06,0.0,0.0
1878,4.7158734040359766e-06,0.0,4.7158734040359766e-06,4.7158734040359766e-06,4.7158734040359766e-06,4.7158734040359766e-06,0.0,0.0
1879,4.800268470717128e-06,0.0,4.800268470717128e-06,4.800268470717128e-06,4.800268470717128e-06,4.800268470717128e-06,0.0,0.0
1880,4.890180337367513e-06,0.0,4.890180337367513e-06,4.890180337367513e-06,4.890180337367513e-06,4.890180337367513e-06,0.0,0.0
1881,4.989151355922721e-06,0.0,4.989151355922721e-06,4.989151355922721e-06,4.989151355922721e-06,4.989151355922721e-06,0.0,0.0
1882,5.042096290708287e-06,0.0,5.042096290708287e-06,5.042096290708287e-06,5.042096290708287e-06,5.042096290708287e-06,0.0,0.0
1883,5.063676910919769e-06,0.0,5.063676910919769e-06,5.063676910919769e-06,5.063676910919769e-06,5.063676910919769e-06,0.0,0.0
1884,5.015827420200887e-06,0.0,5.015827420200887e-06,5.015827420200887e-06,5.015827420200887e-06,5.015827420200887e-06,0.0,0.0
1885,5.051308367650823e-06,0.0,5.051308367650823e-06,5.051308367650823e-06,5.051308367650823e-06,5.051308367650823e-06,0.0,0.0
1886,5.039712894878383e-06,0.0,5.039712894878383e-06,5.039712894878383e-06,5.039712894878383e-06,5.039712894878383e-06,0.0,0.0
1887,4.997002049224518e-06,0.0,4.997002049224518e-06,4.997002049224518e-06,4.997002049224518e-06,4.997002049224518e-06,0.0,0.0
1888,4.961531495999745e-06,0.0,4.961531495999745e-06,4.961531495999745e-06,4.961531495999745e-06,4.961531495999745e-06,0.0,0.0
1889,4.9382487564538934e-06,0.0,4.9382487564538934e-06,4.9382487564538934e-06,4.9382487564538934e-06,4.9382487564538934e-06,0.0,0.0
1890,4.9659477424159244e-06,0.0,4.9659477424159244e-06,4.9659477424159244e-06,4.9659477424159244e-06,4.9659477424159244e-06,0.0,0.0
1891,5.033292901706383e-06,0.0,5.033292901706383e-06,5.033292901706383e-06,5.033292901706383e-06,5.033292901706383e-06,0.0,0.0
1892,4.998188160243444e-06,0.0,4.998188160243444e-06,4.998188160243444e-06,4.998188160243444e-06,4.998188160243444e-06,0.0,0.0
1893,4.933294154138171e-06,0.0,4.933294154138171e-06,4.933294154138171e-06,4.933294154138171e-06,4.933294154138171e-06,0.0,0.0
1894,4.932379787143353e-06,0.0,4.932379787143353e-06,4.932379787143353e-06,4.932379787143353e-06,4.932379787143353e-06,0.0,0.0
1895,4.885414065418965e-06,0.0,4.885414065418965e-06,4.885414065418965e-06,4.885414065418965e-06,4.885414065418965e-06,0.0,0.0
1896,4.823774101428821e-06,0.0,4.823774101428821e-06,4.823774101428821e-06,4.823774101428821e-06,4.823774101428821e-06,0.0,0.0
