ngram,meaning,meanng,mening,meainng
1895,6.866650593500318e-05,2.2965368337172063e-09,1.0886029094032373e-08,1.6661548133242325e-10
1896,6.779140676371753e-05,2.5067485706234802e-09,1.1021399285279391e-08,2.053763330035961e-10
1897,6.728227682677763e-05,2.2320548108213855e-09,1.0732883788071895e-08,1.5478495271218203e-10
1898,6.679727292586384e-05,2.447901072320592e-09,1.170327428618683e-08,1.035748490942266e-10
1899,6.649109855061397e-05,2.4568915632120334e-09,1.2756373417894501e-08,1.1753108010635416e-10
1900,6.624055822612718e-05,2.3682560198626643e-09,1.3521357367096698e-08,1.1753108010635416e-10
1901,6.641513235600931e-05,2.50948013163261e-09,1.1127605249937135e-08,1.3466776701712543e-10
1902,6.675719695132492e-05,2.6712109032648155e-09,1.1252281138597806e-08,9.232535172884075e-11
1903,6.676265807722562e-05,2.687696319471554e-09,1.2221859714754503e-08,1.0138193261090476e-10
1904,6.700739114811378e-05,3.0808324462989437e-09,1.272978192698052e-08,1.1723567255872425e-10
1905,6.683249375782907e-05,2.923650242538299e-09,1.1577735595632736e-08,1.9346998507220802e-10
1906,6.653783930232748e-05,2.856855767825144e-09,1.1289629675559354e-08,2.035871302890386e-10
1907,6.665196269750595e-05,2.6473027579600382e-09,1.11532042014671e-08,2.3288747815129543e-10
1908,6.628342712896742e-05,2.4933746496052275e-09,1.1758288565033581e-08,2.431996994662582e-10
1909,6.590444224587242e-05,2.4177225776966793e-09,1.170049251137633e-08,2.5698070853825376e-10
1910,6.541356145005141e-05,2.354930171501378e-09,1.1229122520717283e-08,2.3671105551871715e-10
1911,6.564728183937924e-05,2.2231388634758834e-09,1.0734027254345944e-08,2.2085731557089768e-10
1912,6.542648874788679e-05,2.304051505142013e-09,1.0412631392041151e-08,1.590371108615786e-10
1913,6.531050166813657e-05,2.282144298934189e-09,1.0262328891436873e-08,1.410879904969623e-10
1914,6.492680612219763e-05,2.4130526941691853e-09,9.922848574563301e-09,1.2640413220101265e-10
1915,6.458755316478866e-05,2.6486027498202294e-09,1.0165540409445839e-08,1.6271011423128557e-10
1916,6.360509775861698e-05,3.061555675643035e-09,1.0133607984487623e-08,2.6934400543243697e-10
1917,6.332750958141073e-05,3.1229821268701538e-09,1.0045287141784748e-08,2.6972769454466517e-10
1918,6.210325123642438e-05,3.0192048226597633e-09,1.030675088133291e-08,2.841079336076849e-10
1919,6.162824450127249e-05,2.955922649507313e-09,1.0486253643193777e-08,2.838995725015384e-10
1920,6.127585428267983e-05,3.1857948660071347e-09,1.0361148510591128e-08,2.553037345024275e-10
1921,6.115393106093896e-05,3.0857608531878864e-09,1.0445599306154106e-08,2.4068724493612036e-10
1922,6.1189330673577e-05,2.9621424678184992e-09,9.926001607953237e-09,2.2523494676494694e-10
1923,6.190874669950322e-05,2.658660624987874e-09,9.646888494379319e-09,1.2937349108677054e-10
1924,6.232145876440751e-05,2.6862219750155093e-09,9.4468219913324e-09,4.1892190609317733e-10
1925,6.275498058779963e-05,2.9277362121961558e-09,9.682436566801504e-09,4.275468421759727e-10
1926,6.302306636436177e-05,2.8651025361727177e-09,9.469030638951738e-09,4.821099828879381e-10
1927,6.305549946513825e-05,2.7644202165484036e-09,9.71641104082924e-09,5.048483615282301e-10
1928,6.289114389801398e-05,2.8429538088760508e-09,9.676197874698898e-09,5.048483615282301e-10
1929,6.278651874578957e-05,2.7093910448527936e-09,9.793705021568907e-09,4.818315667089377e-10
1930,6.250483108617897e-05,2.692371516209237e-09,1.0098788725900119e-08,4.845055150732541e-10
1931,6.23990802393694e-05,2.571203044127961e-09,1.0123344067786938e-08,1.9325864123295337e-10
1932,6.236630308974002e-05,2.3021597168287097e-09,9.741792515529011e-09,1.702534660871383e-10
1933,6.349543296632223e-05,2.2129098236384995e-09,9.848380270024596e-09,1.0148457867715471e-10
1934,6.411487265722826e-05,2.1409076416440645e-09,9.62804566232275e-09,7.874620003686265e-11
1935,6.537549571865904e-05,2.2864823367996223e-09,1.0598692970883609e-08,1.231908662381796e-10
1936,6.652207126275503e-05,2.4523730189431247e-09,1.0103130966752718e-08,1.188425013160759e-10
1937,6.7850665280795e-05,2.9111288776409847e-09,9.97791430431708e-09,9.161510835678906e-11
1938,6.893217089652483e-05,2.9571595172583898e-09,1.1845921640433029e-08,1.3063885092748758e-10
1939,7.09010720519083e-05,3.2945404341130515e-09,1.3577611225810772e-08,2.0532092890958508e-10
1940,7.128025130701385e-05,3.862459970907903e-09,1.5208019542102746e-08,2.3111419127681236e-10
1941,7.216429055136229e-05,4.1822168585424285e-09,1.6056011314142486e-08,2.8627133203633955e-10
1942,7.229014175079231e-05,4.421030272031398e-09,1.5414464308146795e-08,2.6673471169897615e-10
1943,7.22855849224808e-05,4.903321304539077e-09,1.6169672077483354e-08,2.4579727935553867e-10
1944,7.2231912262006e-05,5.028460187921675e-09,1.620617836753776e-08,2.4579727935553867e-10
1945,7.278149444443573e-05,5.159480588799527e-09,1.4760991667068474e-08,1.8054052697280554e-10
1946,7.217716691749436e-05,5.141207586640511e-09,1.40243943442491e-08,1.8859896977474477e-10
1947,7.216625817818567e-05,4.9211106301072505e-09,1.2719271857974945e-08,1.7936268343581625e-10
1948,7.242586746412729e-05,4.9366035069299736e-09,1.2278143327445638e-08,1.2420554267628907e-10
1949,7.339600935145947e-05,4.844700577219133e-09,1.3903690262598697e-08,1.1630365916369203e-10
1950,7.42994005642166e-05,4.6881397811456995e-09,1.4148927870597357e-08,1.3322363450513867e-10
1951,7.449006599407377e-05,4.389832941598115e-09,1.4236484626094028e-08,1.3322363450513867e-10
1952,7.455246564599552e-05,4.488561712788299e-09,1.4451678837750542e-08,1.8027548105108744e-10
1953,7.477912939586011e-05,4.380055175699584e-09,1.4462963525220727e-08,2.2304885319687377e-10
1954,7.514837904766734e-05,4.555390731297848e-09,1.526477331838448e-08,2.2100783306619069e-10
1955,7.540316333428823e-05,4.441878039987809e-09,1.5149140989275826e-08,2.644905901437257e-10
1956,7.48171130128737e-05,4.111799726099921e-09,1.3548967915864653e-08,2.6095243327306505e-10
1957,7.496269660935338e-05,3.889813582347301e-09,1.3591621923174963e-08,2.440324579316184e-10
1958,7.588672347732686e-05,3.9082927687823195e-09,1.352169259100882e-08,2.67836073756086e-10
1959,7.64893286811587e-05,3.875123555374671e-09,1.2867543602063897e-08,2.2078422721013728e-10
1960,7.725264107908256e-05,4.029130267519625e-09,1.2476473187916781e-08,1.0585819522544528e-10
1961,7.766422952824672e-05,3.983401386520313e-09,1.2029716651389727e-08,9.134223932782959e-11
1962,7.793563937801602e-05,3.855184298779639e-09,1.2037024710309652e-08,4.7859482250294554e-11
1963,7.872484690908874e-05,3.960593535674255e-09,1.2641693787023606e-08,7.40069027885656e-11
1964,7.861096465993407e-05,3.806826504819989e-09,1.2260451701503631e-08,1.0998014304819392e-10
1965,7.85373808217368e-05,3.625599883808458e-09,1.2805477694095252e-08,1.1262177202724694e-10
1966,7.778272369510628e-05,3.323484662079831e-09,1.3304332746599812e-08,1.3900098631637802e-10
1967,7.747729874349066e-05,3.0437433525979227e-09,1.321677776745998e-08,1.4610248328621774e-10
1968,7.69086234088588e-05,2.72433034861511e-09,1.342594277023831e-08,1.8152864925521532e-10
1969,7.674823843574683e-05,2.5496591346144524e-09,1.4634032144808122e-08,1.9948242066128837e-10
1970,7.650753936364449e-05,2.5413267204906933e-09,1.4533862494455922e-08,2.2125355714219808e-10
1971,7.587696018163115e-05,2.5395879209101834e-09,1.5062858769811427e-08,1.9423121741920672e-10
1972,7.515183928522415e-05,2.559572791811198e-09,1.5286792403352526e-08,2.1126319840350912e-10
1973,7.490854477509856e-05,2.5159463877346054e-09,1.5797685191744548e-08,2.096462755380684e-10
1974,7.434670572235649e-05,2.4480190097264654e-09,1.639431396987285e-08,2.0010442063265821e-10
1975,7.385694542400805e-05,2.342163685220555e-09,1.6467696793500053e-08,2.214447548942733e-10
1976,7.324871174725038e-05,2.4543311827329717e-09,1.7193961302349895e-08,2.1152741463177042e-10
1977,7.254278378760708e-05,2.263931359840805e-09,1.7650595144199802e-08,1.501408521318938e-10
1978,7.306077584092106e-05,2.1825419566872436e-09,1.7795569208699036e-08,1.5750980876725962e-10
1979,7.379338785540313e-05,1.997457437547772e-09,1.909997544251902e-08,1.7905419012555412e-10
1980,7.441078923875466e-05,2.038962617792858e-09,1.9808836475882733e-08,1.6212872611902947e-10
1981,7.540099094122914e-05,1.998471261493202e-09,2.015671007882247e-08,1.7687061983668555e-10
1982,7.600590886015977e-05,2.003687057542233e-09,2.121956020419345e-08,1.4233860370122768e-10
1983,7.664802043499159e-05,1.87279319036853e-09,2.1281148272172297e-08,1.343021725576575e-10
1984,7.7559839285511e-05,1.9981788921898313e-09,2.2140184035330483e-08,1.5635395359378127e-10
1985,7.78950416133739e-05,1.9223695492596805e-09,2.237621998801842e-08,1.5450224631420794e-10
1986,7.830554490543104e-05,1.9349678843332593e-09,2.217343845042511e-08,1.0329774932252685e-10
1987,7.85671332518437e-05,1.916892723917231e-09,2.1548806675549973e-08,9.546092190536117e-11
1988,7.864090626493894e-05,1.9021740849112234e-09,2.1310603567517968e-08,7.950293498934106e-11
1989,7.930914268529574e-05,1.8459461895555966e-09,2.0346218170581258e-08,6.392046267289508e-11
1990,7.998480162184154e-05,1.8709421631005594e-09,1.848619809611104e-08,6.392046267289508e-11
1991,8.092482624176358e-05,1.771189861443645e-09,1.7063029846196642e-08,5.5007218522204073e-11
1992,8.170024063604484e-05,1.7840838013276944e-09,1.5875822561335033e-08,5.962610613585717e-11
1993,8.247552718135662e-05,1.686698082790729e-09,1.3944976221377407e-08,6.513307403342518e-11
1994,8.39764325064607e-05,1.6462558935107348e-09,1.2926761248723193e-08,1.3666750320725666e-10
1995,8.54387752562096e-05,1.6224518554050098e-09,1.2422205740238366e-08,1.61671749896294e-10
1996,8.750722606367032e-05,1.7740558387403992e-09,1.175634269299865e-08,1.676238166127751e-10
1997,8.940378445134099e-05,1.7184679869584686e-09,1.172724482602559e-08,2.021389613233409e-10
1998,9.075692755037121e-05,1.6324342195466507e-09,1.1672631876941913e-08,2.2366715027707532e-10
1999,9.311765877230625e-05,1.5832959229403594e-09,1.2106700023447762e-08,2.3711957794095694e-10
2000,9.519733014583056e-05,1.5393866657577503e-09,1.2106278773111562e-08,2.437576470036364e-10
2001,9.675452020019293e-05,1.530592049928511e-09,1.2024519031277642e-08,1.8743540846395083e-10
2002,9.835558635781385e-05,1.5527016815143823e-09,1.162999322243e-08,1.8234252203391017e-10
2003,9.949210029195196e-05,1.3333376783616506e-09,1.1920669784615257e-08,2.1616167784304404e-10
2004,0.0001005721278488636,1.2855136320512527e-09,1.1993600779192093e-08,2.0687926371998344e-10
2005,0.00010163955240776496,1.1884407188514752e-09,1.1865460614046697e-08,2.0699269282736006e-10
2006,0.00010168513628221782,1.1692940663340527e-09,1.1461491057827646e-08,1.744532276573959e-10
2007,0.00010124075509208654,1.126231560391996e-09,1.1376935837859037e-08,1.5385824162336296e-10
2008,0.00010020775412808039,9.61982358850731e-10,1.2093625783344514e-08,1.38646050989217e-10
2009,9.850861325893285e-05,8.082505181012628e-10,1.3249492170075428e-08,1.1180328091902375e-10
2010,9.81424267852812e-05,7.04598566000517e-10,1.5031143948566036e-08,6.53800466147e-11
2011,9.763967370547886e-05,6.240505929471546e-10,1.710290271310961e-08,4.014731602719479e-11
2012,9.733899787534028e-05,5.940968709047415e-10,1.8303928912238073e-08,5.367161080650971e-12
2013,9.750510798767209e-05,5.520711863850534e-10,1.990308730524605e-08,5.367161080650971e-12
2014,9.694963851610996e-05,4.653395565704496e-10,2.26592009917275e-08,0.0
2015,9.682559591185833e-05,4.184178023899524e-10,2.93294559432817e-08,0.0
2016,9.764021004749728e-05,3.7081439308028763e-10,2.9868451585051455e-08,0.0
2017,9.720360806871516e-05,3.609736097994383e-10,3.031867764254533e-08,0.0
2018,9.699949296191335e-05,3.5517606356005873e-10,3.0987947852167964e-08,0.0
2019,9.62516714935191e-05,3.224883242392007e-10,3.364204559375139e-08,0.0
