ngram,difficulty,diffculty,difficuty,diffulty
1904,7.299564666547147e-05,1.1177086304111787e-08,4.3443269616614904e-09,3.415305141870764e-11
1905,7.309440219874627e-05,1.2074097023782672e-08,4.6516342523870796e-09,4.939991372315029e-11
1906,7.23466686654969e-05,1.2695992701594605e-08,4.305554801575795e-09,6.221597939218678e-11
1907,7.182058366847091e-05,1.3143122019292669e-08,4.14679316281966e-09,6.221597939218678e-11
1908,7.117676536186732e-05,1.278840094138494e-08,3.975879466925189e-09,6.221597939218678e-11
1909,7.06268661555701e-05,1.2792699090523132e-08,3.607643993065933e-09,6.221597939218678e-11
1910,7.017505933098229e-05,1.347658936826487e-08,3.42756423243884e-09,6.00507243137776e-11
1911,6.954577007231169e-05,1.397955465673054e-08,3.4439027185584337e-09,1.0198452201784899e-10
1912,6.843728520574846e-05,1.37983932851122e-08,3.4352569360558097e-09,8.673765971340635e-11
1913,6.78953084778706e-05,1.3535220817167165e-08,3.5596732545733242e-09,5.570768747092154e-11
1914,6.748394246512492e-05,1.3749617698368053e-08,3.7928634201632255e-09,7.032417703722871e-11
1915,6.75561573838682e-05,1.4400512274700565e-08,4.018678723127778e-09,8.626289960123046e-11
1916,6.786394598228591e-05,1.4901947485514355e-08,4.426945032776075e-09,8.626289960123046e-11
1917,6.834262603661045e-05,1.4375931556287469e-08,4.490289854227772e-09,7.248900983438032e-11
1918,6.831524972637583e-05,1.4190204313178713e-08,4.492806507779992e-09,3.055521213030892e-11
1919,6.883636628377385e-05,1.4519094624988936e-08,4.596659560921321e-09,5.896670552634526e-11
1920,6.879161602617907e-05,1.467539956223618e-08,4.7725899422955214e-09,5.896670552634526e-11
1921,6.902306631673127e-05,1.4768976010413683e-08,4.921074912646515e-09,4.435021596003809e-11
1922,6.857156924005332e-05,1.453389992483218e-08,5.008064883428785e-09,5.2562789438453144e-11
1923,6.844785405389433e-05,1.4150085040195596e-08,4.924718347406756e-09,7.711623403342368e-11
1924,6.760695708050792e-05,1.3873096068753706e-08,5.203366880225855e-09,7.711623403342368e-11
1925,6.745369423047773e-05,1.3605402265121874e-08,5.257922034270937e-09,7.711623403342368e-11
1926,6.689978181384504e-05,1.3179556620660345e-08,4.8662963182875634e-09,7.162770376822891e-11
1927,6.681138100767774e-05,1.2685410563254403e-08,4.647289315278564e-09,7.162770376822891e-11
1928,6.63024589552411e-05,1.197852369675242e-08,4.8165617208947455e-09,7.162770376822891e-11
1929,6.622204507168914e-05,1.1591122601422349e-08,4.8000251075462435e-09,9.804800225689446e-11
1930,6.534499178607283e-05,1.090653446920799e-08,4.346391500677425e-09,1.5517673455724334e-10
1931,6.51871825019563e-05,1.0784560546182677e-08,4.332905716759277e-09,1.5517673455724334e-10
1932,6.450278306147084e-05,1.0663084764368186e-08,4.0434094802524865e-09,1.5517673455724334e-10
1933,6.412270782415621e-05,1.0866736716812803e-08,4.163396611594245e-09,1.3225377142640175e-10
1934,6.338490129564889e-05,1.0871621825003785e-08,4.2248491372021135e-09,1.54721646209285e-10
1935,6.291476217614087e-05,1.0294249389427738e-08,4.158679781493138e-09,1.54721646209285e-10
1936,6.189467655661116e-05,1.0313426430335376e-08,4.0578630297208716e-09,1.4602491636507763e-10
1937,6.110272650922915e-05,1.0649592953525046e-08,4.08064302982934e-09,6.434273946975821e-11
1938,5.9774843975901604e-05,1.0690411222924467e-08,3.737007750867097e-09,6.434273946975821e-11
1939,5.9427531856012396e-05,1.0593701408164894e-08,3.6810873714289626e-09,6.434273946975821e-11
1940,5.868273053368155e-05,1.0244216268923928e-08,3.455135764797644e-09,6.434273946975821e-11
1941,5.8106241859994566e-05,1.044362932641921e-08,3.555324574427183e-09,4.187486468687496e-11
1942,5.7383050131777835e-05,1.1128577678424075e-08,3.3504279668099865e-09,6.678291055082854e-11
1943,5.739967933290505e-05,1.1189754773559862e-08,3.2152155858357544e-09,2.490804586395358e-11
1944,5.767590066950236e-05,1.1015721287524879e-08,3.4373057099047953e-09,2.490804586395358e-11
1945,5.8108041620081554e-05,1.0815871626894996e-08,3.5158731481743644e-09,2.490804586395358e-11
1946,5.745207402339604e-05,1.1002221990606488e-08,3.7466841692638096e-09,2.490804586395358e-11
1947,5.7557751590918216e-05,1.0521593374335225e-08,4.042452436284602e-09,4.146502189225235e-11
1948,5.7535974649778965e-05,1.0156000611922472e-08,4.04746677443565e-09,7.566502186711383e-11
1949,5.780942436623653e-05,1.0106354102796494e-08,3.967760437666763e-09,6.776313835451679e-11
1950,5.7409601660245766e-05,9.803512795209762e-09,4.223346244154007e-09,1.0160308903741009e-10
1951,5.680150050985893e-05,9.950405705743443e-09,3.828980006075662e-09,2.174467808194588e-10
1952,5.637738597995069e-05,1.0559244526372628e-08,3.667509137653521e-09,2.48814679177605e-10
1953,5.6540043130683314e-05,1.0588335668566223e-08,3.749850001939186e-09,2.958823900175592e-10
1954,5.593722172696809e-05,1.0526208095638725e-08,3.6929302631755992e-09,2.938413698868761e-10
1955,5.583185962417961e-05,1.0513990820827855e-08,3.5188348266958413e-09,2.741356219407695e-10
1956,5.515279398033661e-05,9.917066406168423e-09,3.5105043158115532e-09,2.7059746507010884e-10
1957,5.4904632374278405e-05,9.833664676201742e-09,3.1397696664825503e-09,3.004761439662218e-10
1958,5.467694011583392e-05,9.506542854507773e-09,3.4793690468453472e-09,2.20337874929604e-10
1959,5.4292519572689866e-05,8.972837710936282e-09,3.3790366377977374e-09,2.0026391556975705e-10
1960,5.3920733210231576e-05,8.775234507295084e-09,3.5083066927756234e-09,1.7437192662006495e-10
1961,5.382778233199913e-05,8.836391808740375e-09,3.2783770618850993e-09,2.6115608980914473e-10
1962,5.310048956224429e-05,8.766321509970761e-09,3.275256795934719e-09,2.6706534999349733e-10
1963,5.314401538011485e-05,8.624606172093406e-09,3.3054091527365668e-09,3.031166260452396e-10
1964,5.2749332098755985e-05,8.542593426292505e-09,3.2633507007773233e-09,2.4839130653114035e-10
1965,5.2881269636730265e-05,8.72667525543745e-09,3.194523598030027e-09,2.743914530113832e-10
1966,5.27881711605005e-05,8.853640233650952e-09,3.4184619896698062e-09,2.718905854427943e-10
1967,5.242951738182455e-05,8.669506763275031e-09,3.1637690879802805e-09,2.6840422146750294e-10
1968,5.1967702477538425e-05,8.746780062145781e-09,3.2076728574890824e-09,2.202433493517627e-10
1969,5.1411739280281055e-05,8.374148612639537e-09,3.166832859439036e-09,2.5370114937433337e-10
1970,5.0044807202149446e-05,8.484183641347239e-09,3.037690702153587e-09,2.567989214132181e-10
1971,4.9151865823660046e-05,8.16521923090769e-09,3.161518951395286e-09,3.1046191609604025e-10
1972,4.764760524267331e-05,7.589090308560538e-09,2.9633998746955317e-09,3.0962446297331883e-10
1973,4.627535755779328e-05,7.24374357322485e-09,2.70604488023756e-09,4.0813465305790583e-10
1974,4.506557057279029e-05,7.1326327066856265e-09,2.5536351446118844e-09,4.067403011620563e-10
1975,4.386596161306703e-05,6.904271249957057e-09,2.5414665927314672e-09,5.401195532495073e-10
1976,4.300434583066297e-05,6.773805516502307e-09,2.38997025344848e-09,5.50549690162391e-10
1977,4.25973032958739e-05,6.428384047296731e-09,2.2930626603872336e-09,5.541175108044908e-10
1978,4.1702027894124126e-05,6.407197312390573e-09,2.050306829077491e-09,5.567406347447726e-10
1979,4.100122688604253e-05,6.269145900818427e-09,1.9816695744674054e-09,5.771495275744673e-10
1980,4.040061633401949e-05,5.789625858097582e-09,1.8016572360985655e-09,5.325408853974954e-10
1981,3.984106453052456e-05,5.445580684794647e-09,1.765171754795704e-09,5.925438631823202e-10
1982,3.930957297727998e-05,5.327554651403586e-09,1.7001940649003749e-09,4.949633005045331e-10
1983,3.881823899324185e-05,5.469735077566286e-09,1.5879087568647167e-09,4.3067185135597137e-10
1984,3.812970992709909e-05,5.527789273937092e-09,1.475372205358586e-09,4.626941012870438e-10
1985,3.7701792669914926e-05,5.299435430166406e-09,1.4820880237361882e-09,4.3358504881701217e-10
1986,3.727451777584585e-05,5.051541185352448e-09,1.4052814626249903e-09,4.35210700810984e-10
1987,3.677759273809248e-05,4.918318228876371e-09,1.460453853090777e-09,3.7920354901767514e-10
1988,3.630277933552861e-05,4.628071037515724e-09,1.2737942764065986e-09,3.306312044585155e-10
1989,3.589198188689936e-05,4.517160328327512e-09,1.180692242387847e-09,2.749533274670757e-10
1990,3.538244345691055e-05,4.109687003404718e-09,1.1287788323092025e-09,3.1489810114629767e-10
1991,3.494919552135148e-05,3.789128883673649e-09,1.0443343412269712e-09,2.398295138872353e-10
1992,3.4506570955272764e-05,3.6233439106224198e-09,9.690271680311874e-10,2.291085223323933e-10
1993,3.41673699689896e-05,3.57131613171191e-09,9.260748675846539e-10,2.1706081822820648e-10
1994,3.397207339211101e-05,3.648534617285902e-09,8.820789654251371e-10,2.4288899958773465e-10
1995,3.3920357444523166e-05,3.6317736437244517e-09,8.733705108327732e-10,2.470990168431822e-10
1996,3.387329135356205e-05,3.2666205613501073e-09,7.826946947707216e-10,2.5795323317843813e-10
1997,3.3897429342947104e-05,3.2320375265015855e-09,7.58843424605463e-10,2.237609839480673e-10
1998,3.3867595837883914e-05,3.2257054487822803e-09,7.188737541749138e-10,2.221780220119334e-10
1999,3.406986538071318e-05,3.3189092426714038e-09,6.729754927928663e-10,2.12998369933778e-10
2000,3.416678425440166e-05,3.3961962448663438e-09,6.45302319516158e-10,1.5772070058713997e-10
2001,3.429990933260082e-05,3.517178453244745e-09,5.746560846223555e-10,1.4548797186827604e-10
2002,3.4282192375810284e-05,3.6562702072322803e-09,5.583588432881267e-10,1.1892086918382664e-10
2003,3.444443271811386e-05,3.6965183295275696e-09,5.446320140910035e-10,1.057554163289406e-10
2004,3.45301440185202e-05,3.800012875793917e-09,4.757064147360118e-10,1.0000289188008945e-10
2005,3.500410197635314e-05,3.726376223462629e-09,4.684236689010492e-10,8.844731693079057e-11
2006,3.516390487285597e-05,3.6512831805676373e-09,4.128078632893915e-10,7.217758434580851e-11
2007,3.524565909174271e-05,3.582532334281804e-09,3.7284101599739065e-10,7.27017801119675e-11
2008,3.48760664305051e-05,3.459499258490999e-09,4.1274311349656246e-10,7.887425732385926e-11
2009,3.465094206538717e-05,3.804850878807997e-09,3.724817240361286e-10,9.839777802080261e-11
2010,3.485303490638866e-05,4.03616892289246e-09,3.96555895264074e-10,7.973064371423279e-11
2011,3.466409179964103e-05,3.886553999267659e-09,3.933227037717606e-10,1.2151221794638138e-10
2012,3.4108619729522616e-05,3.829561461594315e-09,3.7530465045256175e-10,1.642310781416586e-10
2013,3.372007319870006e-05,3.543975969831438e-09,3.656248577708711e-10,1.802841457470323e-10
2014,3.356137988573339e-05,3.363656258288066e-09,3.329076597724523e-10,2.1094441173977581e-10
2015,3.4036107535939664e-05,3.2811196775434884e-09,2.37947412765457e-10,1.8991968563285078e-10
2016,3.4324613287546004e-05,2.5562357786057532e-09,2.3612134172504694e-10,1.8380306849942662e-10
2017,3.388693403394427e-05,2.261067018801318e-09,1.7517444555100367e-10,2.001082765925218e-10
2018,3.3962737506954e-05,2.173833890672938e-09,1.582144873446545e-10,1.8163572798601814e-10
2019,3.4243946174683515e-05,2.025780793113441e-09,1.5104435584223364e-10,1.522866546407875e-10
