ngram,delivery,dilivery,delivry,delivry
1921,5.421043689628797e-05,3.4007146226017984e-09,1.4333005734660072e-09,1.4333005734660072e-09
1922,5.301615549667206e-05,3.4490172146866324e-09,1.2425223310558969e-09,1.2425223310558969e-09
1923,5.1794048756294486e-05,3.4062139458208254e-09,1.1735666486220202e-09,1.1735666486220202e-09
1924,4.965066961761165e-05,3.5037520345377563e-09,1.0966440850650778e-09,1.0966440850650778e-09
1925,4.868076315947941e-05,3.437590109392882e-09,1.0506176960158241e-09,1.0506176960158241e-09
1926,4.663359504775144e-05,3.3326613512502892e-09,9.095290711057049e-10,9.095290711057049e-10
1927,4.560929301078431e-05,3.2389281792325318e-09,7.925942521350546e-10,7.925942521350546e-10
1928,4.4813428498205864e-05,6.701675821428412e-10,7.098604244098234e-10,7.098604244098234e-10
1929,4.440821118935544e-05,6.471507873235488e-10,7.374152241216133e-10,7.374152241216133e-10
1930,4.4519382104876316e-05,6.877479161567937e-10,6.744506778463436e-10,6.744506778463436e-10
1931,4.44334296584462e-05,4.996215841839608e-10,7.115525549724769e-10,7.115525549724769e-10
1932,4.336524580139667e-05,4.5488737578290387e-10,6.898235236997761e-10,6.898235236997761e-10
1933,4.3974853075009636e-05,4.5513157131971127e-10,6.215430233983252e-10,6.215430233983252e-10
1934,4.409424842119084e-05,5.444620587713445e-10,6.210020156835075e-10,6.210020156835075e-10
1935,4.3806825228135236e-05,4.988430858863881e-10,5.73621582773092e-10,5.73621582773092e-10
1936,4.446198415410306e-05,4.944947209642844e-10,6.233887810720112e-10,6.233887810720112e-10
1937,4.472583948102381e-05,4.433424480706652e-10,5.818064641172072e-10,5.818064641172072e-10
1938,4.620689495433388e-05,3.819149104110155e-10,4.851844045575656e-10,4.851844045575656e-10
1939,4.794310318954688e-05,7.329328235597795e-10,5.125799903574599e-10,5.125799903574599e-10
1940,4.9649512220639735e-05,7.355589272593579e-10,5.69418722491071e-10,5.69418722491071e-10
1941,5.105504585247088e-05,6.007516825271405e-10,6.623758287892047e-10,6.623758287892047e-10
1942,5.254192728898488e-05,6.754758221015424e-10,7.94973198381399e-10,7.94973198381399e-10
1943,5.275938799189005e-05,8.90524969242103e-10,8.195218789300693e-10,8.195218789300693e-10
1944,5.273868633334392e-05,8.921408195528002e-10,8.849938797667838e-10,8.849938797667838e-10
1945,5.205003357592172e-05,9.42483422654889e-10,8.91831981280384e-10,8.91831981280384e-10
1946,5.1043418352492154e-05,6.600157464215733e-10,8.336980074550939e-10,8.336980074550939e-10
1947,4.8754467050977314e-05,6.673364361109435e-10,8.46423788201735e-10,8.46423788201735e-10
1948,4.786698264069855e-05,6.673364361109435e-10,7.940309362400707e-10,7.940309362400707e-10
1949,4.679685558325478e-05,5.926122965365416e-10,7.308158681392943e-10,7.308158681392943e-10
1950,4.559274800288092e-05,4.412255917772358e-10,7.498423469444657e-10,7.498423469444657e-10
1951,4.507246402291847e-05,3.6049585737187226e-10,7.825340772197162e-10,7.825340772197162e-10
1952,4.430041319989998e-05,2.980166510394408e-10,7.827906656210359e-10,7.827906656210359e-10
1953,4.353841671088178e-05,1.8217992194178934e-10,8.60377983144137e-10,8.60377983144137e-10
1954,4.364185588201508e-05,3.668053043843449e-10,8.460908402468143e-10,8.460908402468143e-10
1955,4.262981799131792e-05,4.1028806146187995e-10,1.0069931158770577e-09,1.0069931158770577e-09
1956,4.188484620369438e-05,5.719041311953126e-10,1.0594958957784888e-09,1.0594958957784888e-09
1957,4.1429108802861136e-05,6.147415156286331e-10,1.0177334054871169e-09,1.0177334054871169e-09
1958,4.0835262292863005e-05,7.006613999311589e-10,1.030769533219963e-09,1.030769533219963e-09
1959,4.023056213294954e-05,7.709389555315177e-10,1.0270173521144598e-09,1.0270173521144598e-09
1960,3.975009011420687e-05,8.979932908381727e-10,1.1446391453720901e-09,1.1446391453720901e-09
1961,3.879058931488544e-05,8.715986266061293e-10,1.2456276962272535e-09,1.2456276962272535e-09
1962,3.83459752941105e-05,1.0525544959426115e-09,1.0808394655472041e-09,1.0808394655472041e-09
1963,3.7927829128290925e-05,9.40457707741617e-10,9.814220943863257e-10,9.814220943863257e-10
1964,3.764890477343995e-05,9.479200955921284e-10,9.52911241977209e-10,9.52911241977209e-10
1965,3.7255125789670274e-05,8.906075837129229e-10,8.449047810594428e-10,8.449047810594428e-10
1966,3.6987844006424507e-05,8.241344154732591e-10,8.864493425012451e-10,8.864493425012451e-10
1967,3.6733399610966444e-05,7.766821907839727e-10,7.719835960960455e-10,7.719835960960455e-10
1968,3.69661595738892e-05,6.473333099713382e-10,6.402356898606496e-10,6.402356898606496e-10
1969,3.725391174417122e-05,4.5880222636946703e-10,6.39413609361737e-10,6.39413609361737e-10
1970,3.779808581124858e-05,4.969780341225669e-10,6.292044821673163e-10,6.292044821673163e-10
1971,3.871394073939882e-05,4.336855914071387e-10,6.197870788022491e-10,6.197870788022491e-10
1972,3.9946470808769974e-05,4.763253640722403e-10,6.970889897063768e-10,6.970889897063768e-10
1973,4.149027673910106e-05,6.557596013819936e-10,8.210699184044553e-10,8.210699184044553e-10
1974,4.321186861488968e-05,6.250425098132593e-10,9.51908536122354e-10,9.51908536122354e-10
1975,4.4864214682352864e-05,6.684702236192663e-10,1.0594652060420223e-09,1.0594652060420223e-09
1976,4.585012253041246e-05,7.209634199169455e-10,1.2599483361392621e-09,1.2599483361392621e-09
1977,4.64955810457468e-05,7.055060305801878e-10,1.3977358476984542e-09,1.3977358476984542e-09
1978,4.665556324263369e-05,7.644576836631143e-10,1.5367048427401236e-09,1.5367048427401236e-09
1979,4.6639413215286497e-05,7.088785471319272e-10,1.5433085920335543e-09,1.5433085920335543e-09
1980,4.614785367656233e-05,6.118244363520883e-10,1.577394215246386e-09,1.577394215246386e-09
1981,4.54464482442875e-05,6.163480083452657e-10,1.5323793028138815e-09,1.5323793028138815e-09
1982,4.4491841565884117e-05,6.888003778460217e-10,1.5540806736729402e-09,1.5540806736729402e-09
1983,4.3962405470665544e-05,7.114372226256296e-10,1.5763083219663292e-09,1.5763083219663292e-09
1984,4.349500626891053e-05,7.494584199273038e-10,1.5727624440892945e-09,1.5727624440892945e-09
1985,4.3162592711658885e-05,8.431558903446554e-10,1.4383274174864118e-09,1.4383274174864118e-09
1986,4.2812901873341093e-05,8.703837928170088e-10,1.4082550919043107e-09,1.4082550919043107e-09
1987,4.270347510880258e-05,9.06643137550083e-10,1.298854095705642e-09,1.298854095705642e-09
1988,4.261759438252609e-05,8.94823005375451e-10,1.2751613495279708e-09,1.2751613495279708e-09
1989,4.2688097892096266e-05,7.768152391182273e-10,1.2613073046325545e-09,1.2613073046325545e-09
1990,4.307550989324227e-05,7.123798931704276e-10,1.0110642561273713e-09,1.0110642561273713e-09
1991,4.363435904711618e-05,6.74382946311677e-10,8.63589727506664e-10,8.63589727506664e-10
1992,4.432525020092726e-05,5.264747685426333e-10,8.840689886507086e-10,8.840689886507086e-10
1993,4.504674715073114e-05,5.148942542173732e-10,8.241285947325444e-10,8.241285947325444e-10
1994,4.5559032774430565e-05,4.521263125794357e-10,7.34610780935999e-10,7.34610780935999e-10
1995,4.599884102520134e-05,4.552477720195672e-10,6.582210609895611e-10,6.582210609895611e-10
1996,4.610630899800786e-05,4.3949394123998786e-10,6.358177595533476e-10,6.358177595533476e-10
1997,4.5979319111211225e-05,4.33159373449042e-10,7.263711655967699e-10,7.263711655967699e-10
1998,4.5869919891369394e-05,3.955641488965053e-10,9.61123418947401e-10,9.61123418947401e-10
1999,4.540388908935711e-05,3.680251976183919e-10,9.930287861844737e-10,9.930287861844737e-10
2000,4.476063986658119e-05,3.503434685216332e-10,9.909243425809677e-10,9.909243425809677e-10
2001,4.4222370758818996e-05,2.7958257336242147e-10,9.45517097156972e-10,9.45517097156972e-10
2002,4.384916662404846e-05,2.6708397794981767e-10,1.0664894404107832e-09,1.0664894404107832e-09
2003,4.345125697519896e-05,2.436022514659289e-10,9.490596483300147e-10,9.490596483300147e-10
2004,4.296209122652986e-05,2.3866040294822406e-10,9.061774663976507e-10,9.061774663976507e-10
2005,4.210193635247249e-05,2.1889945808365293e-10,6.256069016005331e-10,6.256069016005331e-10
2006,4.128063353294108e-05,2.3184912719845637e-10,5.203518786491199e-10,5.203518786491199e-10
2007,4.049071763542348e-05,2.1195306819178838e-10,4.795113730685482e-10,4.795113730685482e-10
2008,3.967826186063965e-05,2.2341662646902753e-10,4.814945208415316e-10,4.814945208415316e-10
2009,3.874153428893935e-05,2.0365134083068425e-10,3.1067890323857993e-10,3.1067890323857993e-10
2010,3.787388517853937e-05,1.9939437601035337e-10,2.9700683777468736e-10,2.9700683777468736e-10
2011,3.660796625938799e-05,1.6406855437737074e-10,2.0536070958833618e-10,2.0536070958833618e-10
2012,3.5625545673870617e-05,1.4916277340277466e-10,1.9082619314079808e-10,1.9082619314079808e-10
2013,3.534212217865778e-05,8.740390554175446e-11,1.8175975109922605e-10,1.8175975109922605e-10
2014,3.441767278543141e-05,8.654685103502504e-11,1.914656062664198e-10,1.914656062664198e-10
2015,3.3693261294891795e-05,9.824574289028578e-11,1.8186058710543763e-10,1.8186058710543763e-10
2016,3.315118374302983e-05,1.0457516301322554e-10,1.486711537609534e-10,1.486711537609534e-10
2017,3.274699095830632e-05,1.0289950835851158e-10,1.3523998240727586e-10,1.3523998240727586e-10
2018,3.285316852270625e-05,1.234794100302139e-10,1.4928926705959356e-10,1.4928926705959356e-10
2019,3.292756628070492e-05,1.5434926253776737e-10,1.7726683315677505e-10,1.7726683315677505e-10
