ngram,preference,preferece,prefence,preference
1848,1.8167962220364382e-05,1.258259647267985e-10,2.3368038773849013e-08,1.8167962220364382e-05
1849,1.817760494304821e-05,1.258259647267985e-10,1.2579610654737751e-08,1.817760494304821e-05
1850,1.8339248396971796e-05,1.258259647267985e-10,1.3712044547428296e-08,1.8339248396971796e-05
1851,1.8388045646133833e-05,1.258259647267985e-10,1.4631034257155712e-08,1.8388045646133833e-05
1852,1.863344888468938e-05,1.258259647267985e-10,1.3425739345659541e-08,1.863344888468938e-05
1853,1.862540635296942e-05,6.060546509090159e-11,1.3676124804058126e-08,1.862540635296942e-05
1854,1.8716230053022237e-05,0.0,1.9059584577263422e-08,1.8716230053022237e-05
1855,1.888965718015762e-05,0.0,1.4017428170579445e-08,1.888965718015762e-05
1856,1.904171248107949e-05,0.0,1.4465927376607266e-08,1.904171248107949e-05
1857,1.8832579371519387e-05,0.0,1.8335266511420352e-08,1.8832579371519387e-05
1858,1.869559907520722e-05,0.0,1.6820286052876554e-08,1.869559907520722e-05
1859,1.8359348489736605e-05,0.0,1.7627846040012074e-08,1.8359348489736605e-05
1860,1.8234752652850667e-05,0.0,2.234526551094161e-08,1.8234752652850667e-05
1861,1.798944660030039e-05,0.0,1.838103390129829e-08,1.798944660030039e-05
1862,1.789873385860119e-05,0.0,1.8588966112430072e-08,1.789873385860119e-05
1863,1.761442009800313e-05,0.0,2.3224138231573273e-08,1.761442009800313e-05
1864,1.7865137124317698e-05,0.0,2.372415121497186e-08,1.7865137124317698e-05
1865,1.7949699602987884e-05,0.0,2.619046668428382e-08,1.7949699602987884e-05
1866,1.8033358823491392e-05,0.0,3.4515178524787057e-08,1.8033358823491392e-05
1867,1.8200306970226977e-05,0.0,3.568032802547805e-08,1.8200306970226977e-05
1868,1.8332803457659403e-05,0.0,3.680508824694633e-08,1.8332803457659403e-05
1869,1.8223389945757974e-05,0.0,3.6565953185986796e-08,1.8223389945757974e-05
1870,1.847854062881587e-05,4.223646036091314e-11,5.077301766322405e-08,1.847854062881587e-05
1871,1.8339440170426053e-05,4.223646036091314e-11,5.984419448878953e-08,1.8339440170426053e-05
1872,1.844271641207992e-05,4.223646036091314e-11,6.042089051305766e-08,1.844271641207992e-05
1873,1.8461523463234437e-05,4.223646036091314e-11,5.119484201644907e-08,1.8461523463234437e-05
1874,1.848941298833649e-05,4.223646036091314e-11,4.720275154872817e-08,1.848941298833649e-05
1875,1.8504041301119806e-05,4.223646036091314e-11,4.66994345416083e-08,1.8504041301119806e-05
1876,1.8464657581976746e-05,4.223646036091314e-11,4.5960556566931084e-08,1.8464657581976746e-05
1877,1.8201713828602806e-05,0.0,3.060361519757748e-08,1.8201713828602806e-05
1878,1.8093185644829646e-05,0.0,1.7212772477189934e-08,1.8093185644829646e-05
1879,1.7951996986604562e-05,0.0,1.9787453516987138e-08,1.7951996986604562e-05
1880,1.7969105881223057e-05,0.0,2.7792575415678097e-08,1.7969105881223057e-05
1881,1.7831999554930788e-05,0.0,2.7718326237443795e-08,1.7831999554930788e-05
1882,1.7679063343426344e-05,0.0,2.7089421563074112e-08,1.7679063343426344e-05
1883,1.7829264314579113e-05,0.0,2.7826336029030633e-08,1.7829264314579113e-05
1884,1.8041905994843027e-05,3.051090729273247e-11,2.4101972544749676e-08,1.8041905994843027e-05
1885,1.817624589810813e-05,3.051090729273247e-11,2.4464525453079692e-08,1.817624589810813e-05
1886,1.826296959604536e-05,3.051090729273247e-11,1.8481801581212868e-08,1.826296959604536e-05
1887,1.8349253878113814e-05,3.051090729273247e-11,1.3562048341496182e-08,1.8349253878113814e-05
1888,1.8370109631047982e-05,3.051090729273247e-11,1.1972774739886307e-08,1.8370109631047982e-05
1889,1.854353675818337e-05,3.051090729273247e-11,1.1011432749746014e-08,1.854353675818337e-05
1890,1.8616985991164775e-05,3.051090729273247e-11,1.0304304425596505e-08,1.8616985991164775e-05
1891,1.8794007701217197e-05,0.0,1.0499806135655376e-08,1.8794007701217197e-05
1892,1.8886440687180895e-05,0.0,1.0421306643034915e-08,1.8886440687180895e-05
1893,1.907170787619959e-05,0.0,1.198625440171749e-08,1.907170787619959e-05
1894,1.9274454513963845e-05,0.0,8.570110462561128e-09,1.9274454513963845e-05
1895,1.9574071692269562e-05,0.0,8.714250527524264e-09,1.9574071692269562e-05
1896,1.9634007652972025e-05,0.0,8.680005285961151e-09,1.9634007652972025e-05
1897,1.9714190265014103e-05,0.0,8.532587461981426e-09,1.9714190265014103e-05
1898,2.0003820931638723e-05,0.0,8.005887254723478e-09,2.0003820931638723e-05
1899,2.024639798037242e-05,1.8213906573448314e-11,6.8894073303381125e-09,2.024639798037242e-05
1900,2.0510888914161895e-05,1.0856693322125466e-10,6.021489782982923e-09,2.0510888914161895e-05
1901,2.0989167491539513e-05,1.4284030704279716e-10,6.055973500451728e-09,2.0989167491539513e-05
1902,2.111044081435206e-05,1.4284030704279716e-10,5.670333028514765e-09,2.111044081435206e-05
1903,2.151541541804493e-05,1.4284030704279716e-10,5.387601793265568e-09,2.151541541804493e-05
1904,2.1707308405893855e-05,1.4284030704279716e-10,5.651486199655307e-09,2.1707308405893855e-05
1905,2.1908940003153736e-05,2.0382775626056774e-10,7.323927432776957e-09,2.1908940003153736e-05
1906,2.179823786718771e-05,2.1664382192960423e-10,7.584289513878112e-09,2.179823786718771e-05
1907,2.1811118391009847e-05,1.5559114314405472e-10,6.694894400765301e-09,2.1811118391009847e-05
1908,2.1393511165764983e-05,1.3504222343537923e-10,6.1091368947734685e-09,2.1393511165764983e-05
1909,2.1367372807747286e-05,1.3504222343537923e-10,6.068144605845102e-09,2.1367372807747286e-05
1910,2.130632362552985e-05,1.3504222343537923e-10,6.750106457913725e-09,2.130632362552985e-05
1911,2.1545093529441927e-05,1.4902015534255598e-10,6.148330400357338e-09,2.1545093529441927e-05
1912,2.1332219798101244e-05,8.803270612478542e-11,5.048254433529362e-09,2.1332219798101244e-05
1913,2.155271301619775e-05,5.700273388230061e-11,5.013562755427716e-09,2.155271301619775e-05
1914,2.1591603529356818e-05,2.770238602004379e-11,5.597649708834394e-09,2.1591603529356818e-05
1915,2.2022547325052854e-05,1.3977931907176761e-11,6.026678679914101e-09,2.2022547325052854e-05
1916,2.217302945999628e-05,1.3977931907176761e-11,6.0476074624306514e-09,2.217302945999628e-05
1917,2.2490293434072684e-05,9.777233982750338e-11,4.812177925980368e-09,2.2490293434072684e-05
1918,2.2776537662139162e-05,8.379440792032661e-11,4.822235594963737e-09,2.2776537662139162e-05
1919,2.3008333560678045e-05,8.379440792032661e-11,4.323404777041771e-09,2.3008333560678045e-05
1920,2.3093120814467382e-05,8.379440792032661e-11,4.1545602196586225e-09,2.3093120814467382e-05
1921,2.306171388357013e-05,1.4001762447892118e-10,4.445884644559734e-09,2.306171388357013e-05
1922,2.2890572186692486e-05,1.4001762447892118e-10,5.105266019457742e-09,2.2890572186692486e-05
1923,2.2814088619530333e-05,1.4001762447892118e-10,5.497183184845409e-09,2.2814088619530333e-05
1924,2.266958212463318e-05,5.622321655859455e-11,5.72721067396539e-09,2.266958212463318e-05
1925,2.2293192679561408e-05,1.0223356685022468e-10,6.563973808937362e-09,2.2293192679561408e-05
1926,2.215609414893801e-05,2.3977134167019187e-10,6.723790223008206e-09,2.215609414893801e-05
1927,2.2326810202295227e-05,2.6250972031048395e-10,6.734483383650871e-09,2.2326810202295227e-05
1928,2.2610044522610095e-05,2.062865037518894e-10,6.203065680158001e-09,2.2610044522610095e-05
1929,2.319839716489826e-05,2.062865037518894e-10,5.458586725483526e-09,2.319839716489826e-05
1930,2.3734390197205357e-05,2.335138967111762e-10,5.3909966015096094e-09,2.3734390197205357e-05
1931,2.3704786924229537e-05,2.335138967111762e-10,5.535781230240186e-09,2.3704786924229537e-05
1932,2.3772058089629615e-05,1.875035464195461e-10,4.8833067748229755e-09,2.3772058089629615e-05
1933,2.3862025305528993e-05,7.313293026722789e-11,4.9145324000830575e-09,2.3862025305528993e-05
1934,2.3806221569040125e-05,7.286242640981909e-11,4.839825175549452e-09,2.3806221569040125e-05
1935,2.3494517466003473e-05,7.286242640981909e-11,4.98011555803503e-09,2.3494517466003473e-05
1936,2.309458666007101e-05,7.286242640981909e-11,4.76671927326525e-09,2.309458666007101e-05
1937,2.270928780490067e-05,4.563503345053224e-11,4.153699289284012e-09,2.270928780490067e-05
1938,2.290372633849204e-05,4.563503345053224e-11,3.623906761975247e-09,2.290372633849204e-05
1939,2.3205205642235732e-05,4.563503345053224e-11,3.3041583278960373e-09,2.3205205642235732e-05
1940,2.3456209809020428e-05,2.2467874782883257e-11,2.7486143044137226e-09,2.3456209809020428e-05
1941,2.334579559309142e-05,0.0,2.5127496115574998e-09,2.334579559309142e-05
1942,2.3723790945950896e-05,7.472413957440186e-11,2.3273896302252896e-09,2.3723790945950896e-05
1943,2.36455330845534e-05,7.472413957440186e-11,2.166080886085402e-09,2.36455330845534e-05
1944,2.3708726855277617e-05,1.3163810517826035e-10,2.001802390516616e-09,2.3708726855277617e-05
1945,2.342612996082088e-05,1.3163810517826035e-10,1.9809225767656156e-09,2.342612996082088e-05
1946,2.310833692068367e-05,1.3163810517826035e-10,2.1540308505128637e-09,2.310833692068367e-05
1947,2.237305774802475e-05,1.3163810517826035e-10,2.3523728599959627e-09,2.237305774802475e-05
1948,2.213623156421818e-05,1.3163810517826035e-10,2.2713085777249985e-09,2.213623156421818e-05
1949,2.167645470763091e-05,1.419447733955589e-10,2.0974671285526168e-09,2.167645470763091e-05
1950,2.134991466716331e-05,1.757847240784522e-10,2.161506759293782e-09,2.134991466716331e-05
1951,2.1306925191311166e-05,1.3541985687577045e-10,2.2741152849725665e-09,2.1306925191311166e-05
1952,2.1515202596284716e-05,1.5110380605484356e-10,2.5348280775970368e-09,2.1515202596284716e-05
1953,2.142247207562572e-05,1.5110380605484356e-10,2.529904492248087e-09,2.142247207562572e-05
1954,2.1413246421226567e-05,1.8013571785007494e-10,2.6365134995844285e-09,2.1413246421226567e-05
1955,2.1232391580789617e-05,1.8013571785007494e-10,2.863535313630499e-09,2.1232391580789617e-05
1956,2.112172894287921e-05,1.2204092101976626e-10,2.8799718800241537e-09,2.112172894287921e-05
1957,2.111857195684154e-05,1.3917587320706152e-10,2.864341747914929e-09,2.111857195684154e-05
1958,2.0866367257050505e-05,2.0593943316533318e-10,2.8123158088025744e-09,2.0866367257050505e-05
1959,2.0439351439043613e-05,2.5801911995859683e-10,2.7138594863426337e-09,2.0439351439043613e-05
1960,2.0234069130050818e-05,2.8978270378526057e-10,5.137999708233159e-09,2.0234069130050818e-05
1961,2.032089832937345e-05,2.6075079199002916e-10,5.974088747505237e-09,2.032089832937345e-05
1962,2.0622871618668016e-05,2.913560603096903e-10,6.442924987177483e-09,2.0622871618668016e-05
1963,2.047553997337153e-05,2.8422776235778203e-10,8.350047574014395e-09,2.047553997337153e-05
1964,2.0437607028205612e-05,2.602327896823147e-10,1.0085679561352582e-08,2.0437607028205612e-05
1965,2.0361666039596976e-05,1.7692013132286633e-10,1.1767995879351036e-08,2.0361666039596976e-05
1966,2.051797569687811e-05,1.5312185051654025e-10,1.3883654924131048e-08,2.051797569687811e-05
1967,2.0555097372770043e-05,1.2135826668987652e-10,1.4109853412642387e-08,2.0555097372770043e-05
1968,2.06399464721991e-05,2.0106714111139164e-10,1.60401640541303e-08,2.06399464721991e-05
1969,2.0574094898100676e-05,2.063694156038766e-10,1.6908406230697892e-08,2.0574094898100676e-05
1970,2.097344284785712e-05,2.7425679187993117e-10,1.650492542637494e-08,2.097344284785712e-05
1971,2.1159710481047762e-05,2.9203136337712417e-10,1.6137262446948497e-08,2.1159710481047762e-05
1972,2.1373263215147225e-05,3.18117698849818e-10,1.5570628469114515e-08,2.1373263215147225e-05
1973,2.1508252237773767e-05,3.071687309270337e-10,1.5224851221010534e-08,2.1508252237773767e-05
1974,2.1901376645213793e-05,3.397587429652761e-10,1.3795487165322941e-08,2.1901376645213793e-05
1975,2.232591266095239e-05,3.4114487227184954e-10,1.1473246606742902e-08,2.232591266095239e-05
1976,2.254243684417036e-05,3.5345591731239523e-10,1.1069112483750944e-08,2.254243684417036e-05
1977,2.2497863028547727e-05,3.3799852797563746e-10,1.0130041440602002e-08,2.2497863028547727e-05
1978,2.2506381615780162e-05,3.1772381154609215e-10,9.019258102276645e-09,2.2506381615780162e-05
1979,2.256813708559743e-05,3.404036814329865e-10,8.168000942276876e-09,2.256813708559743e-05
1980,2.2497367224007447e-05,3.779187399529807e-10,6.5903600354744185e-09,2.2497367224007447e-05
1981,2.2181232582495015e-05,4.4451610844590105e-10,5.282346401561508e-09,2.2181232582495015e-05
1982,2.1903790704007925e-05,4.0047858085312527e-10,4.604968216272352e-09,2.1903790704007925e-05
1983,2.165628913124757e-05,3.6706500438394533e-10,3.5558148489148576e-09,2.165628913124757e-05
1984,2.1600505403642144e-05,3.1687908547128885e-10,2.8799944968531985e-09,2.1600505403642144e-05
1985,2.1587160517810844e-05,3.8644227203153495e-10,2.5629179730860383e-09,2.1587160517810844e-05
1986,2.1404337270983626e-05,3.653102869808197e-10,2.3333109095651547e-09,2.1404337270983626e-05
1987,2.1312948125081937e-05,3.282161774507765e-10,2.235300738157824e-09,2.1312948125081937e-05
1988,2.1199963936981347e-05,2.4982302635320354e-10,2.200433771700919e-09,2.1199963936981347e-05
1989,2.1037842868411515e-05,2.7928566899624943e-10,2.0961228150032494e-09,2.1037842868411515e-05
1990,2.090891627761136e-05,2.7779558217247823e-10,2.2556622760104362e-09,2.090891627761136e-05
1991,2.0724887560520854e-05,2.754516059688683e-10,2.344218771480452e-09,2.0724887560520854e-05
1992,2.0558008015671347e-05,2.0049567165233587e-10,2.524537420381786e-09,2.0558008015671347e-05
1993,2.0456720189291184e-05,1.9862688874613558e-10,2.531048466052661e-09,2.0456720189291184e-05
1994,2.027518686580671e-05,2.107114601849044e-10,2.4488224305483998e-09,2.027518686580671e-05
1995,2.0131420439741176e-05,2.4740141483078505e-10,2.3254014904137777e-09,2.0131420439741176e-05
1996,1.989202506332991e-05,1.9348537454761631e-10,2.579587955940456e-09,1.989202506332991e-05
1997,1.9603823862520846e-05,2.0318054778328028e-10,3.151152783154032e-09,1.9603823862520846e-05
1998,1.9347906605357173e-05,2.2969504274796193e-10,3.39571921375332e-09,1.9347906605357173e-05
1999,1.9129846155660095e-05,2.3230098202185546e-10,3.5226129156486407e-09,1.9129846155660095e-05
2000,1.8841581030366278e-05,2.2730526191442176e-10,3.509986254027605e-09,1.8841581030366278e-05
2001,1.865103903193293e-05,2.1220773551076733e-10,3.315895217134316e-09,1.865103903193293e-05
2002,1.8559320648949195e-05,1.65460659062866e-10,3.4320503185446073e-09,1.8559320648949195e-05
2003,1.844218058977276e-05,1.5801471787781273e-10,3.447693995374733e-09,1.844218058977276e-05
2004,1.8399089770225275e-05,1.4509771211915608e-10,2.8780384662775914e-09,1.8399089770225275e-05
2005,1.8384798230337246e-05,1.2868697427115272e-10,2.673017672284926e-09,1.8384798230337246e-05
2006,1.820362324776527e-05,1.224337144564317e-10,2.701409437414323e-09,1.820362324776527e-05
2007,1.8013582510840414e-05,1.284998025644476e-10,2.5637096176137473e-09,1.8013582510840414e-05
2008,1.7592158526115653e-05,1.1923973960992207e-10,2.7854915834219743e-09,1.7592158526115653e-05
2009,1.7283113265875727e-05,1.458407447387154e-10,2.6717849044288755e-09,1.7283113265875727e-05
2010,1.7078370157313267e-05,1.447765035336327e-10,2.4603098606032094e-09,1.7078370157313267e-05
2011,1.6597766521694473e-05,1.4861060224675386e-10,2.04466910862828e-09,1.6597766521694473e-05
2012,1.6126665806431057e-05,1.2413889782197137e-10,1.7707408793223222e-09,1.6126665806431057e-05
2013,1.590883558882134e-05,1.2475224846209e-10,1.3122517279156349e-09,1.590883558882134e-05
2014,1.553984657221008e-05,1.6546119063170257e-10,1.117662633078252e-09,1.553984657221008e-05
2015,1.5361883535141324e-05,1.4972754360758385e-10,8.494926627213215e-10,1.5361883535141324e-05
2016,1.5045046763719125e-05,1.1238943084722143e-10,7.877590127832893e-10,1.5045046763719125e-05
2017,1.4724153364416756e-05,1.2634479053252878e-10,6.181508221958509e-10,1.4724153364416756e-05
2018,1.4744579311809503e-05,1.3211568158921772e-10,6.312919353934632e-10,1.4744579311809503e-05
2019,1.4715157931277645e-05,1.5579985131880525e-10,5.554961560183536e-10,1.4715157931277645e-05
