ngram,relief,releif,relief,relief
1800,5.0667599550381836e-05,2.758365193398861e-08,5.0667599550381836e-05,5.0667599550381836e-05
1801,5.117571241238953e-05,2.5518376300937007e-08,5.117571241238953e-05,5.117571241238953e-05
1802,5.1692171317491944e-05,2.6820756726664285e-08,5.1692171317491944e-05,5.1692171317491944e-05
1803,5.2348579629324377e-05,5.419875399275449e-08,5.2348579629324377e-05,5.2348579629324377e-05
1804,5.084479562356137e-05,5.4590294507050885e-08,5.084479562356137e-05,5.084479562356137e-05
1805,5.086441940095808e-05,4.0324253523595285e-08,5.086441940095808e-05,5.086441940095808e-05
1806,4.9984303976608703e-05,3.501608006725324e-08,4.9984303976608703e-05,4.9984303976608703e-05
1807,5.0623886116747076e-05,3.9200504556699145e-08,5.0623886116747076e-05,5.0623886116747076e-05
1808,5.230652771258194e-05,4.368517718995284e-08,5.230652771258194e-05,5.230652771258194e-05
1809,5.348886926575298e-05,4.2744646393850464e-08,5.348886926575298e-05,5.348886926575298e-05
1810,5.603916880707922e-05,1.6020462068055963e-08,5.603916880707922e-05,5.603916880707922e-05
1811,5.822242746944539e-05,1.7307681541924225e-08,5.822242746944539e-05,5.822242746944539e-05
1812,5.912485669666369e-05,2.0109272818353522e-08,5.912485669666369e-05,5.912485669666369e-05
1813,6.285591423095736e-05,5.0953068145683944e-08,6.285591423095736e-05,6.285591423095736e-05
1814,6.696388923696109e-05,5.679863446239608e-08,6.696388923696109e-05,6.696388923696109e-05
1815,6.922359118886692e-05,5.3316688048659396e-08,6.922359118886692e-05,6.922359118886692e-05
1816,7.0727476018614e-05,5.542708381156558e-08,7.0727476018614e-05,7.0727476018614e-05
1817,7.083107214254727e-05,5.563000872653236e-08,7.083107214254727e-05,7.083107214254727e-05
1818,7.07280934355887e-05,6.087397043584377e-08,7.07280934355887e-05,7.07280934355887e-05
1819,7.237074480924224e-05,6.225316230766356e-08,7.237074480924224e-05,7.237074480924224e-05
1820,7.197650536129783e-05,3.980372698109136e-08,7.197650536129783e-05,7.197650536129783e-05
1821,6.920091670638482e-05,3.337325533386044e-08,6.920091670638482e-05,6.920091670638482e-05
1822,6.783794898573043e-05,4.2546280086343454e-08,6.783794898573043e-05,6.783794898573043e-05
1823,6.880128265558077e-05,4.3023752877806894e-08,6.880128265558077e-05,6.880128265558077e-05
1824,6.875888357171789e-05,4.5520015439543774e-08,6.875888357171789e-05,6.875888357171789e-05
1825,6.949415962610926e-05,4.075548330563704e-08,6.949415962610926e-05,6.949415962610926e-05
1826,6.966147235029243e-05,4.100959013645219e-08,6.966147235029243e-05,6.966147235029243e-05
1827,7.0108515501488e-05,3.8401130910058005e-08,7.0108515501488e-05,7.0108515501488e-05
1828,7.208077710986669e-05,4.318663928058543e-08,7.208077710986669e-05,7.208077710986669e-05
1829,7.56609661038965e-05,3.3698515723910664e-08,7.56609661038965e-05,7.56609661038965e-05
1830,7.596659790059286e-05,7.039548651935742e-08,7.596659790059286e-05,7.596659790059286e-05
1831,8.101969849251742e-05,7.400958550769182e-08,8.101969849251742e-05,8.101969849251742e-05
1832,8.338298461499758e-05,7.318688283979619e-08,8.338298461499758e-05,8.338298461499758e-05
1833,8.601749660946163e-05,7.646822146918047e-08,8.601749660946163e-05,8.601749660946163e-05
1834,8.776832484207781e-05,7.164966905496125e-08,8.776832484207781e-05,8.776832484207781e-05
1835,8.928516035666689e-05,6.653219410322566e-08,8.928516035666689e-05,8.928516035666689e-05
1836,8.734478407339858e-05,7.86520816729665e-08,8.734478407339858e-05,8.734478407339858e-05
1837,8.592325113048511e-05,4.868556910001384e-08,8.592325113048511e-05,8.592325113048511e-05
1838,8.261478589182454e-05,5.362528605295276e-08,8.261478589182454e-05,8.261478589182454e-05
1839,8.091713555456539e-05,5.767315539425713e-08,8.091713555456539e-05,8.091713555456539e-05
1840,7.902780738991819e-05,5.205016100668607e-08,7.902780738991819e-05,7.902780738991819e-05
1841,7.746953321787129e-05,6.484481548544149e-08,7.746953321787129e-05,7.746953321787129e-05
1842,7.459379100639905e-05,6.553026641954927e-08,7.459379100639905e-05,7.459379100639905e-05
1843,7.469891092374123e-05,5.474492427635726e-08,7.469891092374123e-05,7.469891092374123e-05
1844,7.799327119885544e-05,5.100842212105558e-08,7.799327119885544e-05,7.799327119885544e-05
1845,7.807618385413662e-05,4.964633098276343e-08,7.807618385413662e-05,7.807618385413662e-05
1846,7.981364511319303e-05,4.854242874330339e-08,7.981364511319303e-05,7.981364511319303e-05
1847,7.824634875370455e-05,5.754883274684224e-08,7.824634875370455e-05,7.824634875370455e-05
1848,7.72567416009094e-05,5.473896104644739e-08,7.72567416009094e-05,7.72567416009094e-05
1849,7.92278691993228e-05,5.438650647298411e-08,7.92278691993228e-05,7.92278691993228e-05
1850,7.784434689840834e-05,5.73693915230576e-08,7.784434689840834e-05,7.784434689840834e-05
1851,7.618070022934782e-05,5.811143515594657e-08,7.618070022934782e-05,7.618070022934782e-05
1852,7.581600428758455e-05,5.130826608024108e-08,7.581600428758455e-05,7.581600428758455e-05
1853,7.423256049930518e-05,4.9707452630189305e-08,7.423256049930518e-05,7.423256049930518e-05
1854,7.490238619668941e-05,5.75750101562887e-08,7.490238619668941e-05,7.490238619668941e-05
1855,7.556318866720955e-05,5.958581361653614e-08,7.556318866720955e-05,7.556318866720955e-05
1856,7.383574224409781e-05,5.77744216911924e-08,7.383574224409781e-05,7.383574224409781e-05
1857,7.4322460152741e-05,5.906081668172192e-08,7.4322460152741e-05,7.4322460152741e-05
1858,7.20657397843232e-05,5.364237612833936e-08,7.20657397843232e-05,7.20657397843232e-05
1859,7.097633767573695e-05,5.380030084925888e-08,7.097633767573695e-05,7.097633767573695e-05
1860,6.981061908715804e-05,5.187866441198301e-08,6.981061908715804e-05,6.981061908715804e-05
1861,6.923384976939165e-05,3.5578123558366315e-08,6.923384976939165e-05,6.923384976939165e-05
1862,6.789442081104166e-05,2.2187064883740148e-08,6.789442081104166e-05,6.789442081104166e-05
1863,6.84753987505766e-05,2.3978248973678873e-08,6.84753987505766e-05,6.84753987505766e-05
1864,6.806870909973181e-05,1.7794207821505585e-08,6.806870909973181e-05,6.806870909973181e-05
1865,6.924689971908395e-05,2.09053592849427e-08,6.924689971908395e-05,6.924689971908395e-05
1866,6.897360539629258e-05,2.0102651797161897e-08,6.897360539629258e-05,6.897360539629258e-05
1867,7.06134077128289e-05,2.253304622255671e-08,7.06134077128289e-05,7.06134077128289e-05
1868,7.093704542577533e-05,2.746714608140418e-08,7.093704542577533e-05,7.093704542577533e-05
1869,7.241066279155868e-05,3.215564379845302e-08,7.241066279155868e-05,7.241066279155868e-05
1870,7.395089882525749e-05,3.0729362229412316e-08,7.395089882525749e-05,7.395089882525749e-05
1871,7.606875650318605e-05,3.3426267214459974e-08,7.606875650318605e-05,7.606875650318605e-05
1872,8.009645534912124e-05,3.535440156505436e-08,8.009645534912124e-05,8.009645534912124e-05
1873,8.178648256164576e-05,4.130765875385935e-08,8.178648256164576e-05,8.178648256164576e-05
1874,8.199895403647264e-05,7.386579779579603e-08,8.199895403647264e-05,8.199895403647264e-05
1875,8.484257913161335e-05,1.1562979906898363e-07,8.484257913161335e-05,8.484257913161335e-05
1876,8.668830248227875e-05,1.1290499455997503e-07,8.668830248227875e-05,8.668830248227875e-05
1877,8.635957991438252e-05,1.1903448131939903e-07,8.635957991438252e-05,8.635957991438252e-05
1878,8.516530423159046e-05,1.2277626788253266e-07,8.516530423159046e-05,8.516530423159046e-05
1879,8.319090972820829e-05,1.2711841788716682e-07,8.319090972820829e-05,8.319090972820829e-05
1880,8.151782510269965e-05,1.2056777519221994e-07,8.151782510269965e-05,8.151782510269965e-05
1881,8.356620674021542e-05,9.382094593287807e-08,8.356620674021542e-05,8.356620674021542e-05
1882,8.222887845477089e-05,5.126099874733622e-08,8.222887845477089e-05,8.222887845477089e-05
1883,8.449189564479249e-05,5.0734524898692664e-08,8.449189564479249e-05,8.449189564479249e-05
1884,8.457898158147665e-05,4.928542171204039e-08,8.457898158147665e-05,8.457898158147665e-05
1885,8.896466169971973e-05,4.387129021970233e-08,8.896466169971973e-05,8.896466169971973e-05
1886,8.89295811897942e-05,4.174745971141647e-08,8.89295811897942e-05,8.89295811897942e-05
1887,8.993214890194525e-05,4.7925137509301815e-08,8.993214890194525e-05,8.993214890194525e-05
1888,8.630070390479107e-05,4.3841218528533384e-08,8.630070390479107e-05,8.630070390479107e-05
1889,8.769515677288706e-05,4.0470891273157254e-08,8.769515677288706e-05,8.769515677288706e-05
1890,8.469267881342344e-05,3.782634497692275e-08,8.469267881342344e-05,8.469267881342344e-05
1891,8.39135391288437e-05,4.033774558820369e-08,8.39135391288437e-05,8.39135391288437e-05
1892,7.962145381108192e-05,4.405228930843512e-08,7.962145381108192e-05,7.962145381108192e-05
1893,7.877846240132515e-05,4.120057831410609e-08,7.877846240132515e-05,7.877846240132515e-05
1894,7.997652885803421e-05,3.654421539981253e-08,7.997652885803421e-05,7.997652885803421e-05
1895,8.152683481707104e-05,3.699513952325008e-08,8.152683481707104e-05,8.152683481707104e-05
1896,7.877973673333014e-05,3.712284054760825e-08,7.877973673333014e-05,7.877973673333014e-05
1897,7.822972215113364e-05,3.907381339120418e-08,7.822972215113364e-05,7.822972215113364e-05
1898,7.77798517706937e-05,3.625778636059554e-08,7.77798517706937e-05,7.77798517706937e-05
1899,7.732922988777448e-05,4.197556486522964e-08,7.732922988777448e-05,7.732922988777448e-05
1900,7.607625801548628e-05,4.213919828950046e-08,7.607625801548628e-05,7.607625801548628e-05
1901,7.426890078932047e-05,4.195711333920826e-08,7.426890078932047e-05,7.426890078932047e-05
1902,7.265507779915683e-05,3.9004520502317064e-08,7.265507779915683e-05,7.265507779915683e-05
1903,7.30569039920478e-05,3.721356860759377e-08,7.30569039920478e-05,7.30569039920478e-05
1904,7.070441850893465e-05,3.6316190435822393e-08,7.070441850893465e-05,7.070441850893465e-05
1905,7.020029443083331e-05,5.22754959320082e-08,7.020029443083331e-05,7.020029443083331e-05
1906,7.203255102337738e-05,4.21633547123942e-08,7.203255102337738e-05,7.203255102337738e-05
1907,7.235932883174558e-05,3.855337611063143e-08,7.235932883174558e-05,7.235932883174558e-05
1908,7.154425735019945e-05,3.607347931477989e-08,7.154425735019945e-05,7.154425735019945e-05
1909,7.079369346943818e-05,3.3601430082796924e-08,7.079369346943818e-05,7.079369346943818e-05
1910,6.929377247745703e-05,3.274535525272475e-08,6.929377247745703e-05,6.929377247745703e-05
1911,6.974943452015785e-05,3.38029610651753e-08,6.974943452015785e-05,6.974943452015785e-05
1912,6.920406199891918e-05,1.2784077923250997e-08,6.920406199891918e-05,6.920406199891918e-05
1913,6.617220891972206e-05,1.713670995582918e-08,6.617220891972206e-05,6.617220891972206e-05
1914,6.505584211221762e-05,1.8067045129807217e-08,6.505584211221762e-05,6.505584211221762e-05
1915,6.501820462290198e-05,2.0629249927342893e-08,6.501820462290198e-05,6.501820462290198e-05
1916,6.560552927632151e-05,2.098425814064545e-08,6.560552927632151e-05,6.560552927632151e-05
1917,6.599365172275742e-05,2.2585983115521102e-08,6.599365172275742e-05,6.599365172275742e-05
1918,6.631352672619479e-05,2.5521880735774564e-08,6.631352672619479e-05,6.631352672619479e-05
1919,6.68952998239547e-05,2.605465202317906e-08,6.68952998239547e-05,6.68952998239547e-05
1920,6.700404212876623e-05,2.1713285518793716e-08,6.700404212876623e-05,6.700404212876623e-05
1921,6.755091037900587e-05,2.235119099326864e-08,6.755091037900587e-05,6.755091037900587e-05
1922,6.767037016938307e-05,2.2197867290328433e-08,6.767037016938307e-05,6.767037016938307e-05
1923,6.815599668438413e-05,2.3493372707556707e-08,6.815599668438413e-05,6.815599668438413e-05
1924,6.855027459096164e-05,2.317688606114286e-08,6.855027459096164e-05,6.855027459096164e-05
1925,6.965299274140437e-05,2.08265746236082e-08,6.965299274140437e-05,6.965299274140437e-05
1926,7.188799541576632e-05,2.0817862100841467e-08,7.188799541576632e-05,7.188799541576632e-05
1927,7.43235058117924e-05,2.3814269667354893e-08,7.43235058117924e-05,7.43235058117924e-05
1928,7.725704926997423e-05,2.5881240515803128e-08,7.725704926997423e-05,7.725704926997423e-05
1929,8.413138961519248e-05,2.7524798948011916e-08,8.413138961519248e-05,8.413138961519248e-05
1930,9.332934028602072e-05,2.8992385127578147e-08,9.332934028602072e-05,9.332934028602072e-05
1931,0.00010126476159452327,3.191538563588178e-08,0.00010126476159452327,0.00010126476159452327
1932,0.00011114594547377367,2.9902984215774657e-08,0.00011114594547377367,0.00011114594547377367
1933,0.00011791155286898305,3.724505148738899e-08,0.00011791155286898305,0.00011791155286898305
1934,0.00012419386517389545,3.836117404684306e-08,0.00012419386517389545,0.00012419386517389545
1935,0.00012842451334498555,3.432136733546745e-08,0.00012842451334498555,0.00012842451334498555
1936,0.00012957832534864013,3.514956173741471e-08,0.00012957832534864013,0.00012957832534864013
1937,0.00012594021661373387,3.326811207468186e-08,0.00012594021661373387,0.00012594021661373387
1938,0.0001242375437868759,2.9279882899199298e-08,0.0001242375437868759,0.0001242375437868759
1939,0.00011682891532213293,3.2455669136360095e-08,0.00011682891532213293,0.00011682891532213293
1940,0.00011186291937649782,2.678194732652628e-08,0.00011186291937649782,0.00011186291937649782
1941,0.00010638883603470666,2.340086791008389e-08,0.00010638883603470666,0.00010638883603470666
1942,0.00010156120177790788,2.917559057838811e-08,0.00010156120177790788,0.00010156120177790788
1943,9.622808907546901e-05,2.5339007971224092e-08,9.622808907546901e-05,9.622808907546901e-05
1944,9.233443519665993e-05,2.433646033901076e-08,9.233443519665993e-05,9.233443519665993e-05
1945,8.736225988416533e-05,2.8447246463209856e-08,8.736225988416533e-05,8.736225988416533e-05
1946,8.476033482501017e-05,2.5585592438354913e-08,8.476033482501017e-05,8.476033482501017e-05
1947,8.204428533125403e-05,3.134386883374418e-08,8.204428533125403e-05,8.204428533125403e-05
1948,8.079590770648792e-05,3.4162218704685595e-08,8.079590770648792e-05,8.079590770648792e-05
1949,7.900875061750412e-05,3.710908558218762e-08,7.900875061750412e-05,7.900875061750412e-05
1950,7.707790895697794e-05,3.935930641724943e-08,7.707790895697794e-05,7.707790895697794e-05
1951,7.538517612764346e-05,3.90928783947483e-08,7.538517612764346e-05,7.538517612764346e-05
1952,7.486594612211255e-05,3.4134402732937426e-08,7.486594612211255e-05,7.486594612211255e-05
1953,7.338510580926336e-05,3.2547332448221566e-08,7.338510580926336e-05,7.338510580926336e-05
1954,7.242712100768196e-05,2.721991241928988e-08,7.242712100768196e-05,7.242712100768196e-05
1955,7.028828570452918e-05,2.3263621695690517e-08,7.028828570452918e-05,7.028828570452918e-05
1956,6.846345370701914e-05,1.4632257627766876e-08,6.846345370701914e-05,6.846345370701914e-05
1957,6.678182710727145e-05,1.0845837815155944e-08,6.678182710727145e-05,6.678182710727145e-05
1958,6.497876477494304e-05,1.0957720001211361e-08,6.497876477494304e-05,6.497876477494304e-05
1959,6.260344369885778e-05,1.2703402330060953e-08,6.260344369885778e-05,6.260344369885778e-05
1960,6.101369685243948e-05,1.4238837474169129e-08,6.101369685243948e-05,6.101369685243948e-05
1961,5.8847920757086414e-05,1.4152320268071402e-08,5.8847920757086414e-05,5.8847920757086414e-05
1962,5.7141252909787e-05,1.608441329332371e-08,5.7141252909787e-05,5.7141252909787e-05
1963,5.561944687672492e-05,1.6499362891814988e-08,5.561944687672492e-05,5.561944687672492e-05
1964,5.491847696248442e-05,1.8069976499240122e-08,5.491847696248442e-05,5.491847696248442e-05
1965,5.482449081942572e-05,2.001840978696886e-08,5.482449081942572e-05,5.482449081942572e-05
1966,5.4557963137215537e-05,2.10224120016684e-08,5.4557963137215537e-05,5.4557963137215537e-05
1967,5.439565835071595e-05,2.0058906916428247e-08,5.439565835071595e-05,5.439565835071595e-05
1968,5.422492956443291e-05,1.758410610770105e-08,5.422492956443291e-05,5.422492956443291e-05
1969,5.415495512092353e-05,1.6210428301276025e-08,5.415495512092353e-05,5.415495512092353e-05
1970,5.463525147726094e-05,1.54089165554134e-08,5.463525147726094e-05,5.463525147726094e-05
1971,5.464884816319682e-05,1.655208973058312e-08,5.464884816319682e-05,5.464884816319682e-05
1972,5.4426138376584277e-05,1.5083924712452505e-08,5.4426138376584277e-05,5.4426138376584277e-05
1973,5.427854921435937e-05,1.3446813186744424e-08,5.427854921435937e-05,5.427854921435937e-05
1974,5.425175290188885e-05,1.35524589645846e-08,5.425175290188885e-05,5.425175290188885e-05
1975,5.417891588876955e-05,1.4063871337352144e-08,5.417891588876955e-05,5.417891588876955e-05
1976,5.4090705816634e-05,1.4392335450403543e-08,5.4090705816634e-05,5.4090705816634e-05
1977,5.350328501663171e-05,1.410250811367015e-08,5.350328501663171e-05,5.350328501663171e-05
1978,5.3158383837269086e-05,1.1737977320283984e-08,5.3158383837269086e-05,5.3158383837269086e-05
1979,5.28299502288324e-05,1.1249239508158228e-08,5.28299502288324e-05,5.28299502288324e-05
1980,5.232115238738645e-05,1.0519971053010328e-08,5.232115238738645e-05,5.232115238738645e-05
1981,5.169720731958348e-05,1.0382940475648996e-08,5.169720731958348e-05,5.169720731958348e-05
1982,5.1241309847682714e-05,1.0125516805966787e-08,5.1241309847682714e-05,5.1241309847682714e-05
1983,5.075342778582126e-05,9.281976647607898e-09,5.075342778582126e-05,5.075342778582126e-05
1984,5.062013172261816e-05,9.435171564677245e-09,5.062013172261816e-05,5.062013172261816e-05
1985,5.011858489264601e-05,9.868711371906004e-09,5.011858489264601e-05,5.011858489264601e-05
1986,4.9266451761858275e-05,9.641543373208248e-09,4.9266451761858275e-05,4.9266451761858275e-05
1987,4.861150487808378e-05,9.295162417544134e-09,4.861150487808378e-05,4.861150487808378e-05
1988,4.824925937490272e-05,8.624612135577081e-09,4.824925937490272e-05,4.824925937490272e-05
1989,4.776442801812664e-05,7.550207062731066e-09,4.776442801812664e-05,4.776442801812664e-05
1990,4.716616604127921e-05,7.899353488787547e-09,4.716616604127921e-05,4.716616604127921e-05
1991,4.634504979808948e-05,7.19986451410851e-09,4.634504979808948e-05,4.634504979808948e-05
1992,4.585491322879014e-05,6.568470783158935e-09,4.585491322879014e-05,4.585491322879014e-05
1993,4.592443240523737e-05,6.493451046704227e-09,4.592443240523737e-05,4.592443240523737e-05
1994,4.6047124799640316e-05,6.580091709602292e-09,4.6047124799640316e-05,4.6047124799640316e-05
1995,4.6448024347357985e-05,6.61711663241249e-09,4.6448024347357985e-05,4.6448024347357985e-05
1996,4.661238771015113e-05,6.768730782218719e-09,4.661238771015113e-05,4.661238771015113e-05
1997,4.72416598183502e-05,6.1614743148855464e-09,4.72416598183502e-05,4.72416598183502e-05
1998,4.801026495572712e-05,6.141924492806896e-09,4.801026495572712e-05,4.801026495572712e-05
1999,4.865547608850258e-05,5.7205059102370475e-09,4.865547608850258e-05,4.865547608850258e-05
2000,4.8601285275903395e-05,5.956713154477354e-09,4.8601285275903395e-05,4.8601285275903395e-05
2001,4.8471772710659676e-05,5.370057224293337e-09,4.8471772710659676e-05,4.8471772710659676e-05
2002,4.801677745750307e-05,5.1374011076989385e-09,4.801677745750307e-05,4.801677745750307e-05
2003,4.767574500874616e-05,4.980686529876266e-09,4.767574500874616e-05,4.767574500874616e-05
2004,4.70797874316174e-05,4.6539443410154036e-09,4.70797874316174e-05,4.70797874316174e-05
2005,4.6561303211741946e-05,4.823413287827602e-09,4.6561303211741946e-05,4.6561303211741946e-05
2006,4.589931008272937e-05,4.92679027733597e-09,4.589931008272937e-05,4.589931008272937e-05
2007,4.533447541429528e-05,4.646471969087835e-09,4.533447541429528e-05,4.533447541429528e-05
2008,4.475945076722253e-05,4.789097309197489e-09,4.475945076722253e-05,4.475945076722253e-05
2009,4.376798304812317e-05,4.688342285825391e-09,4.376798304812317e-05,4.376798304812317e-05
2010,4.2560862181874525e-05,4.489320566085959e-09,4.2560862181874525e-05,4.2560862181874525e-05
2011,4.2024942688710454e-05,4.3887618935859305e-09,4.2024942688710454e-05,4.2024942688710454e-05
2012,4.131243570425015e-05,4.243251052114618e-09,4.131243570425015e-05,4.131243570425015e-05
2013,4.0598416879739876e-05,4.040962326661608e-09,4.0598416879739876e-05,4.0598416879739876e-05
2014,4.0193912095024385e-05,3.771221811023549e-09,4.0193912095024385e-05,4.0193912095024385e-05
2015,3.971555218283486e-05,4.046145831080951e-09,3.971555218283486e-05,3.971555218283486e-05
2016,3.986634224669875e-05,4.044550789521801e-09,3.986634224669875e-05,3.986634224669875e-05
2017,4.018366538124004e-05,4.126392301924871e-09,4.018366538124004e-05,4.018366538124004e-05
2018,3.9934623055160044e-05,4.470718417692865e-09,3.9934623055160044e-05,3.9934623055160044e-05
2019,3.961773745686514e-05,4.373580442251779e-09,3.961773745686514e-05,3.961773745686514e-05
