ngram,shower,shwer,showr,shoer
1903,4.374560376163572e-06,5.383321368044948e-11,1.5761534680588544e-08,4.580842727364143e-08
1904,4.214935220911034e-06,5.1110198414797534e-11,1.5998307060069043e-08,4.656134424050963e-08
1905,4.1401973638650295e-06,4.8318892537884444e-11,1.6498056762007503e-08,4.87943648660608e-08
1906,4.056775586442589e-06,4.8318892537884444e-11,1.6234889242485095e-08,4.276943497773443e-08
1907,4.04102534698073e-06,4.8318892537884444e-11,1.6981347883415765e-08,4.693591699427608e-08
1908,3.912093299212367e-06,4.8318892537884444e-11,1.693948092906794e-08,4.5756190709360974e-08
1909,3.878088721519037e-06,7.244363045951933e-11,1.693025300905252e-08,4.546994603060739e-08
1910,3.8262966362318755e-06,7.244363045951933e-11,1.6362047082298303e-08,4.7216789462416793e-08
1911,3.837051086260804e-06,5.658989051169984e-11,1.649541493873942e-08,4.7466887309610684e-08
1912,3.849032639534146e-06,4.13430282072572e-11,1.6148460981111967e-08,4.5000951282807885e-08
1913,3.847692174271547e-06,4.13430282072572e-11,1.5980505807533518e-08,4.529687964398883e-08
1914,3.823572569672251e-06,4.13430282072572e-11,1.5550631766408126e-08,4.371290631053983e-08
1915,3.848548463533266e-06,4.13430282072572e-11,1.546660983413923e-08,4.246017175952537e-08
1916,3.830890818790067e-06,0.0,1.5535948908304168e-08,4.083488036599192e-08
1917,3.840405270238989e-06,5.5862937291857e-11,1.658460784576781e-08,3.685913897909034e-08
1918,3.79586026610923e-06,8.462341541789645e-11,1.6827172163605804e-08,3.237595537695727e-08
1919,3.749790169292412e-06,8.462341541789645e-11,1.7351609038485094e-08,2.950595526637504e-08
1920,3.7236577879541855e-06,1.0782507030095343e-10,1.8209097975484057e-08,2.6272028489212777e-08
1921,3.7365219408716906e-06,1.0782507030095343e-10,1.8533174233376874e-08,2.162761969515259e-08
1922,3.772304645670894e-06,1.3197636634337025e-10,1.8661826877470437e-08,2.0327137941121365e-08
1923,3.7926876562518634e-06,1.3197636634337025e-10,1.9253000463744944e-08,1.942244219423271e-08
1924,3.8113646171820747e-06,1.0053495932574715e-10,1.8894764610065196e-08,1.832790262414262e-08
1925,3.832443683547483e-06,7.17744811997077e-11,1.9302733633708158e-08,1.6892587899925663e-08
1926,3.875218161348519e-06,7.17744811997077e-11,1.9230096372422978e-08,1.6285618567987318e-08
1927,3.904685919613777e-06,7.131120495694278e-11,1.9196315140642843e-08,1.6134864618980567e-08
1928,3.877929819801855e-06,7.131120495694278e-11,1.981928170786367e-08,1.5120850222721012e-08
1929,3.821027283785432e-06,4.7159908914525974e-11,2.0391279775822113e-08,1.3315656387037831e-08
1930,3.7766409864811327e-06,4.7159908914525974e-11,2.0096619225893975e-08,1.0511450249899618e-08
1931,3.7566722507368207e-06,4.897138845232669e-11,1.9594836737318085e-08,9.473199367805916e-09
1932,3.738845927208396e-06,7.261463454342833e-11,1.86873219121253e-08,9.38816275513383e-09
1933,3.76096659238101e-06,9.578179321107732e-11,1.8157927479072507e-08,8.963615246874009e-09
1934,3.761688601246403e-06,7.304341457078526e-11,1.846167358670365e-08,8.3591626319292e-09
1935,3.7902603123386925e-06,7.304341457078526e-11,1.7981231487900525e-08,8.366029519939794e-09
1936,3.7839943810727813e-06,7.304341457078526e-11,1.7852890467549643e-08,8.785430922435872e-09
1937,3.840486377677215e-06,7.304341457078526e-11,1.7481820181939967e-08,1.0325400598024511e-08
1938,3.8074407322190903e-06,4.681040475875063e-11,1.7461782369261007e-08,1.1093656152435675e-08
1939,3.849645281661651e-06,2.316715866764899e-11,1.8423250988267422e-08,1.2446932246794923e-08
1940,3.797262869349132e-06,5.158652473445459e-11,1.869805618274053e-08,1.2513520378628788e-08
1941,3.8006854928036252e-06,5.158652473445459e-11,1.8217453704291335e-08,1.2157215932363994e-08
1942,3.7841501645224137e-06,5.158652473445459e-11,1.8362697267499632e-08,1.1537415467444134e-08
1943,3.832216991993066e-06,5.158652473445459e-11,1.7877135708285356e-08,1.0976962069467585e-08
1944,3.843559560274505e-06,5.158652473445459e-11,1.8211138501962002e-08,9.301381189073612e-09
1945,3.918169828206633e-06,7.035594527606191e-11,1.8914472781667816e-08,8.126028611903685e-09
1946,3.9067481988500475e-06,7.035594527606191e-11,1.8756484365667347e-08,6.819887258099502e-09
1947,3.9666983216842965e-06,1.876942054160732e-11,1.9409941336740692e-08,6.27371418307884e-09
1948,3.946015372743464e-06,1.876942054160732e-11,1.920107704579875e-08,5.990792814206511e-09
1949,3.998133446917304e-06,1.876942054160732e-11,2.0016682406825178e-08,5.4670363474380275e-09
1950,4.0030232802174785e-06,1.876942054160732e-11,2.0125919724429357e-08,4.8850493491617695e-09
1951,4.05779292123043e-06,3.531851894278404e-11,2.0259465470319682e-08,4.219833657107383e-09
1952,4.066972256363702e-06,1.654909840117672e-11,2.0383635097281124e-08,3.7547100032294824e-09
1953,4.0898407860368025e-06,3.22383350174046e-11,1.9978011118431434e-08,3.0983983315532473e-09
1954,4.061231460842204e-06,3.22383350174046e-11,1.978050815206903e-08,2.999971731349709e-09
1955,4.100899462043474e-06,3.22383350174046e-11,2.0862522883849773e-08,3.5383750849961514e-09
1956,4.095049527157764e-06,3.22383350174046e-11,1.9694925309668828e-08,3.902126272896973e-09
1957,4.104844200420692e-06,3.22383350174046e-11,1.998185997617189e-08,4.07412072332493e-09
1958,4.141807104523261e-06,2.7591044528461696e-11,1.981332177690222e-08,4.200621913800059e-09
1959,4.1384470413114675e-06,1.5182437450102426e-10,1.943412922652702e-08,4.5852910674731055e-09
1960,4.113169909812443e-06,1.4672299882992742e-10,1.9878634611408027e-08,4.390283470101508e-09
1961,4.112056103622308e-06,1.4672299882992742e-10,1.9542336257164346e-08,4.240928814474338e-09
1962,4.093737386158734e-06,1.7732826714958857e-10,1.816098509672364e-08,3.801922015307062e-09
1963,4.046815450107845e-06,1.9713598015907204e-10,1.8139817013564296e-08,4.2242856831567875e-09
1964,4.012683608120174e-06,2.0612929022397911e-10,1.761824007319644e-08,4.281076762932148e-09
1965,3.90198631196524e-06,1.942274823117453e-10,1.719699430477054e-08,4.453788671199277e-09
1966,3.848330119840934e-06,9.637336662831381e-11,1.6834199050614577e-08,4.385455205329387e-09
1967,3.866548597995591e-06,8.578550568318275e-11,1.5974760561984373e-08,4.71522411592064e-09
1968,3.854549959214637e-06,9.464204717543216e-11,1.5683521909742078e-08,5.037739178196229e-09
1969,3.9053696647377885e-06,8.199055026184406e-11,1.5699280351912292e-08,5.257631663369011e-09
1970,3.899526551062341e-06,6.21828372523606e-11,1.5422499594868507e-08,4.595644690194181e-09
1971,3.846866158190616e-06,6.214042772409049e-11,1.5098276406888544e-08,4.923435246796868e-09
1972,3.841186233850229e-06,7.08358728816551e-11,1.494591320546793e-08,4.9400703210673265e-09
1973,3.795217935476103e-06,4.445665859252403e-11,1.4488351217169435e-08,4.816028274591742e-09
1974,3.834122545803049e-06,5.2604161602084634e-11,1.4261207706819538e-08,4.692504067855501e-09
1975,3.812126189066995e-06,5.996662045894472e-11,1.4345904020274247e-08,4.914440061248066e-09
1976,3.782974999921862e-06,4.201284905287166e-11,1.4098907057708793e-08,4.848693351584237e-09
1977,3.7944975182264377e-06,5.003925993800935e-11,1.41102249884284e-08,4.8669802156707325e-09
1978,3.977631552386031e-06,7.372807374537795e-11,1.3860398923830936e-08,4.5296386324318e-09
1979,4.061842543835935e-06,9.75434321608721e-11,1.3373513725006042e-08,5.271470561650306e-09
1980,4.36551152103805e-06,1.2105391540363974e-10,1.366196349701048e-08,5.086776967898134e-09
1981,4.392538130559842e-06,1.2816600955137655e-10,1.3447709866300426e-08,5.183868160126995e-09
1982,4.636313471045079e-06,1.1935850423107552e-10,1.3002638204235545e-08,4.783773853235727e-09
1983,4.7358998277299435e-06,1.2676100992283145e-10,1.2513784294502069e-08,4.890209665780227e-09
1984,4.899520977882535e-06,1.3343578573426258e-10,1.2215055760529075e-08,5.380254971701756e-09
1985,4.950159434104405e-06,1.2249829672453646e-10,1.1901177821016518e-08,5.581834613569267e-09
1986,5.021565877021723e-06,9.689604822869593e-11,1.1299322937625383e-08,4.734929020295502e-09
1987,4.97954826122233e-06,1.0013543516199493e-10,1.0270929440281407e-08,4.955095254745499e-09
1988,5.104822581155791e-06,9.873865762709068e-11,9.60779912771516e-09,4.850704314409069e-09
1989,5.142181959984425e-06,1.0463118615569985e-10,8.920153568173613e-09,4.949960600139239e-09
1990,5.397844623595509e-06,1.2385852958342524e-10,8.427239921766322e-09,5.133559260223868e-09
1991,5.465129561343929e-06,1.288651477193703e-10,8.46027051589918e-09,5.307896312954443e-09
1992,5.5671304965341865e-06,1.5169934455431085e-10,7.84866635176026e-09,5.306218417036998e-09
1993,5.742705590299531e-06,1.5123214882776078e-10,7.631837320839655e-09,5.967213294917022e-09
1994,5.899676904976202e-06,1.3748853841136618e-10,7.203440256984907e-09,6.503757691131032e-09
1995,6.07333926641981e-06,1.363999815873207e-10,6.954644479354297e-09,6.70673637261286e-09
1996,6.231203704893622e-06,1.4830411502028288e-10,6.8125201353146684e-09,7.402073176621116e-09
1997,6.392443992808694e-06,1.2167426590080155e-10,6.834166692876969e-09,7.760144653851902e-09
1998,6.741382224260763e-06,1.1352203601758656e-10,5.8443436756761e-09,7.468009639260181e-09
1999,7.082923665231127e-06,7.983210223835461e-11,5.858780635240432e-09,7.333718013821258e-09
2000,7.464620791454633e-06,9.416046018292538e-11,5.854493715215117e-09,7.16556528398574e-09
2001,7.84563508204883e-06,8.622493046942355e-11,5.6295778515038e-09,7.1003063745982735e-09
2002,8.285621268961612e-06,9.492488293421403e-11,5.501237084918184e-09,7.728104695863586e-09
2003,8.709389606208009e-06,7.487486325397086e-11,5.418462916446336e-09,7.149714915349088e-09
2004,9.079486907077288e-06,9.001450081345754e-11,5.098597956530528e-09,7.027816995019975e-09
2005,9.512119894290144e-06,1.0330189283345805e-10,4.794303462166535e-09,7.516652316447953e-09
2006,1.0133385850557325e-05,9.245540444347e-11,4.453194797043076e-09,8.31597952404601e-09
2007,1.0929664962791971e-05,7.168568714823107e-11,4.098860362233836e-09,8.030993013465247e-09
2008,1.1985440193841765e-05,8.777927541582718e-11,3.781825519411086e-09,7.812492050110872e-09
2009,1.2866243196185678e-05,7.875109740905297e-11,3.3626058604241393e-09,7.724474583779641e-09
2010,1.362100075701684e-05,7.768685620397025e-11,2.927451313107708e-09,7.617810128733384e-09
2011,1.4956281120248605e-05,6.254721864448357e-11,2.4708266385279185e-09,6.979871347567723e-09
2012,1.601539003916384e-05,4.304410919959383e-11,2.023740191298933e-09,6.144523746952148e-09
2013,1.6565948888975462e-05,4.304410919959383e-11,1.6420407256134695e-09,4.987052421816835e-09
2014,1.7066551923302802e-05,6.902286009611926e-11,1.3785890048570844e-09,5.376657975984602e-09
2015,1.696206241571677e-05,5.871988436164814e-11,1.4810872052604752e-09,6.7130756192008386e-09
2016,1.7128724461404738e-05,9.63417334500941e-11,1.4804670188185908e-09,6.159015075724028e-09
2017,1.74920915014809e-05,1.0762247690254689e-10,1.3021286271452936e-09,6.521624129618431e-09
2018,1.703144662315026e-05,1.2914697228305627e-10,1.3610743199166108e-09,6.981032729669323e-09
2019,1.6686513845343143e-05,1.5208896468610344e-10,1.4490346422757483e-09,7.866573836778912e-09
