ngram,examination,examinaton,examinatin,examinatin
1923,0.00010550318152776786,1.122725341267434e-08,1.192577984778152e-09,1.192577984778152e-09
1924,0.00010465543475999896,1.132338502328269e-08,1.1611365777605291e-09,1.1611365777605291e-09
1925,0.00010273602051061712,1.1173634842772832e-08,1.0432089894310943e-09,1.0432089894310943e-09
1926,0.0001012959297180974,1.058571300457548e-08,1.158792651120447e-09,1.158792651120447e-09
1927,0.00010113949766881498,1.0765341507124049e-08,1.2697048829002355e-09,1.2697048829002355e-09
1928,0.00010164371425552028,1.0600476560032997e-08,1.0570172614172385e-09,1.0570172614172385e-09
1929,0.00010217805642501585,9.731837621477065e-09,1.0362694690441948e-09,1.0362694690441948e-09
1930,0.00010250251943944022,8.951709659247139e-09,9.621212418034882e-10,9.621212418034882e-10
1931,0.00010320278358579214,8.114265513471861e-09,1.2524958372038343e-09,1.2524958372038343e-09
1932,0.00010351392536124746,7.822182330435062e-09,1.3726262824777434e-09,1.3726262824777434e-09
1933,0.0001037037415829088,7.902672611541967e-09,1.1897309645395433e-09,1.1897309645395433e-09
1934,0.00010380953400661903,7.2340624918914335e-09,1.119351801724479e-09,1.119351801724479e-09
1935,0.0001027811730247257,7.228688631804354e-09,1.1620350079003368e-09,1.1620350079003368e-09
1936,0.00010319233115296811,7.76114759761169e-09,1.2746145012470273e-09,1.2746145012470273e-09
1937,0.00010247861272156504,7.4416991299334055e-09,1.0295679626309046e-09,1.0295679626309046e-09
1938,0.00010110769237923835,7.304670202046282e-09,7.582763385448134e-10,7.582763385448134e-10
1939,9.936110914817878e-05,7.263880735004185e-09,6.438124477980978e-10,6.438124477980978e-10
1940,9.781028867499637e-05,7.518899978821634e-09,5.974781304627998e-10,5.974781304627998e-10
1941,9.610492374382115e-05,7.94087081804459e-09,5.556279880636339e-10,5.556279880636339e-10
1942,9.491570069388087e-05,8.06978509412407e-09,5.939645997266041e-10,5.939645997266041e-10
1943,9.251307138973581e-05,8.053704877600661e-09,5.55700985227503e-10,5.55700985227503e-10
1944,9.078259193172147e-05,8.375259723842582e-09,6.126149508313614e-10,6.126149508313614e-10
1945,9.040256346842008e-05,8.045262107308254e-09,6.629575539334504e-10,6.629575539334504e-10
1946,9.09546496196916e-05,8.03389773754556e-09,7.206603092058117e-10,7.206603092058117e-10
1947,9.061333444801026e-05,7.941741994191683e-09,8.034451913298466e-10,8.034451913298466e-10
1948,8.997806123391326e-05,7.320163396075583e-09,7.339523354156694e-10,7.339523354156694e-10
1949,8.943254839063488e-05,7.195965347404711e-09,8.055841628694185e-10,8.055841628694185e-10
1950,8.885453904180654e-05,6.867777965372365e-09,7.569307482389678e-10,7.569307482389678e-10
1951,8.896937652025372e-05,6.717193658443778e-09,7.827622756322634e-10,7.827622756322634e-10
1952,8.813357791430982e-05,6.703819023710724e-09,9.398583578068553e-10,9.398583578068553e-10
1953,8.657069286398058e-05,6.319377529199041e-09,8.702304710173081e-10,8.702304710173081e-10
1954,8.66439679936905e-05,6.07512326159362e-09,8.164775006885045e-10,8.164775006885045e-10
1955,8.625284889214007e-05,6.452949666676691e-09,8.060545088538009e-10,8.060545088538009e-10
1956,8.588241533808676e-05,6.405129886794774e-09,7.061864505862405e-10,7.061864505862405e-10
1957,8.534876854225461e-05,6.463505730636143e-09,7.321038537304909e-10,7.321038537304909e-10
1958,8.43885718495585e-05,6.173900819155571e-09,7.564746289696294e-10,7.564746289696294e-10
1959,8.334786668586145e-05,6.234872681635092e-09,6.749405320353016e-10,6.749405320353016e-10
1960,8.303385922252866e-05,6.4178522179198745e-09,8.980558320801992e-10,8.980558320801992e-10
1961,8.169597796430545e-05,6.4677540149002e-09,9.928351751842257e-10,9.928351751842257e-10
1962,8.072665929960619e-05,6.3519698707230936e-09,1.077682744630794e-09,1.077682744630794e-09
1963,7.983295862296862e-05,6.2098447019463626e-09,1.095124689344727e-09,1.095124689344727e-09
1964,7.899038090337334e-05,5.9825618110258864e-09,9.766807402516215e-10,9.766807402516215e-10
1965,7.768474461045116e-05,6.074573732917088e-09,9.048247984200231e-10,9.048247984200231e-10
1966,7.69524953544273e-05,6.035280529305607e-09,8.409325656457054e-10,8.409325656457054e-10
1967,7.598719925486616e-05,5.858704125013706e-09,6.258177507957794e-10,6.258177507957794e-10
1968,7.502165057563357e-05,5.7258194376329035e-09,5.905719128015566e-10,5.905719128015566e-10
1969,7.44936426469524e-05,5.581720546083651e-09,5.734237330999394e-10,5.734237330999394e-10
1970,7.348905637627468e-05,5.419377010643497e-09,5.312343382651058e-10,5.312343382651058e-10
1971,7.260907191916235e-05,5.774698814369523e-09,6.565045332759415e-10,6.565045332759415e-10
1972,7.260400161612779e-05,5.848612895574336e-09,9.081939089661262e-10,9.081939089661262e-10
1973,7.23426793618793e-05,5.5899799075323895e-09,9.099803133238993e-10,9.099803133238993e-10
1974,7.192680953137045e-05,6.082180029462084e-09,1.0184679449005379e-09,1.0184679449005379e-09
1975,7.175643882614427e-05,6.448269156728819e-09,1.1650780261186965e-09,1.1650780261186965e-09
1976,7.135162013582885e-05,6.834871145246422e-09,1.248348837000281e-09,1.248348837000281e-09
1977,7.107362658384122e-05,7.062887925306833e-09,1.4649142533938532e-09,1.4649142533938532e-09
1978,7.06317150616087e-05,7.290704103927023e-09,1.7223273125160127e-09,1.7223273125160127e-09
1979,6.982534458594663e-05,7.3125472026853396e-09,1.7279748584389916e-09,1.7279748584389916e-09
1980,6.869148429749268e-05,7.760550297624441e-09,2.0046761393745426e-09,2.0046761393745426e-09
1981,6.745999728861664e-05,7.647851875601321e-09,2.0772144322072403e-09,2.0772144322072403e-09
1982,6.666909757768735e-05,7.393956558132686e-09,2.108852743225904e-09,2.108852743225904e-09
1983,6.562833732459694e-05,7.27263195697349e-09,2.1219807022632153e-09,2.1219807022632153e-09
1984,6.456340114319963e-05,7.1928854618517695e-09,2.1397273952672435e-09,2.1397273952672435e-09
1985,6.336581178142556e-05,6.858860209949366e-09,1.8565619517931152e-09,1.8565619517931152e-09
1986,6.202219758831364e-05,6.576017317984549e-09,1.7021357973894575e-09,1.7021357973894575e-09
1987,6.1012016625941866e-05,6.021904403701634e-09,1.4451931397628316e-09,1.4451931397628316e-09
1988,6.0216091826857466e-05,5.495080929967295e-09,1.4360091211378695e-09,1.4360091211378695e-09
1989,5.8639542008417524e-05,4.821053841855669e-09,1.3155395661712532e-09,1.3155395661712532e-09
1990,5.747291236600306e-05,4.206406239199672e-09,1.293188270753579e-09,1.293188270753579e-09
1991,5.630446893129764e-05,3.746330896297374e-09,1.0872276650404039e-09,1.0872276650404039e-09
1992,5.552836332104302e-05,3.347923525711037e-09,1.06778938865507e-09,1.06778938865507e-09
1993,5.46094540498286e-05,2.9542055151361116e-09,1.0004732518633018e-09,1.0004732518633018e-09
1994,5.405598130892031e-05,2.9017300625814155e-09,9.189332747120257e-10,9.189332747120257e-10
1995,5.340753861154164e-05,2.629883913815182e-09,7.593666449613932e-10,7.593666449613932e-10
1996,5.290494820136311e-05,2.5528671716250936e-09,6.697407430232363e-10,6.697407430232363e-10
1997,5.2262468151249255e-05,2.4500950316205407e-09,5.045320153726099e-10,5.045320153726099e-10
1998,5.178360307971681e-05,2.2970230321003473e-09,4.83716087026512e-10,4.83716087026512e-10
1999,5.1028847207947236e-05,2.131061549448532e-09,4.380291962480243e-10,4.380291962480243e-10
2000,5.0339205440000766e-05,1.880832093245236e-09,4.0352124419662516e-10,4.0352124419662516e-10
2001,4.9251554238643234e-05,1.6124565016539805e-09,4.036359064445756e-10,4.036359064445756e-10
2002,4.841714482089239e-05,1.6190118135028797e-09,3.581830744701721e-10,3.581830744701721e-10
2003,4.7408898743534724e-05,1.4288490311566348e-09,3.324135451026373e-10,3.324135451026373e-10
2004,4.6768924221396446e-05,1.3097720606504636e-09,3.3827076853906336e-10,3.3827076853906336e-10
2005,4.596687722369097e-05,1.1847328515049833e-09,2.591135619559434e-10,2.591135619559434e-10
2006,4.5039837589553956e-05,1.0479348658673108e-09,2.4146046868305556e-10,2.4146046868305556e-10
2007,4.379397848554488e-05,9.6106142092164e-10,2.212149471539756e-10,2.212149471539756e-10
2008,4.259617708157748e-05,8.836756723188241e-10,1.9145161646503895e-10,1.9145161646503895e-10
2009,4.152105507923157e-05,7.521543863932476e-10,1.8706117409030198e-10,1.8706117409030198e-10
2010,4.058521933205027e-05,7.481463226710616e-10,1.8886352006118401e-10,1.8886352006118401e-10
2011,3.8973146209692846e-05,7.346126484897297e-10,1.5313354899602694e-10,1.5313354899602694e-10
2012,3.75393418445518e-05,6.748473605330421e-10,1.3897029707554687e-10,1.3897029707554687e-10
2013,3.656298784855088e-05,6.315949668029524e-10,1.2393948218915518e-10,1.2393948218915518e-10
2014,3.56516419352764e-05,6.458109285440677e-10,1.2342524869210107e-10,1.2342524869210107e-10
2015,3.4842963941628113e-05,6.373226470378159e-10,1.347053664050143e-10,1.347053664050143e-10
2016,3.390904644870066e-05,5.567426123295352e-10,1.2654987623293501e-10,1.2654987623293501e-10
2017,3.327581847164159e-05,5.157991071295479e-10,1.0943182529125443e-10,1.0943182529125443e-10
2018,3.3163521584356205e-05,4.824724508800671e-10,1.2481883443493658e-10,1.2481883443493658e-10
2019,3.2886106964724604e-05,4.816088083892112e-10,1.3733404170823693e-10,1.3733404170823693e-10
