ngram,service,servce,servce,serice
1912,0.00029128146499195803,1.3367642231238669e-08,1.3367642231238669e-08,5.608248754285228e-09
1913,0.0003102005326322147,1.4752085267640983e-08,1.4752085267640983e-08,5.954129380013131e-09
1914,0.00033191696275025606,1.7628839086926617e-08,1.7628839086926617e-08,6.698357741490619e-09
1915,0.00035768694527048083,1.9820044653126193e-08,1.9820044653126193e-08,7.196467866066314e-09
1916,0.00038049051987140307,2.179743649069873e-08,2.179743649069873e-08,7.679317753123932e-09
1917,0.00039506111975892315,2.2555117139079683e-08,2.2555117139079683e-08,8.058349923853062e-09
1918,0.0004031217415883605,2.2933138309001932e-08,2.2933138309001932e-08,8.574232625489588e-09
1919,0.00040768953788626405,2.3906325046547343e-08,2.3906325046547343e-08,9.257604207034222e-09
1920,0.00040652928042358587,2.465190159942462e-08,2.465190159942462e-08,9.513408473692055e-09
1921,0.00040126480078989904,2.3470517973578353e-08,2.3470517973578353e-08,9.169456939771083e-09
1922,0.00039007187504986566,2.1241155881820565e-08,2.1241155881820565e-08,9.140554725815621e-09
1923,0.0003784571973873036,2.0410397435658264e-08,2.0410397435658264e-08,8.745823747753029e-09
1924,0.00037054973238679977,1.944520747595594e-08,1.944520747595594e-08,7.907361622626143e-09
1925,0.00036659643852284977,1.8725874819023958e-08,1.8725874819023958e-08,7.467185155921437e-09
1926,0.00036266039491498044,1.7296587654210986e-08,1.7296587654210986e-08,6.821471514634985e-09
1927,0.0003636954310682735,1.6405734802406513e-08,1.6405734802406513e-08,6.935664487173199e-09
1928,0.00036079800754253356,1.5910537268634276e-08,1.5910537268634276e-08,7.194074669314432e-09
1929,0.00036112610333865244,1.5589917547385668e-08,1.5589917547385668e-08,7.472699411640145e-09
1930,0.000359308099307652,1.501010135232913e-08,1.501010135232913e-08,7.290851795309956e-09
1931,0.00035638357595806677,1.550329477493863e-08,1.550329477493863e-08,7.892466426438562e-09
1932,0.00035557610265511485,1.582717740993595e-08,1.582717740993595e-08,8.180617199522139e-09
1933,0.00036095193354412913,1.6265431287568584e-08,1.6265431287568584e-08,8.190385005134106e-09
1934,0.0003626364632509649,1.5558934585158113e-08,1.5558934585158113e-08,7.951099080725856e-09
1935,0.0003685576042958668,1.5942317307552197e-08,1.5942317307552197e-08,8.009456463144358e-09
1936,0.0003748684497882745,1.786760517319408e-08,1.786760517319408e-08,7.753707263548546e-09
1937,0.0003832149419135281,1.8082664762378694e-08,1.8082664762378694e-08,8.067093850071063e-09
1938,0.00039685514639131725,1.8605130134931513e-08,1.8605130134931513e-08,8.500104176079049e-09
1939,0.0004097648779861629,1.894311881959051e-08,1.894311881959051e-08,8.295062858820756e-09
1940,0.0004189898567606828,1.9889484598983083e-08,1.9889484598983083e-08,8.683832954302164e-09
1941,0.0004288060465894107,2.2114475837854897e-08,2.2114475837854897e-08,9.653324996504255e-09
1942,0.0004400092335085252,2.3717814759801773e-08,2.3717814759801773e-08,1.0600782474057269e-08
1943,0.0004441085329744965,2.3715576042653604e-08,2.3715576042653604e-08,1.105719135300173e-08
1944,0.0004456237906457058,2.5141357694126653e-08,2.5141357694126653e-08,1.1609633762280477e-08
1945,0.0004416974219826183,2.5565402493400924e-08,2.5565402493400924e-08,1.1111218231211036e-08
1946,0.0004348474238733096,2.634288520653172e-08,2.634288520653172e-08,1.1885816902130436e-08
1947,0.00042222549174247045,2.592766636309664e-08,2.592766636309664e-08,1.1928032529949308e-08
1948,0.0004120569584691631,2.4177166427615963e-08,2.4177166427615963e-08,1.1218254008278045e-08
1949,0.0003971776376212282,2.3168472346973042e-08,2.3168472346973042e-08,1.0250789550525496e-08
1950,0.00038727444812788496,2.267216281381934e-08,2.267216281381934e-08,9.682975310454367e-09
1951,0.0003809537156485021,2.1979846514292537e-08,2.1979846514292537e-08,8.878490070125217e-09
1952,0.0003762152129118996,2.1045218139598935e-08,2.1045218139598935e-08,8.975929460015258e-09
1953,0.0003699813054741493,2.0239233780979963e-08,2.0239233780979963e-08,8.188550916697425e-09
1954,0.0003686749343095081,2.0512593274751064e-08,2.0512593274751064e-08,7.629256401234637e-09
1955,0.0003627962141763419,2.061046444623571e-08,2.061046444623571e-08,7.38105976338943e-09
1956,0.00036050331462839883,1.9859575317582312e-08,1.9859575317582312e-08,7.638096694811175e-09
1957,0.00035671142229278175,1.9680673091215795e-08,1.9680673091215795e-08,8.194552655485917e-09
1958,0.0003502176010182926,1.9480170873212695e-08,1.9480170873212695e-08,8.412983896834346e-09
1959,0.00034246367951189835,1.927282638242949e-08,1.927282638242949e-08,8.179750400825827e-09
1960,0.0003357961166849626,1.9155310226892652e-08,1.9155310226892652e-08,8.187742737776813e-09
1961,0.00032871981134771237,1.9137344915114747e-08,1.9137344915114747e-08,8.537433236556678e-09
1962,0.00032471786003692875,1.8777058384346545e-08,1.8777058384346545e-08,8.63911951500183e-09
1963,0.0003187647255669747,1.8653697507277556e-08,1.8653697507277556e-08,8.167832315259765e-09
1964,0.0003142765365607504,1.8241571301099872e-08,1.8241571301099872e-08,7.50343552370834e-09
1965,0.00030895685111837726,1.707190477873155e-08,1.707190477873155e-08,7.779645055145629e-09
1966,0.0003071928471659443,1.6991377955426808e-08,1.6991377955426808e-08,7.979215320221198e-09
1967,0.00030529247097937126,1.5749359657693925e-08,1.5749359657693925e-08,7.967716581751866e-09
1968,0.0003041119946699057,1.4089018206066482e-08,1.4089018206066482e-08,7.838150826801536e-09
1969,0.000301571429840156,1.3937470986848309e-08,1.3937470986848309e-08,8.064940207727237e-09
1970,0.00030034662423921484,1.3346951353655965e-08,1.3346951353655965e-08,8.378942682542499e-09
1971,0.00029922291287221014,1.29333039516106e-08,1.29333039516106e-08,8.732780149805258e-09
1972,0.00030075490524593206,1.3171436386016921e-08,1.3171436386016921e-08,8.33044052786899e-09
1973,0.00030098481719116014,1.2900315355628728e-08,1.2900315355628728e-08,8.34254525778582e-09
1974,0.0003026920063088515,1.3077675704258646e-08,1.3077675704258646e-08,8.762634871674533e-09
1975,0.0003026489243243954,1.3408437915529703e-08,1.3408437915529703e-08,9.46334655083092e-09
1976,0.0003023803915961513,1.3013451015199605e-08,1.3013451015199605e-08,9.661689480213096e-09
1977,0.0003004233918285796,1.2941975491287394e-08,1.2941975491287394e-08,9.886590974466408e-09
1978,0.0002979064593091607,1.2995398535053937e-08,1.2995398535053937e-08,9.988804069597076e-09
1979,0.00029462089046968946,1.2870494892069928e-08,1.2870494892069928e-08,1.0440279878715891e-08
1980,0.00028993126969518405,1.2557921306008017e-08,1.2557921306008017e-08,1.0696078562537942e-08
1981,0.000283505701060806,1.2492393659207274e-08,1.2492393659207274e-08,1.0501633594474567e-08
1982,0.00027905127249791155,1.2381638952214352e-08,1.2381638952214352e-08,1.030177606712154e-08
1983,0.0002732594855063196,1.2426174755830743e-08,1.2426174755830743e-08,1.017392773202833e-08
1984,0.0002687043244285243,1.2339595250361007e-08,1.2339595250361007e-08,9.940586639548395e-09
1985,0.0002652882872748056,1.2010730949490217e-08,1.2010730949490217e-08,9.643139239504502e-09
1986,0.0002620820430040892,1.1749427335822865e-08,1.1749427335822865e-08,9.320877530123134e-09
1987,0.00025948162406816015,1.1575877145730828e-08,1.1575877145730828e-08,8.665306313763007e-09
1988,0.00025670819533323605,1.1109619763820838e-08,1.1109619763820838e-08,8.296351098177216e-09
1989,0.0002542763333102422,1.0628003239381606e-08,1.0628003239381606e-08,7.535323983834782e-09
1990,0.00025387481270757107,1.0273911626208182e-08,1.0273911626208182e-08,6.875228703811282e-09
1991,0.00025386494650904624,1.002460755675624e-08,1.002460755675624e-08,6.354353931925516e-09
1992,0.0002554914140741208,1.003380705506223e-08,1.003380705506223e-08,5.998908798281783e-09
1993,0.0002565918714805905,1.0007853212812279e-08,1.0007853212812279e-08,5.5389781015792644e-09
1994,0.0002589546493254602,1.0304355591017611e-08,1.0304355591017611e-08,5.377711165266419e-09
1995,0.000260731450647914,1.0623726152760225e-08,1.0623726152760225e-08,5.087071145279001e-09
1996,0.00026153245042743426,1.0650012046856513e-08,1.0650012046856513e-08,4.95264369198318e-09
1997,0.0002610449113750032,1.0531720130911384e-08,1.0531720130911384e-08,4.760155190654456e-09
1998,0.00025967061602776606,1.0232303385545753e-08,1.0232303385545753e-08,4.456385641457164e-09
1999,0.0002562462718092969,1.0090450887543869e-08,1.0090450887543869e-08,4.088284568025204e-09
2000,0.0002532381975990055,9.591752979178279e-09,9.591752979178279e-09,3.756284521523006e-09
2001,0.00024836645960541707,8.676331399369377e-09,8.676331399369377e-09,3.361169723500471e-09
2002,0.00024476757971569896,8.26979754517002e-09,8.26979754517002e-09,3.124079534749009e-09
2003,0.0002400344196108303,7.823252648872118e-09,7.823252648872118e-09,2.7580845226741044e-09
2004,0.00023562672348426922,7.44659540379595e-09,7.44659540379595e-09,2.5497132659170673e-09
2005,0.00023056445310690573,6.9138439735232686e-09,6.9138439735232686e-09,2.277219428898596e-09
2006,0.00022345652022132917,5.829584307345417e-09,5.829584307345417e-09,2.121661640026267e-09
2007,0.0002162645333945485,5.042131870755132e-09,5.042131870755132e-09,1.9093457608627365e-09
2008,0.0002075460963949029,4.361326585592248e-09,4.361326585592248e-09,1.6807195318031226e-09
2009,0.00019624421007132957,3.373765489200764e-09,3.373765489200764e-09,1.3556830102956496e-09
2010,0.00018591322961063788,2.6319807286004757e-09,2.6319807286004757e-09,1.2083113319429272e-09
2011,0.00017542546473643078,1.8602526979145345e-09,1.8602526979145345e-09,1.0048222650763501e-09
2012,0.00016556262562517077,1.2890935461941565e-09,1.2890935461941565e-09,8.07563587430187e-10
2013,0.00015856369697887982,9.891259002335418e-10,9.891259002335418e-10,7.393961474834652e-10
2014,0.00015017069485371133,8.160054576489273e-10,8.160054576489273e-10,1.5858425842349026e-09
2015,0.00014426627603825182,6.5323832057881e-10,6.5323832057881e-10,1.6050660166046426e-09
2016,0.00014086475338055088,5.268100083150834e-10,5.268100083150834e-10,1.6597791236654708e-09
2017,0.00013908228235474476,4.5699668123807175e-10,4.5699668123807175e-10,1.8074512534808445e-09
2018,0.0001380197994876653,3.924114810871515e-10,3.924114810871515e-10,1.980460184736188e-09
2019,0.0001368390439893119,3.5968783507200897e-10,3.5968783507200897e-10,2.4381962282493674e-09
