ngram,difference,diference,differece,diffence
1864,8.465697361056559e-05,3.685859998167221e-08,1.5179375613603797e-10,2.1617609170996944e-09
1865,8.446623334228727e-05,3.64188115854956e-08,1.3841679389971417e-10,2.1483839548633708e-09
1866,8.486524893669412e-05,3.831312257927623e-08,2.2689603370754493e-10,2.220173426056452e-09
1867,8.450144274060481e-05,3.7396427541937424e-08,2.7010849112940605e-10,2.591302775531038e-09
1868,8.488160321056577e-05,3.7403820231572486e-08,3.597318871355932e-10,2.8368229987307814e-09
1869,8.565172694423901e-05,3.765111854038748e-08,3.597318871355932e-10,2.486381001880795e-09
1870,8.676553157524072e-05,4.011254312834873e-08,3.597318871355932e-10,1.3498997752936504e-09
1871,8.825387340039015e-05,3.99164165847716e-08,2.655416442287617e-10,1.3433807161915873e-09
1872,8.893818760822927e-05,3.8543869556357483e-08,3.0321851378951285e-10,1.4629610063059723e-09
1873,8.961689621043791e-05,3.536401267061657e-08,2.147392739816821e-10,1.5642946699883404e-09
1874,9.061280953963953e-05,3.6317866555383005e-08,1.7152681655982097e-10,1.450095829128425e-09
1875,9.111547530795048e-05,3.6870635814320197e-08,3.2259360262441664e-10,1.131717275448807e-09
1876,9.111604802975697e-05,4.665262842706852e-08,5.142535286495331e-10,1.7054431398845692e-09
1877,9.051846947321402e-05,4.50326904655185e-08,5.841568736667366e-10,1.4097879252883416e-09
1878,8.909953508659132e-05,4.4754640882160857e-08,5.841568736667366e-10,1.44178258221217e-09
1879,8.91536453439455e-05,4.536811053818772e-08,5.371672670165647e-10,1.3128895550083642e-09
1880,8.895350557785215e-05,4.644921450644038e-08,6.687140008398984e-10,1.1774970799992092e-09
1881,8.863861668422552e-05,4.5148004699870267e-08,8.581075810238608e-10,1.2067929155978874e-09
1882,8.81578411541081e-05,4.3533923133054486e-08,6.17417398953078e-10,1.3935449342091947e-09
1883,8.814201594629724e-05,3.214086952141315e-08,4.257574729279615e-10,1.0372142073793761e-09
1884,8.829173124727927e-05,3.145756594895894e-08,5.389195637369884e-10,1.403345079031837e-09
1885,8.918348092785371e-05,3.099962876871944e-08,5.679428415656623e-10,1.7080769616167097e-09
1886,8.915568261207747e-05,3.0385741415070045e-08,6.985607271208544e-10,1.8111062332388477e-09
1887,8.91636757712279e-05,3.0883384230914346e-08,5.670139932975207e-10,1.988785866150319e-09
1888,8.911582283742194e-05,3.126232885262782e-08,4.0462325553595035e-10,1.8035813636225433e-09
1889,8.944931011813293e-05,3.162761582789894e-08,5.878195232154684e-10,2.0739613201417993e-09
1890,8.985540106160832e-05,3.5261215407851e-08,7.39593672019875e-10,2.32289408343332e-09
1891,9.10125277836674e-05,3.5748398019563865e-08,6.077383398116001e-10,2.4176541562377044e-09
1892,9.07482930675282e-05,3.6059627411028876e-08,6.686013905220025e-10,2.5571979295995514e-09
1893,9.097895547581305e-05,3.6851152478740394e-08,5.2613136466587e-10,2.695994935234377e-09
1894,9.070907357714273e-05,3.570430325997417e-08,5.482231375213737e-10,2.883582499763853e-09
1895,9.056755828039189e-05,3.5710127172754776e-08,5.635627103872665e-10,2.806250279771153e-09
1896,8.93616899182754e-05,3.802271538891741e-08,4.5788814605009417e-10,3.200502846872106e-09
1897,8.901810672666346e-05,3.5976999411348384e-08,5.290350598073448e-10,2.95466362487673e-09
1898,8.83739027943063e-05,3.5616919191738816e-08,6.762448081668434e-10,2.9266887326327507e-09
1899,8.860625946129273e-05,3.6310491629316336e-08,8.413531716560436e-10,2.4826979837046436e-09
1900,8.832141299665506e-05,3.509852776671453e-08,9.628563343458803e-10,2.513158157770233e-09
1901,8.844658649260444e-05,3.503639968625651e-08,1.2320882250957003e-09,2.3062812136233545e-09
1902,8.888423950078764e-05,3.3888451917667746e-08,1.1897458098074155e-09,2.4109975761886305e-09
1903,9.025107907031529e-05,3.119623340605163e-08,1.1919198326739077e-09,2.077368071213519e-09
1904,9.052428816046034e-05,2.9522257908151265e-08,1.0482674728251595e-09,2.2770519596854958e-09
1905,9.142227749440021e-05,2.8798019207394125e-08,9.870693786138774e-10,2.133826306126098e-09
1906,9.228618728229776e-05,2.7841968730513145e-08,8.872245477980251e-10,2.1230306243172745e-09
1907,9.307390532090462e-05,2.7258496919963752e-08,8.30560755092437e-10,1.9916324462648002e-09
1908,9.44513438818311e-05,2.8254449954293444e-08,7.039305408415178e-10,2.256111408804884e-09
1909,9.533623129495286e-05,2.9392929740928205e-08,8.141786134174822e-10,2.3285493850571423e-09
1910,9.624170343158767e-05,2.8058989290765827e-08,8.58447892136484e-10,1.963513780139132e-09
1911,9.693888153248866e-05,2.8116418653618373e-08,8.770247147563534e-10,1.8252477465959975e-09
1912,9.655742906033993e-05,2.8049873027466025e-08,9.127722466750754e-10,1.722940742457776e-09
1913,9.644730224473668e-05,2.7480327347007005e-08,8.434098974774429e-10,2.2613933900065118e-09
1914,9.617927155756791e-05,3.1054731611642894e-08,9.016737436061208e-10,2.202523219363428e-09
1915,9.536157657359061e-05,3.014863939451321e-08,8.804288012928144e-10,1.7606875719294074e-09
1916,9.475369214279843e-05,3.0636925885119126e-08,8.002844537851367e-10,1.6794707450148598e-09
1917,9.441186661466158e-05,3.0461051585868e-08,7.880453234410112e-10,1.724053764830456e-09
1918,9.481096744171477e-05,2.9488443179356442e-08,7.477207543603117e-10,1.5607439705713132e-09
1919,9.591922779301447e-05,2.9348409670758102e-08,7.168089257079759e-10,1.4870065496402113e-09
1920,9.627322599823986e-05,2.9889266680730286e-08,7.470296881084693e-10,2.2785932188692672e-09
1921,9.794688334555499e-05,2.8123416738269824e-08,7.976460563481019e-10,2.4990006016903774e-09
1922,9.919967643717038e-05,2.7383708760859397e-08,9.681644018235046e-10,2.8781816057461232e-09
1923,0.00010067086259368807,2.8628615668578406e-08,1.0362744551351e-09,3.3113953563328788e-09
1924,0.00010096885151662198,2.9613490072831283e-08,1.1199208227452573e-09,3.415879301638114e-09
1925,0.00010161985223281331,3.084669561051864e-08,1.1314153899480824e-09,3.6717898166394036e-09
1926,0.00010208669742236712,3.253686894514171e-08,1.1956645990756393e-09,3.810296443442139e-09
1927,0.00010272334787129824,3.2700821606113095e-08,1.1478714566161484e-09,2.5773658286963398e-09
1928,0.00010224358369928918,3.535083743193874e-08,1.2704230128208443e-09,2.6962162502641718e-09
1929,0.0001030303381932234,3.783255765808592e-08,1.007027754835426e-09,2.5660570018055343e-09
1930,0.00010335683223924466,3.788283667712936e-08,1.2355426840368215e-09,2.14281265747169e-09
1931,0.0001044711981584052,4.905668861608449e-08,1.302500535998214e-09,2.351804465458177e-09
1932,0.00010417571736200313,4.9321695679996735e-08,1.3517012429988183e-09,2.2450735239130738e-09
1933,0.00010368471287490268,4.9888270784289746e-08,1.4002333261130063e-09,2.2940939782754656e-09
1934,0.00010325057519366965,5.055395391195816e-08,1.3994218165233212e-09,2.4045398212229382e-09
1935,0.00010349396429124422,4.856488189375341e-08,1.1023113354642027e-09,2.2150180895812763e-09
1936,0.00010257350991845929,4.639660998252891e-08,1.177364331028663e-09,2.179426781902448e-09
1937,0.00010172537856435935,4.65303985817757e-08,1.0526173722340865e-09,2.1234895429346678e-09
1938,0.00010022045067411714,3.417693708992634e-08,8.772962812558e-10,1.8771278182632453e-09
1939,9.95641904799933e-05,3.226006205027586e-08,8.088681014666627e-10,2.2170102896369924e-09
1940,9.857678794235523e-05,3.009245982557981e-08,5.798226105595867e-10,2.0448035487063976e-09
1941,9.761528677440115e-05,2.770517326666777e-08,5.951546953676865e-10,1.913081915105863e-09
1942,9.617206004414973e-05,2.5961257524694962e-08,6.476565018414299e-10,1.7709541531653527e-09
1943,9.490817215659522e-05,2.7745319692534006e-08,6.722051823901002e-10,1.7138166679459793e-09
1944,9.457468799415178e-05,2.4441556334409142e-08,6.219940138337979e-10,1.6929900893890094e-09
1945,9.49221835721151e-05,2.4249193129678914e-08,7.039097895836629e-10,1.6887693069353053e-09
1946,9.513430684039901e-05,2.4787231315112227e-08,7.368622597013288e-10,1.2897462066595112e-09
1947,9.608686689586778e-05,2.8216378820746157e-08,9.925375917977215e-10,1.5084763993478134e-09
1948,9.713161333430824e-05,2.9819021664577253e-08,1.115001884472682e-09,1.712583559092857e-09
1949,9.940788108256779e-05,3.222753644901591e-08,1.4484256413308368e-09,2.0982282102264905e-09
1950,0.00010103412725064638,3.2624850123040364e-08,1.7043317947416726e-09,2.3698408949509744e-09
1951,0.00010206738599143656,3.462964695951801e-08,1.8007976935027363e-09,2.438053045164931e-09
1952,0.00010332418605685234,3.8834472399733906e-08,1.9298679400568476e-09,2.2632139099317985e-09
1953,0.00010451215556323794,4.242725688235234e-08,1.894195130112765e-09,2.454290968868987e-09
1954,0.0001053355829623927,4.460636203264455e-08,1.844981830010996e-09,2.32433379686116e-09
1955,0.00010685137593619791,4.7174114773237564e-08,1.8571956155495022e-09,2.2577245707898287e-09
1956,0.00010711522502658357,5.0756621001417964e-08,1.5702597674519377e-09,1.989963788988953e-09
1957,0.00010854758771269449,5.1363163119536437e-08,1.3680799548776434e-09,1.66077668284359e-09
1958,0.00010990969271266035,5.337141979160671e-08,1.345977825227353e-09,1.8714962674819854e-09
1959,0.00011106428220435711,5.517938461707672e-08,1.3303312618173635e-09,1.9154337639802422e-09
1960,0.00011208987416466698,5.4020227529300817e-08,1.5797236455458323e-09,1.7937709571670878e-09
1961,0.0001131765394737678,5.149282651067162e-08,1.5163018856385285e-09,1.969976531108435e-09
1962,0.00011316375769508471,5.396039120293088e-08,1.4519144378840769e-09,2.092454241621665e-09
1963,0.00011352565966912412,5.259771234429016e-08,1.5188756601653657e-09,2.3551268395800254e-09
1964,0.00011279442281063114,5.205125676509072e-08,1.5667887305020096e-09,2.8422196025295373e-09
1965,0.00011219167624533708,5.1336811627119716e-08,1.7197028880287591e-09,2.5816861585045305e-09
1966,0.00011109323739739401,5.1308106715656065e-08,1.8154564835575521e-09,2.9134821460148022e-09
1967,0.00011033580605206745,5.224373213406709e-08,1.881628218315866e-09,2.8700313792207055e-09
1968,0.00010943559962990028,5.2995200101284875e-08,2.0670563514814587e-09,2.73292617901179e-09
1969,0.00010927001546536173,5.129257374392182e-08,2.2012903563454043e-09,2.6312949041873424e-09
1970,0.00010828948766824656,4.94279979485717e-08,2.4252840212314807e-09,2.608521216489785e-09
1971,0.00010798669453444225,5.281064017838487e-08,2.3972438478736535e-09,2.3279050195438143e-09
1972,0.00010759579475104277,5.574122293897485e-08,2.2964495860477996e-09,2.413064922482785e-09
1973,0.00010726598286834945,5.2657291352683644e-08,2.2485113929501412e-09,2.2172614220851626e-09
1974,0.00010687450308718585,5.3253884857440426e-08,2.1547471584781874e-09,2.2934190102574803e-09
1975,0.00010632739888803502,5.126898778533879e-08,2.0924274852467714e-09,2.3366308094756913e-09
1976,0.00010545397838411321,4.977188540676382e-08,2.0944786698657528e-09,2.892255276546304e-09
1977,0.00010530441587824109,4.96329737943922e-08,2.0194209955042605e-09,2.8834905098560982e-09
1978,0.00010497667452520025,4.6726958048891124e-08,2.122045618589498e-09,2.9555577826404343e-09
1979,0.00010452202903772039,4.441964713513309e-08,2.209537917709424e-09,3.1120458908264125e-09
1980,0.00010447871006493057,4.5821564701295104e-08,2.4749729250166705e-09,3.1671383610947554e-09
1981,0.00010402757574671082,4.379411017956565e-08,2.8088594307616533e-09,3.1296174540784705e-09
1982,0.00010356542147097311,4.455831564038297e-08,2.9616071499966826e-09,3.2075521921066344e-09
1983,0.00010342108310266797,4.489123739404022e-08,3.2200810589395293e-09,2.7110107809440772e-09
1984,0.00010320227218991411,4.427791974340575e-08,3.522473392335103e-09,2.7593446575277116e-09
1985,0.00010291088359995879,4.388406488991288e-08,3.745865934894661e-09,2.6423901796793612e-09
1986,0.00010246071802352421,4.248651411639262e-08,3.884443909387057e-09,2.689937796316956e-09
1987,0.00010200865342215235,3.9557970359689014e-08,3.890717113565399e-09,2.7708165920411634e-09
1988,0.00010198546286639092,3.7960125201915873e-08,3.7800930956828034e-09,2.9778506010253683e-09
1989,0.00010226067180545735,3.6264882398638424e-08,3.7345240867990375e-09,2.9723770111900194e-09
1990,0.00010227783786831424,3.4555874859977716e-08,3.6660759190303746e-09,2.9499298559443332e-09
1991,0.00010221987758995965,3.386619162881743e-08,3.440438251749762e-09,2.717085540686932e-09
1992,0.0001020580280705222,3.2144379602527806e-08,3.2469399549991553e-09,2.7270130598111564e-09
1993,0.00010226947987186057,3.0064030756956784e-08,2.9616216463373188e-09,2.627659169616793e-09
1994,0.00010270382439817436,2.9277706862071033e-08,2.691409190751821e-09,2.472424043276078e-09
1995,0.00010282129577327786,2.923888179192805e-08,2.4419901021945277e-09,2.5401844120206565e-09
1996,0.00010275558660006417,2.8073803091745375e-08,2.2886489211718495e-09,2.4386594331206523e-09
1997,0.00010276709404674225,2.6227855443039516e-08,1.9473722317237777e-09,2.404917566676902e-09
1998,0.00010266031936875411,2.376145020426585e-08,1.7183975036567339e-09,2.358536842019175e-09
1999,0.00010333464784447901,2.279622205289148e-08,1.5248034581004178e-09,2.1116494426059215e-09
2000,0.00010376377135149337,2.165881823097087e-08,1.4563777009765237e-09,1.9141997828090294e-09
2001,0.0001038598399775635,2.0606976442698917e-08,1.2869814420517806e-09,1.901881477702919e-09
2002,0.00010411292272952519,1.9496937651654533e-08,1.2268012796111195e-09,1.5129018514161073e-09
2003,0.0001044204005406105,1.885805797233583e-08,1.1460821498181823e-09,1.3811838815515541e-09
2004,0.00010468016573992957,1.8215507324725877e-08,1.1695110435638867e-09,1.1728904514285432e-09
2005,0.00010486094210396654,1.8441369828029304e-08,1.0939308982470054e-09,1.1289671102738502e-09
2006,0.00010427791650207447,1.736929330523448e-08,1.018725294597646e-09,1.1700294859957288e-09
2007,0.00010342118912376463,1.7294371649053834e-08,9.593865781175127e-10,1.2923005998644044e-09
2008,0.00010230832309129514,1.6572747872446924e-08,9.135269683570511e-10,1.103138461530254e-09
2009,0.00010268595776454146,2.560896751800458e-08,9.176867044047299e-10,1.1077872508202802e-09
2010,0.00010331185434811882,2.725980343041913e-08,8.549737108763469e-10,1.2305268946656766e-09
2011,0.00010197662673557975,2.684560903734986e-08,7.491930012878559e-10,1.2696761816525078e-09
2012,0.00010078718332806602,2.876626797083353e-08,6.665832350380033e-10,1.2204484645117475e-09
2013,0.00010074414915704568,3.093470736713146e-08,7.075160477329082e-10,1.2101200121326728e-09
2014,9.980095949556147e-05,3.2762130912950786e-08,6.734275617307059e-10,1.0619498534504756e-09
2015,9.892460054418604e-05,3.432125973899604e-08,6.656372377892136e-10,1.0641833208297718e-09
2016,9.680845999225442e-05,2.545207854000507e-08,5.352730421602305e-10,9.798092733984527e-10
2017,9.474639834176439e-05,2.4440258113619013e-08,5.050799153916152e-10,8.374332431208368e-10
2018,9.456349216634408e-05,2.6644075745707595e-08,5.28103630270671e-10,8.229379289126371e-10
2019,9.457247142563574e-05,2.5231230438294006e-08,6.134057844997542e-10,7.670193785669355e-10
