ngram,river,rver,rivr,rivr
1887,0.00016333141164588078,1.0429972568155271e-08,2.142001385786939e-09,2.142001385786939e-09
1888,0.00016227161644824913,1.0534994464096923e-08,1.974674233652861e-09,1.974674233652861e-09
1889,0.00015845282385790988,1.0549588377476279e-08,2.3622151536427184e-09,2.3622151536427184e-09
1890,0.00015736041573940644,1.000386389599888e-08,2.263835198666543e-09,2.263835198666543e-09
1891,0.00015503059174599393,9.47906705509435e-09,2.4855447224224137e-09,2.4855447224224137e-09
1892,0.00015372812257347896,9.37338156299055e-09,2.248704619337413e-09,2.248704619337413e-09
1893,0.00015118850361821906,9.520121199305516e-09,2.259039399987728e-09,2.259039399987728e-09
1894,0.0001500376986639042,9.541365919574218e-09,2.4356195631775837e-09,2.4356195631775837e-09
1895,0.0001481493465169998,9.170296649025594e-09,2.2984500176142272e-09,2.2984500176142272e-09
1896,0.00014719102390310063,9.266759677067121e-09,2.039567578318976e-09,2.039567578318976e-09
1897,0.00014656002791265825,9.842653929987527e-09,2.5261220575651625e-09,2.5261220575651625e-09
1898,0.00014565190524860685,9.853582584794042e-09,3.2272408079236925e-09,3.2272408079236925e-09
1899,0.0001450219320499205,1.0052286495262512e-08,3.349772411834603e-09,3.349772411834603e-09
1900,0.00014590764268567518,1.0083084335730876e-08,3.378338926068076e-09,3.378338926068076e-09
1901,0.00014672715250136598,9.85700955778514e-09,3.3234207608145994e-09,3.3234207608145994e-09
1902,0.00014658293886376278,9.916498352627708e-09,3.5791488185919563e-09,3.5791488185919563e-09
1903,0.0001468971895519644,9.923391885990895e-09,3.6550427763769123e-09,3.6550427763769123e-09
1904,0.00014594355265476873,9.315923144015414e-09,3.3907921232716784e-09,3.3907921232716784e-09
1905,0.000146070247865282,9.401848188872464e-09,2.4830904316835198e-09,2.4830904316835198e-09
1906,0.0001436343903021355,1.0427133442395383e-08,2.340741410224366e-09,2.340741410224366e-09
1907,0.0001425450006666194,1.0515364452195236e-08,2.294792292697626e-09,2.294792292697626e-09
1908,0.00014038915105629712,1.101398984713699e-08,2.4461388787549207e-09,2.4461388787549207e-09
1909,0.00013758030295970717,1.1014595584819226e-08,2.4152990084149094e-09,2.4152990084149094e-09
1910,0.00013408469177582965,1.0759695991323172e-08,2.172663675954161e-09,2.172663675954161e-09
1911,0.00013118037999707406,1.1014144136416754e-08,1.9916165938660413e-09,1.9916165938660413e-09
1912,0.00012698293098115494,1.0879874271349114e-08,1.9358829539406486e-09,1.9358829539406486e-09
1913,0.00012489651167665476,9.827268395870955e-09,1.812673241666626e-09,1.812673241666626e-09
1914,0.00011936076875177346,9.648468436905335e-09,1.7241658814956144e-09,1.7241658814956144e-09
1915,0.00011325601995590009,9.445753766458762e-09,1.4851051103167583e-09,1.4851051103167583e-09
1916,0.00010805521430614005,9.415966292384122e-09,1.2747757849318475e-09,1.2747757849318475e-09
1917,0.0001030481985903212,9.966424257307999e-09,1.3602967958397422e-09,1.3602967958397422e-09
1918,9.761218097992241e-05,9.935156062925086e-09,1.3219837605557165e-09,1.3219837605557165e-09
1919,9.474851789751224e-05,1.038560995933072e-08,1.4189236452466503e-09,1.4189236452466503e-09
1920,9.171227117933865e-05,1.0626337270431513e-08,1.340155240749295e-09,1.340155240749295e-09
1921,9.164441351978374e-05,1.073105008028311e-08,1.3019512928076032e-09,1.3019512928076032e-09
1922,9.128242423425295e-05,1.1066362937128815e-08,1.071083027825992e-09,1.071083027825992e-09
1923,9.427781956869044e-05,1.1260161311302649e-08,1.0488819059327271e-09,1.0488819059327271e-09
1924,9.563179524515622e-05,1.0829549193910485e-08,1.0103466039991714e-09,1.0103466039991714e-09
1925,9.787198671671961e-05,1.0737336099607222e-08,1.0879710188316238e-09,1.0879710188316238e-09
1926,9.802884492923372e-05,1.1104430391079795e-08,9.326766620925448e-10,9.326766620925448e-10
1927,9.835803107957222e-05,1.0889167409037067e-08,9.763003064719049e-10,9.763003064719049e-10
1928,9.603769493488861e-05,1.0874965689871324e-08,9.795023006972263e-10,9.795023006972263e-10
1929,9.512545719709513e-05,1.0775111215975488e-08,1.1070657882480565e-09,1.1070657882480565e-09
1930,9.075572597794235e-05,1.0717728926579184e-08,1.172216363658813e-09,1.172216363658813e-09
1931,8.808159535484654e-05,1.041212398839824e-08,1.2898287596715567e-09,1.2898287596715567e-09
1932,8.514177170582116e-05,1.0637001882482115e-08,1.2719281580356574e-09,1.2719281580356574e-09
1933,8.305653422472201e-05,1.0010543251480288e-08,1.319483459002616e-09,1.319483459002616e-09
1934,8.103691236881007e-05,1.0015698873441385e-08,1.3178604398232453e-09,1.3178604398232453e-09
1935,8.036533732333087e-05,1.0090994198971463e-08,1.2230995740024143e-09,1.2230995740024143e-09
1936,7.812090604732345e-05,1.0076993208128573e-08,1.217946822760853e-09,1.217946822760853e-09
1937,7.675772316620819e-05,1.0456562092388464e-08,1.1219097238525576e-09,1.1219097238525576e-09
1938,7.48310485505499e-05,1.0963790637268694e-08,1.0073646202915905e-09,1.0073646202915905e-09
1939,7.312564620016409e-05,1.261216401157331e-08,9.177947528955193e-10,9.177947528955193e-10
1940,7.105447210571063e-05,1.3551406473157255e-08,7.814178966590392e-10,7.814178966590392e-10
1941,6.933142555811043e-05,1.4049073142936258e-08,8.12082066275239e-10,8.12082066275239e-10
1942,6.791527474498642e-05,1.5247559913080166e-08,8.28196350785174e-10,8.28196350785174e-10
1943,6.732199731881597e-05,1.6465152923623398e-08,8.747142514277582e-10,8.747142514277582e-10
1944,6.676411846586104e-05,1.6680719789568295e-08,8.453296416030146e-10,8.453296416030146e-10
1945,6.663331857583086e-05,1.632947681835211e-08,8.590058446302149e-10,8.590058446302149e-10
1946,6.740055791202135e-05,1.4723457500817209e-08,8.256221599247025e-10,8.256221599247025e-10
1947,6.899238776116232e-05,1.404660946288264e-08,8.826137796815101e-10,8.826137796815101e-10
1948,6.896132461926234e-05,1.3644630948915295e-08,8.53942365232539e-10,8.53942365232539e-10
1949,6.887053314130753e-05,1.2237926227953722e-08,7.555125731378049e-10,7.555125731378049e-10
1950,6.896637517326911e-05,1.0693218881791772e-08,7.654723521710594e-10,7.654723521710594e-10
1951,6.923864254661436e-05,1.023787391371148e-08,9.09569788535133e-10,9.09569788535133e-10
1952,6.90839598454269e-05,1.0182072455019612e-08,8.002953260406137e-10,8.002953260406137e-10
1953,6.806762913973736e-05,1.0681840681822256e-08,8.125490954683353e-10,8.125490954683353e-10
1954,6.63388377038895e-05,1.054215445098602e-08,8.894397242529908e-10,8.894397242529908e-10
1955,6.54481679833095e-05,1.0841318699915194e-08,8.830879955861499e-10,8.830879955861499e-10
1956,6.495385605376214e-05,1.1522255403763535e-08,8.859415304548638e-10,8.859415304548638e-10
1957,6.424992586419518e-05,1.1748234385322576e-08,7.975953508765343e-10,7.975953508765343e-10
1958,6.302359439100005e-05,1.1513719882267587e-08,6.750643100073006e-10,6.750643100073006e-10
1959,6.280519924725272e-05,1.15471509179851e-08,6.644081990930012e-10,6.644081990930012e-10
1960,6.24670896546117e-05,1.0857694933617625e-08,6.918406205068197e-10,6.918406205068197e-10
1961,6.253102037589997e-05,1.0423523758415091e-08,6.222096607785435e-10,6.222096607785435e-10
1962,6.281674307371889e-05,9.73125973453242e-09,6.651912473224339e-10,6.651912473224339e-10
1963,6.255375566459926e-05,8.792156463195105e-09,7.004539329510554e-10,7.004539329510554e-10
1964,6.270734905098964e-05,8.686875726685424e-09,7.296533615403738e-10,7.296533615403738e-10
1965,6.345843576127663e-05,8.802633288951256e-09,7.671102166183021e-10,7.671102166183021e-10
1966,6.328283676079341e-05,8.92209569717092e-09,8.40035723521331e-10,8.40035723521331e-10
1967,6.296449334643382e-05,8.891808178645988e-09,7.960698687549592e-10,7.960698687549592e-10
1968,6.230786935442925e-05,8.824238229010462e-09,7.945907344795802e-10,7.945907344795802e-10
1969,6.150730249438701e-05,8.92697890212243e-09,7.917217119996727e-10,7.917217119996727e-10
1970,6.092932692679044e-05,9.303502349463803e-09,1.000750308019097e-09,1.000750308019097e-09
1971,5.94080333290289e-05,9.529991652966276e-09,1.0358753537482406e-09,1.0358753537482406e-09
1972,5.7860087898526604e-05,9.35397296128063e-09,1.043254800008648e-09,1.043254800008648e-09
1973,5.654336252648916e-05,8.949230562953808e-09,1.1254262759814132e-09,1.1254262759814132e-09
1974,5.518613085899103e-05,8.998759578763123e-09,1.1531360548972763e-09,1.1531360548972763e-09
1975,5.364536056211884e-05,9.304985988072595e-09,1.194322640785117e-09,1.194322640785117e-09
1976,5.2267666303253334e-05,9.309001188942797e-09,1.1282354098593066e-09,1.1282354098593066e-09
1977,5.058330446315397e-05,9.224440386138407e-09,9.424418547153225e-10,9.424418547153225e-10
1978,4.936559344059788e-05,8.90808379442173e-09,8.613429889971411e-10,8.613429889971411e-10
1979,4.825619648077658e-05,8.996442575031388e-09,8.707854596120715e-10,8.707854596120715e-10
1980,4.693342011056042e-05,9.09067995483578e-09,1.039766225500013e-09,1.039766225500013e-09
1981,4.6137797263717016e-05,8.964521188862103e-09,1.0645906695876712e-09,1.0645906695876712e-09
1982,4.6172885569311415e-05,9.371378466888863e-09,1.09789155544604e-09,1.09789155544604e-09
1983,4.5202816961266634e-05,9.530305941244218e-09,1.0822480213588749e-09,1.0822480213588749e-09
1984,4.495184631585809e-05,9.67877003940235e-09,1.0507348007544287e-09,1.0507348007544287e-09
1985,4.4813430577050894e-05,9.589604665904972e-09,1.3579238606580596e-09,1.3579238606580596e-09
1986,4.4554240698094615e-05,9.483946199801657e-09,1.3339472621736498e-09,1.3339472621736498e-09
1987,4.462585950802479e-05,9.63922820927467e-09,1.055792826181496e-09,1.055792826181496e-09
1988,4.4821910185938964e-05,9.718073583948289e-09,1.0383855917974115e-09,1.0383855917974115e-09
1989,4.4353935144109915e-05,9.208330098431361e-09,1.028328969595752e-09,1.028328969595752e-09
1990,4.471100016546968e-05,8.92473003436375e-09,1.0926205258015337e-09,1.0926205258015337e-09
1991,4.493053815427369e-05,8.54823526249707e-09,1.1562878987625425e-09,1.1562878987625425e-09
1992,4.51416640966532e-05,8.849503986750408e-09,8.593395836190406e-10,8.593395836190406e-10
1993,4.602542061807721e-05,8.836263784165307e-09,9.241209940137805e-10,9.241209940137805e-10
1994,4.645939718882021e-05,9.059705747509789e-09,9.144841233472383e-10,9.144841233472383e-10
1995,4.686948055418075e-05,9.159048123105355e-09,9.004770897190286e-10,9.004770897190286e-10
1996,4.7321999383192246e-05,9.286866640780187e-09,8.483134512309626e-10,8.483134512309626e-10
1997,4.8083856589593256e-05,9.430348565534326e-09,8.332524035838316e-10,8.332524035838316e-10
1998,4.867800193356483e-05,9.232795226767263e-09,7.580619544787583e-10,7.580619544787583e-10
1999,4.897849586476306e-05,8.976233090152164e-09,8.017529021639039e-10,8.017529021639039e-10
2000,4.8771169531391934e-05,8.768841970001923e-09,7.406240065677139e-10,7.406240065677139e-10
2001,4.9291316827293485e-05,8.056335154549288e-09,6.771397688596994e-10,6.771397688596994e-10
2002,4.932983106950165e-05,7.483567797196753e-09,7.175837979378485e-10,7.175837979378485e-10
2003,4.988806904293597e-05,7.108696552039971e-09,6.734906798921969e-10,6.734906798921969e-10
2004,5.031140556509074e-05,6.561973377370935e-09,6.111282947949905e-10,6.111282947949905e-10
2005,5.1184115104011395e-05,6.286567837727424e-09,6.113551530097437e-10,6.113551530097437e-10
2006,5.2364051433479677e-05,5.819397471843299e-09,5.624357606632507e-10,5.624357606632507e-10
2007,5.359134021481233e-05,5.2849005806519605e-09,5.441122909376008e-10,5.441122909376008e-10
2008,5.3961404773872346e-05,4.9140654402789e-09,5.300018479648116e-10,5.300018479648116e-10
2009,5.39338486435424e-05,4.489488273203993e-09,4.3556586512164385e-10,4.3556586512164385e-10
2010,5.362781355090972e-05,3.8375289295495514e-09,4.320470053149299e-10,4.320470053149299e-10
2011,5.356209606231589e-05,3.4717208155906778e-09,3.842031930696115e-10,3.842031930696115e-10
2012,5.2979735690834264e-05,3.318326534186765e-09,3.4134217079857214e-10,3.4134217079857214e-10
2013,5.194969500215458e-05,2.8225494005543592e-09,2.384107296503148e-10,2.384107296503148e-10
2014,5.195395923302775e-05,2.5211847371713655e-09,1.8924922145264437e-10,1.8924922145264437e-10
2015,5.2548492801309165e-05,2.196906783475632e-09,2.0080852258796966e-10,2.0080852258796966e-10
2016,5.3836482298460654e-05,1.919867407908425e-09,2.1557716921107228e-10,2.1557716921107228e-10
2017,5.459284087313184e-05,1.7908813691273433e-09,1.8941593895223838e-10,1.8941593895223838e-10
2018,5.4954310326138514e-05,1.622609824281085e-09,1.8830299264305239e-10,1.8830299264305239e-10
2019,5.560151839745231e-05,1.2619927325374647e-09,1.8865498746523102e-10,1.8865498746523102e-10
