ngram,assistance,asistance,assitance,assistnce
1896,3.878398690306183e-05,1.4774419909713288e-08,5.899013531619955e-09,7.675072561624014e-10
1897,3.8960433032895837e-05,1.4157857997076917e-08,6.399803353929201e-09,8.7896778744323e-10
1898,3.91001979421292e-05,1.3215591034208631e-08,6.6150378508211816e-09,9.103816430869724e-10
1899,3.935995430635687e-05,1.2920395293341308e-08,7.623901890748845e-09,9.844204737089309e-10
1900,3.934442169598437e-05,1.2871849744807865e-08,7.621832054383049e-09,9.675536007312603e-10
1901,3.944571809760029e-05,1.3307501894083934e-08,8.165873437755117e-09,9.892331477777206e-10
1902,3.941423658813749e-05,1.3710483795900278e-08,7.6136765463681e-09,9.36438601265418e-10
1903,3.913705690398014e-05,1.377661121689958e-08,7.391260555981002e-09,8.360951910971589e-10
1904,3.891965648758092e-05,1.4250404158287568e-08,7.589792667366574e-09,8.197571014857883e-10
1905,3.892115221658189e-05,1.577103514449618e-08,8.16274825510277e-09,1.290908885739509e-09
1906,3.892656293049056e-05,1.6382798482896177e-08,7.917825062264683e-09,1.2976485739121406e-09
1907,3.916515769170863e-05,1.683573851758118e-08,8.814329329912392e-09,1.2849352990348554e-09
1908,3.9258088820913273e-05,1.69377897104742e-08,8.812276495819203e-09,1.2130518395325751e-09
1909,3.94632614708306e-05,1.7906886005749e-08,9.398399772716663e-09,1.2131156139151754e-09
1910,3.991369781683066e-05,1.8136783376730492e-08,9.918022593678546e-09,1.3211414739977556e-09
1911,4.049247841716611e-05,1.8921667788163177e-08,1.0263660270888003e-08,1.3378424875857116e-09
1912,4.09110143664293e-05,1.9421239727535067e-08,1.0086148043748316e-08,9.314309799636688e-10
1913,4.1362556138275454e-05,2.0544351489856386e-08,1.0269872825168541e-08,8.03659888637398e-10
1914,4.202735103068075e-05,2.090390286265834e-08,1.0207600479158633e-08,7.302742854875532e-10
1915,4.344904352495048e-05,2.1516756122861935e-08,1.1014770429085274e-08,7.435598961943615e-10
1916,4.519696293365476e-05,2.2794850197880934e-08,1.1109408758004844e-08,7.412165643166141e-10
1917,4.6165754611138254e-05,2.395105345799818e-08,1.153475055153714e-08,7.429431673041823e-10
1918,4.6618894495103245e-05,2.5314172345604546e-08,1.166930882082592e-08,9.474849635030376e-10
1919,4.6967292811522e-05,2.5906757881801112e-08,1.1566363739794788e-08,9.023673950915776e-10
1920,4.7513283269446606e-05,2.5139678529382892e-08,1.1077051276231487e-08,9.754819134994668e-10
1921,4.796424192526112e-05,2.5660613189870674e-08,1.1254885277724367e-08,1.0856856049100217e-09
1922,4.746435193477997e-05,2.5168142110081656e-08,1.016484192056006e-08,1.1108097537031775e-09
1923,4.67482974012715e-05,2.3823175559251856e-08,1.012571309339754e-08,1.09811021387074e-09
1924,4.7042305335967936e-05,2.2728191646186654e-08,8.972984831347373e-09,1.0212616665038e-09
1925,4.711255054904281e-05,2.123226191689095e-08,8.150297262484888e-09,8.429274619573387e-10
1926,4.749860818265006e-05,1.9726135391806565e-08,8.174191418979554e-09,9.443053759574026e-10
1927,4.804938050386097e-05,1.9920201107684728e-08,8.699991647733083e-09,1.1011576293652935e-09
1928,4.8273787667442646e-05,1.9273342287208706e-08,7.932577705815902e-09,1.1149638712293353e-09
1929,4.935509891116193e-05,2.0302753510139026e-08,8.180244101144548e-09,1.297636954238663e-09
1930,4.991050601737308e-05,2.1121742323413984e-08,7.779601534403063e-09,1.3382340830719081e-09
1931,5.0515353775283855e-05,2.023189907670745e-08,8.174975109552309e-09,1.6566531479966784e-09
1932,5.209301837437254e-05,1.9717386453724624e-08,8.249698638504047e-09,1.8496275463622931e-09
1933,5.4572576898083624e-05,2.0390730754676108e-08,8.493579998055826e-09,1.8520694977652852e-09
1934,5.926968879066408e-05,2.6578625649571156e-08,8.947281582294409e-09,5.511087031173645e-09
1935,6.320910428517632e-05,2.7484775471415494e-08,1.0521454881943067e-08,5.839724798966423e-09
1936,6.600475587349917e-05,2.7625403552024508e-08,1.1296792644190288e-08,5.850356707018786e-09
1937,6.848333058379856e-05,2.6591643300020807e-08,1.1629656666250249e-08,5.978743769904529e-09
1938,7.136932358012668e-05,2.782174846061025e-08,1.2372330778934578e-08,5.698490647608269e-09
1939,7.278579453538571e-05,2.866249916775944e-08,1.300117841956145e-08,5.964941826189626e-09
1940,7.377324176819197e-05,2.9130232702202974e-08,1.3236124450445784e-08,6.094375924549565e-09
1941,7.227421052188479e-05,2.3195143076090322e-08,1.3685865773993555e-08,2.5761764150494012e-09
1942,7.20476423988917e-05,2.456256912150171e-08,1.3001086556536329e-08,2.4884995334214668e-09
1943,7.279329708710845e-05,2.5769454887430195e-08,1.2728296512014886e-08,2.624957901835907e-09
1944,7.578725386078336e-05,2.7612126934124196e-08,1.3615041157980353e-08,2.9402888060811196e-09
1945,7.627218500212101e-05,2.8618896205248997e-08,1.4128063925105444e-08,3.228668221666453e-09
1946,7.915493500019823e-05,3.004966941944076e-08,1.4586523861786255e-08,3.3262319565352527e-09
1947,8.075167612072878e-05,3.046770480352734e-08,1.4832486604023285e-08,3.395607636339345e-09
1948,8.257113118556194e-05,3.2104033717165037e-08,1.4645672230528817e-08,3.5975291000158093e-09
1949,8.34448603979711e-05,3.2404641509791484e-08,1.5269572907681906e-08,3.5992463929902995e-09
1950,8.406728011323139e-05,3.282162249921125e-08,1.575290361647116e-08,3.537885984172817e-09
1951,8.31029683467932e-05,3.274119921213371e-08,1.5927627344020882e-08,3.5100221142313005e-09
1952,8.447857128755589e-05,3.3069510304731664e-08,1.6539545225465905e-08,3.479680575426057e-09
1953,8.48395169928803e-05,3.402742189604981e-08,1.7494760307101842e-08,3.333783503224806e-09
1954,8.68093827323589e-05,3.607559965043297e-08,1.8527013066562048e-08,3.5855520774674687e-09
1955,8.708805502724967e-05,3.635944726251442e-08,1.9693062418874822e-08,3.5642163823520636e-09
1956,8.870921634037845e-05,3.6659068415799215e-08,2.0623959682909898e-08,3.4757624397688656e-09
1957,9.014764301744955e-05,3.603171094823665e-08,2.1457369722302896e-08,3.545377134729831e-09
1958,9.188080834324605e-05,3.7736412597918645e-08,2.2260471053771524e-08,3.501740040791544e-09
1959,9.272551272130971e-05,3.874907556727132e-08,2.342100634068954e-08,3.947268892697967e-09
1960,9.31231292530096e-05,3.940390312452889e-08,2.40944039323462e-08,3.895775067620986e-09
1961,9.300126319950712e-05,3.90303885719082e-08,2.5141917500296325e-08,3.776303587293179e-09
1962,9.515004889440856e-05,3.9313880405091236e-08,2.5938891669495334e-08,3.8451534020314935e-09
1963,9.624862598554631e-05,4.095646031844678e-08,2.675964440511182e-08,4.181915512292887e-09
1964,9.854233108593949e-05,4.323283420148982e-08,2.8034433441348483e-08,4.3796529894787486e-09
1965,9.921126184053719e-05,4.323691982222044e-08,2.9532146886676206e-08,4.390606703604963e-09
1966,0.00010089863228911002,4.453260515902002e-08,3.0423200466803535e-08,4.241925192057952e-09
1967,0.00010245171974280051,4.450506249245986e-08,3.156982028177221e-08,4.292665841835028e-09
1968,0.00010485438230846609,4.585531243606056e-08,3.4066677859608974e-08,4.314419107690323e-09
1969,0.0001059715952058988,4.7345482455187134e-08,3.564466867698814e-08,4.109126150453335e-09
1970,0.00010839550356779779,4.644808169830737e-08,3.8102319775491974e-08,3.9442954299521e-09
1971,0.0001089440452882887,4.651363180333387e-08,4.0087007237486564e-08,3.869592329104015e-09
1972,0.00011132051960365581,4.727190880008233e-08,4.288176924660547e-08,3.792611304374662e-09
1973,0.00011368386393379686,4.757894700446741e-08,4.5329266181884775e-08,3.811044813062381e-09
1974,0.0001158926565299875,4.81163330131754e-08,4.891692079971628e-08,4.004097498011561e-09
1975,0.00011714911566481792,4.727488394402306e-08,5.182772205054269e-08,4.076435316286669e-09
1976,0.00011849717494832086,4.742294277905655e-08,5.4436642114654073e-08,4.221346478721395e-09
1977,0.00011892298789462075,4.7000877348831894e-08,5.641105817387272e-08,4.5474617087799226e-09
1978,0.00011935842381457665,4.6019345794385506e-08,5.872729959475821e-08,4.7816460632280464e-09
1979,0.00011875640900273408,4.5178038833780324e-08,5.928371799817407e-08,5.6856735192971945e-09
1980,0.00011711169333596314,4.545146684417237e-08,6.090322811149105e-08,5.714986579213084e-09
1981,0.0001157569360137651,4.400714510260124e-08,6.034696704253812e-08,5.8815098188550306e-09
1982,0.00011390418824573447,4.373031460756595e-08,5.895596087514475e-08,5.9806127669251705e-09
1983,0.0001114009168564475,4.1756680145356636e-08,5.7731552110291366e-08,5.955275891470332e-09
1984,0.00010904846047716481,4.069455122086245e-08,5.574936525119613e-08,5.745329608889246e-09
1985,0.00010770774783200718,3.975344904055029e-08,5.357896729460013e-08,5.319976808288678e-09
1986,0.00010647902256875698,3.801615885582318e-08,5.1773001124339705e-08,4.533622461571391e-09
1987,0.00010528627171879634,3.429954022392069e-08,4.845680529846115e-08,4.191729978992547e-09
1988,0.00010477802113330523,3.21396047553435e-08,4.6251995757172285e-08,3.609560206285778e-09
1989,0.00010391145354203348,2.952499628910183e-08,4.261509799009998e-08,3.1928403096007483e-09
1990,0.00010366981275313134,2.719193885931353e-08,3.9577098931431465e-08,2.9350030342608793e-09
1991,0.00010311142042545336,2.424517234597293e-08,3.617613713353356e-08,2.5992503704941328e-09
1992,0.00010310521819129852,2.2031039468929847e-08,3.3039867984387324e-08,2.5967134157208906e-09
1993,0.00010168298675645409,2.3803815680472392e-08,3.01392696197159e-08,2.2284924699229283e-09
1994,0.00010014413627296952,3.363197174723252e-08,2.6968499814269568e-08,2.036819284662832e-09
1995,9.7758332101096e-05,3.3981193858778624e-08,2.336150574576225e-08,1.8771084369413008e-09
1996,9.572257113177329e-05,3.263612567496109e-08,2.1419519110768955e-08,1.7773333281313951e-09
1997,9.314877908244463e-05,3.160116904662605e-08,1.952387204287983e-08,1.6706185482614648e-09
1998,9.01838461036927e-05,3.1022835348234623e-08,1.804372778175483e-08,1.5549043639952386e-09
1999,8.601081728037181e-05,2.9086003954554533e-08,1.623848560378909e-08,1.3078056098387541e-09
2000,8.330684483683269e-05,2.3807424285950318e-08,1.4041629319600751e-08,1.1874555545204097e-09
2001,8.041975628917239e-05,1.1268274186753452e-08,1.255020836461134e-08,1.1987145323974095e-09
2002,7.783047060781558e-05,8.844065670286585e-09,1.1660373872806368e-08,1.2473912775717061e-09
2003,7.489792187698185e-05,7.863552666163644e-09,1.0277737708516303e-08,1.1162346761192258e-09
2004,7.207166345324367e-05,6.8054560716948995e-09,8.85825216353656e-09,1.0901134756784764e-09
2005,6.914571089769847e-05,6.0539578429695345e-09,7.64695855843505e-09,1.0211203232175186e-09
2006,6.614413151900018e-05,5.6338803463721175e-09,6.772878448556087e-09,9.933405606002817e-10
2007,6.299086453509517e-05,5.236483373900163e-09,5.952972622783445e-09,9.268873724099791e-10
2008,5.910162300486783e-05,4.777019351515881e-09,5.2562886741571086e-09,7.912997519137527e-10
2009,5.456551298266277e-05,4.206024068713938e-09,4.560118758791174e-09,6.097470246966909e-10
2010,5.077626026052583e-05,3.922017536136682e-09,4.1683664139416774e-09,5.341773095286178e-10
2011,4.7304342712907654e-05,3.499495613924962e-09,3.764403487340116e-09,3.6138229115539085e-10
2012,4.3924405742602956e-05,3.189618220338681e-09,3.5335101828642176e-09,2.8908097146221733e-10
2013,4.110766686998042e-05,2.9546453220571524e-09,3.317452661783753e-09,2.4006865344856314e-10
2014,3.8276639575737394e-05,2.604461979416328e-09,3.1769848339381822e-09,2.1306143704483534e-10
2015,3.6574555581734914e-05,2.26013641135836e-09,3.0528041681878092e-09,2.0303764374150568e-10
2016,3.556184154669089e-05,2.0704321273307916e-09,2.905792558952466e-09,1.7610669619012269e-10
2017,3.4644899642444216e-05,1.7659393021970022e-09,2.673659516005955e-09,1.672481152413067e-10
2018,3.3793981856433675e-05,1.7356651449418337e-09,2.6364480820717517e-09,1.8119967123975122e-10
2019,3.3279590752499644e-05,1.5902068828399507e-09,2.6040485323619578e-09,1.7043108504338766e-10
