ngram,ability,ablity,abily,abillity
1896,3.6428165393382574e-05,1.5991959819875286e-09,2.0437987017071383e-10,4.2237498102234585e-09
1897,3.686610840044783e-05,1.7565077487751474e-09,1.9766093523847823e-10,4.809907012364485e-09
1898,3.686694773412975e-05,2.133551208720925e-09,2.0813221979221197e-10,4.463053926428984e-09
1899,3.7256387648605073e-05,2.563352847444784e-09,2.0387454423089124e-10,3.771167695581263e-09
1900,3.762237871082367e-05,2.802571841264978e-09,2.20051477040073e-10,3.4937376483920193e-09
1901,3.77156887095355e-05,3.069120100919674e-09,2.88598224683158e-10,3.060987907588242e-09
1902,3.7692875983858744e-05,3.111996406600172e-09,3.230348052544027e-10,2.7555455060581023e-09
1903,3.782456769840792e-05,3.5669885140825794e-09,2.842739535832298e-10,2.36975052279677e-09
1904,3.7897921304517824e-05,3.613096678987761e-09,2.9740467826539733e-10,2.142169013603328e-09
1905,3.8297659297573515e-05,3.6264212902433914e-09,2.613283419026859e-10,2.1849076516287725e-09
1906,3.858948236614067e-05,3.5892996828680778e-09,2.741444075717224e-10,2.270564117675836e-09
1907,3.8984642742434517e-05,3.485718317161205e-09,1.9502112821471026e-10,2.8086850623054715e-09
1908,3.965445908501611e-05,3.4929959242495964e-09,1.4019883468449227e-10,3.1109251682640402e-09
1909,4.041393601385478e-05,3.2865358688484646e-09,1.6088629040122981e-10,3.1213645477836037e-09
1910,4.151756573784431e-05,3.0173169677080327e-09,1.7466018016807994e-10,3.3767545109293043e-09
1911,4.2571379058894566e-05,3.1819665632529646e-09,1.7090856408679452e-10,3.280422298880735e-09
1912,4.3819076381623745e-05,3.0815823543710915e-09,2.1415088650801805e-10,3.2374372547851392e-09
1913,4.5484420427653405e-05,3.3118625302514762e-09,2.117167522646441e-10,3.545292361271736e-09
1914,4.716872613893689e-05,3.6471996534004347e-09,1.9703289396869446e-10,3.411925012361142e-09
1915,4.909746504771257e-05,3.98015744172499e-09,2.1518588498383095e-10,3.2020885466975203e-09
1916,5.1106858466352734e-05,4.343069745108405e-09,2.5037301993562673e-10,3.4193672655240856e-09
1917,5.276002619731506e-05,4.545496423702389e-09,3.064278047574095e-10,3.106596535573658e-09
1918,5.421428275959832e-05,4.690608536504572e-09,4.222743395034177e-10,2.987634362128233e-09
1919,5.5818618940455576e-05,4.6987718160806935e-09,4.6426649528776206e-10,3.368064081600762e-09
1920,5.639181160534333e-05,4.613830111616884e-09,5.516789317039361e-10,2.9118958990080402e-09
1921,5.6964454415719956e-05,4.558805618718306e-09,5.932856586962235e-10,2.956944054689968e-09
1922,5.702236999890634e-05,4.107227351874647e-09,6.580133977378872e-10,3.1458332129728562e-09
1923,5.7136592139223854e-05,3.989072469171415e-09,6.413625583004798e-10,3.529094445247389e-09
1924,5.733705620514229e-05,4.169960852808328e-09,5.959554139860807e-10,5.995447059449686e-09
1925,5.773154875246941e-05,3.939812888629847e-09,5.441737160089793e-10,6.2340916555975974e-09
1926,5.770394428899246e-05,3.972099760218839e-09,5.27708125213395e-10,7.310826674203749e-09
1927,5.848138087977921e-05,3.6403274363193206e-09,4.1169985079811e-10,8.873752145786642e-09
1928,5.88997442849047e-05,3.7008545117345193e-09,4.0109560712447186e-10,8.513104221563594e-09
1929,5.996073897612015e-05,3.9156203993481344e-09,3.297762202203458e-10,8.716198334519326e-09
1930,6.0180322179803625e-05,3.5441568886034655e-09,3.3779806531329473e-10,8.562066072010616e-09
1931,6.022344626087163e-05,2.9797779323357888e-09,3.920755664577058e-10,6.090996151897343e-09
1932,6.022244165900962e-05,2.968896097220254e-09,3.236981119655472e-10,6.080752409535048e-09
1933,6.0389117736901555e-05,2.9737800000262382e-09,3.4759785922615956e-10,4.708549106169357e-09
1934,6.05363051623239e-05,2.947254583242552e-09,4.374693583576926e-10,3.2034881097026916e-09
1935,6.0773061704821885e-05,2.462383852375183e-09,5.474067151948045e-10,3.2835701459431122e-09
1936,6.0743739595636725e-05,2.400702367058979e-09,6.058706473030132e-10,2.6506208339327486e-09
1937,6.16273500781972e-05,2.788828485605117e-09,6.812853931797186e-10,2.3738994896811097e-09
1938,6.274635494004801e-05,2.713307118667225e-09,7.766043681150287e-10,2.1723453829431652e-09
1939,6.383023979391769e-05,2.7121778949685496e-09,8.276432000060246e-10,2.023102796400167e-09
1940,6.425486312114767e-05,2.584147134372066e-09,8.639408791541062e-10,1.876689311889176e-09
1941,6.473838272670816e-05,2.876325447661746e-09,9.946979430606818e-10,1.7102533040563068e-09
1942,6.508947574600046e-05,3.2768032414460483e-09,9.138657529130154e-10,1.661649674998346e-09
1943,6.524809577967972e-05,3.244214452635674e-09,9.802892941834784e-10,1.6861983555470162e-09
1944,6.503400072688237e-05,3.1694662132914733e-09,1.031876917245711e-09,1.6426899840382703e-09
1945,6.458327594113403e-05,3.418196392601658e-09,9.89244852700466e-10,1.7433751902424482e-09
1946,6.400320645687836e-05,3.383806536559421e-09,9.973032955024053e-10,1.6017820086184592e-09
1947,6.38789071152652e-05,3.677659224773525e-09,1.0007927899101178e-09,1.711934054832958e-09
1948,6.340537116297387e-05,3.7720306560779755e-09,8.314642268343014e-10,1.6898840739441668e-09
1949,6.29150734831845e-05,3.523465106982014e-09,8.927893860707517e-10,1.6903989636623302e-09
1950,6.286637861714033e-05,3.7633443345746235e-09,8.610559447992066e-10,1.8617052344183094e-09
1951,6.295220165546718e-05,3.6955220788265866e-09,7.18567792569656e-10,1.6998392852026915e-09
1952,6.312878914676341e-05,3.5525640207367815e-09,6.812855438528434e-10,2.123819088849034e-09
1953,6.353438428569851e-05,3.578160053966225e-09,6.769912091237578e-10,2.0045468816589006e-09
1954,6.391425267793238e-05,3.70382467553197e-09,6.751790079409911e-10,1.841246952524348e-09
1955,6.477258700345243e-05,3.394069469919714e-09,7.54327279211304e-10,1.902154977179953e-09
1956,6.589320608847109e-05,3.612526151235735e-09,7.529580411550338e-10,2.0263356112096685e-09
1957,6.663349735650368e-05,3.572698454539542e-09,7.619554709403786e-10,1.934243134707866e-09
1958,6.71650403611628e-05,3.6091996058473796e-09,8.266789633789731e-10,2.08080637244455e-09
1959,6.769158582236352e-05,3.919201185809129e-09,8.455146582875273e-10,1.875714175251072e-09
1960,6.818793086235278e-05,3.903416986464744e-09,8.835349436202883e-10,2.09882947529597e-09
1961,6.875822665668758e-05,3.5875544439940246e-09,8.654470235696416e-10,2.7063186295147747e-09
1962,6.874720773859215e-05,3.88992907726252e-09,8.574198256156811e-10,2.8212703126076886e-09
1963,6.891227115245004e-05,4.238203185228226e-09,8.415860468830821e-10,2.6596852180966427e-09
1964,6.902569605569755e-05,4.4434030423344345e-09,8.310618225339437e-10,2.727077389305269e-09
1965,6.919930768032958e-05,4.393096299436041e-09,8.147379992884396e-10,3.3339537797161256e-09
1966,6.980130378256686e-05,4.634941129312762e-09,7.897293216200093e-10,3.261508682176181e-09
1967,7.037341440861513e-05,4.8836223319272315e-09,7.263309239772095e-10,3.347112936020429e-09
1968,7.092160480429552e-05,5.0291868764722784e-09,7.023406538892679e-10,2.921421422235377e-09
1969,7.188965433410235e-05,5.0266876692818735e-09,6.607115489641404e-10,2.924660260004787e-09
1970,7.264953975598993e-05,4.7610734719784526e-09,5.769433026563726e-10,2.8159363729685083e-09
1971,7.391005887516908e-05,4.6051761451845354e-09,5.67441078252224e-10,3.0651620923955694e-09
1972,7.53596967635011e-05,4.7034200026782204e-09,5.13713131557379e-10,2.426169297210988e-09
1973,7.656417749655833e-05,4.541141304262705e-09,5.413397785591911e-10,2.2983850061259706e-09
1974,7.799287206060919e-05,4.528893387296356e-09,5.534517288907637e-10,2.1305960805152934e-09
1975,7.953896835845496e-05,4.771530662647397e-09,5.540908129145602e-10,2.179676249016081e-09
1976,8.085877301969699e-05,4.988427131686584e-09,5.616995836708685e-10,2.118889222809831e-09
1977,8.268070191011898e-05,5.236212225716892e-09,6.229384785783054e-10,2.1075950825836085e-09
1978,8.366430847672746e-05,5.620689374247994e-09,6.134468092230552e-10,1.7492684919620923e-09
1979,8.493126681839515e-05,6.202626729694722e-09,6.744942025539911e-10,1.5744034013006773e-09
1980,8.629812301868307e-05,6.463289205425684e-09,6.764892574689136e-10,1.634503104292711e-09
1981,8.777699986239895e-05,7.039368897311858e-09,7.181264154760519e-10,1.5986711002621438e-09
1982,8.856441023194097e-05,7.642618474587185e-09,7.549173270631521e-10,1.4662919767260973e-09
1983,8.969099248393572e-05,7.992927779960318e-09,7.701516646640982e-10,1.5100931933480816e-09
1984,9.015195766031476e-05,7.959312320338086e-09,8.20846597043052e-10,1.7270650941116271e-09
1985,9.121362797616581e-05,8.060602851855947e-09,8.459067335486736e-10,1.8359837935680697e-09
1986,9.141382491049756e-05,7.884233075929257e-09,9.105222052520543e-10,2.1330518304044486e-09
1987,9.178543613026185e-05,7.958950768279952e-09,9.668439461739199e-10,2.1942856103558076e-09
1988,9.189751082366067e-05,7.714114934133574e-09,1.0541062467339657e-09,2.255166561429941e-09
1989,9.229986816145746e-05,7.075285754102165e-09,1.1077151497649952e-09,2.4209168320814864e-09
1990,9.226877071861444e-05,6.8687387840985335e-09,1.3968703495491143e-09,2.3075003495266954e-09
1991,9.2711926429599e-05,6.6362438084459944e-09,1.4009516562702678e-09,2.064324140198843e-09
1992,9.288429490490151e-05,6.144834482516412e-09,1.4497557281651601e-09,1.9967715417631584e-09
1993,9.363162618163707e-05,5.9901824453082295e-09,1.424258726829513e-09,1.7161252101922336e-09
1994,9.448704284815384e-05,5.472953709276648e-09,1.41296282610678e-09,1.5640237993608253e-09
1995,9.518619065472324e-05,5.114088137097334e-09,1.333851711622052e-09,1.539675482347442e-09
1996,9.615397617121093e-05,4.713225175225131e-09,1.2676841005492584e-09,1.3754800949022134e-09
1997,9.70730439543591e-05,4.069775373847863e-09,9.899443169964733e-10,1.3111019888814975e-09
1998,9.769736581282424e-05,3.794182523719769e-09,9.948514076033428e-10,1.2765934658582572e-09
1999,9.872005986315864e-05,3.4788584076953353e-09,9.478026776120275e-10,1.2102463317223818e-09
2000,9.963473400733034e-05,3.1007166041112963e-09,9.4773400238779e-10,1.190656874681752e-09
2001,0.00010012301312859304,2.897830959318932e-09,9.524898488980478e-10,1.136769900433876e-09
2002,0.00010072732610361916,2.7003578103749047e-09,1.014683749721103e-09,1.0934383081513082e-09
2003,0.00010087034752359614,2.7532311985822844e-09,9.992516576089778e-10,1.0155683437064665e-09
2004,0.00010101772204507142,2.7131998235420595e-09,1.0154113581707846e-09,1.052018932285697e-09
2005,0.00010097273791741048,2.7541962995972622e-09,9.389085937299463e-10,9.85453353839562e-10
2006,0.00010075710971640157,2.7638821707500126e-09,8.604931251670373e-10,9.411271841207126e-10
2007,0.00010050444377286891,2.8370742263409252e-09,7.961367160762884e-10,9.188343974564361e-10
2008,9.99572138035936e-05,2.9157713069391124e-09,6.975866511422473e-10,8.923763077690288e-10
2009,9.946204642931531e-05,2.9580165618524136e-09,5.370190988324935e-10,8.433340295940387e-10
2010,9.966405819536053e-05,2.8705857056467364e-09,4.758595531506593e-10,8.218861385118308e-10
2011,9.882057825702109e-05,2.72038052402073e-09,4.653516808006408e-10,7.879588965436263e-10
2012,9.836893670061337e-05,2.4796052195646165e-09,4.072136150104885e-10,7.62602504954048e-10
2013,9.817432562288429e-05,2.374763116311637e-09,3.6089446411472336e-10,7.566028200781513e-10
2014,9.648830538416015e-05,2.04724829152728e-09,2.798728183729869e-10,7.581989401396681e-10
2015,9.453588531219534e-05,1.949941779472957e-09,2.32811469507472e-10,7.552809171735525e-10
2016,9.374768498154091e-05,1.6605982462130392e-09,2.162167528352299e-10,7.121099265816611e-10
2017,9.243426029570401e-05,1.5218341586908934e-09,2.0926696718085816e-10,7.113896138832843e-10
2018,9.21578161069192e-05,1.5207312520360006e-09,8.213711100157894e-11,6.326894341768252e-10
2019,9.143892384599894e-05,1.5831925492815202e-09,6.52923860811061e-11,6.787247847084288e-10
