ngram,property,proprty,propeerty,proprty
1933,0.00029638432481858345,1.21473348205622e-08,3.9527043146517625e-10,1.21473348205622e-08
1934,0.0002960932906717062,1.2313282203381602e-08,3.265142838644002e-10,1.2313282203381602e-08
1935,0.00028910506184079817,1.1858087844984766e-08,4.154036162670341e-10,1.1858087844984766e-08
1936,0.00029009291652723083,1.2171997758920433e-08,3.8142108915728556e-10,1.2171997758920433e-08
1937,0.0002871533257088491,1.2135068315290352e-08,4.391783841357315e-10,1.2135068315290352e-08
1938,0.00028807329778958647,1.085722927436044e-08,3.5599859568183744e-10,1.085722927436044e-08
1939,0.00028531982180928547,1.0906252789766313e-08,3.808926210150229e-10,1.0906252789766313e-08
1940,0.00028071185390997144,1.1438055201397544e-08,3.345583036797249e-10,1.1438055201397544e-08
1941,0.00027629536842661243,1.2401471849443624e-08,2.896225541139584e-10,1.2401471849443624e-08
1942,0.0002751695990030255,1.2605586035314381e-08,2.2564126757527803e-10,1.2605586035314381e-08
1943,0.0002654400242525818,1.2581981551867166e-08,2.481263805531597e-10,1.2581981551867166e-08
1944,0.00026061208544498574,1.2868346769120568e-08,1.738569447137398e-10,1.2868346769120568e-08
1945,0.00025452542260089625,1.3598385148075716e-08,1.7087411446110272e-10,1.3598385148075716e-08
1946,0.000252024397403667,1.3766606394532183e-08,1.4598008912791727e-10,1.3766606394532183e-08
1947,0.0002443514115709279,1.3467421209968831e-08,1.4598008912791727e-10,1.3467421209968831e-08
1948,0.0002407708005713565,1.268319988716777e-08,1.4598008912791727e-10,1.268319988716777e-08
1949,0.00023554874808594053,1.2150681349964998e-08,1.3807820561532021e-10,1.2150681349964998e-08
1950,0.00023631737193292274,1.271982532001305e-08,7.371822795056358e-11,1.271982532001305e-08
1951,0.0002374333541540961,1.2366197082209446e-08,2.343647597420022e-10,1.2366197082209446e-08
1952,0.00023753303477341042,1.19069814325761e-08,2.3127928837946802e-10,1.19069814325761e-08
1953,0.00023208203492686152,1.0904477574870595e-08,2.9403623484437954e-10,1.0904477574870595e-08
1954,0.00023428280422064875,1.0936941638054317e-08,3.521000584348423e-10,1.0936941638054317e-08
1955,0.00023063505899959376,1.1012015172744732e-08,3.521000584348423e-10,1.1012015172744732e-08
1956,0.00022979858788728182,1.1227278916083248e-08,3.4856190156418165e-10,1.1227278916083248e-08
1957,0.0002256793065628569,1.0416748352781724e-08,3.613056272817288e-10,1.0416748352781724e-08
1958,0.00021883104013146034,9.968568446895785e-09,1.746182583449242e-10,9.968568446895785e-09
1959,0.00021310120895837566,9.706480825449099e-09,1.8152218716244965e-10,9.706480825449099e-09
1960,0.00021099590022848652,1.0021521136747781e-08,2.246438481663076e-10,1.0021521136747781e-08
1961,0.00020216913669303591,9.207297908225037e-09,2.0034673225977073e-10,9.207297908225037e-09
1962,0.0002009341904860256,9.137284325991653e-09,2.1054848836632445e-10,9.137284325991653e-09
1963,0.00019575085648934225,8.759894270277918e-09,2.069843393903703e-10,8.759894270277918e-09
1964,0.0001936979720734858,8.51297851259655e-09,2.0323392373773023e-10,8.51297851259655e-09
1965,0.00019054104840116843,8.169045566981076e-09,2.2659244223019063e-10,8.169045566981076e-09
1966,0.00019004043341348215,8.167665718364755e-09,2.4796991939960277e-10,8.167665718364755e-09
1967,0.00018818451956446682,7.82258492902445e-09,1.5093599088831867e-10,7.82258492902445e-09
1968,0.00019216951997285442,7.822368086607412e-09,1.7916507265886798e-10,7.822368086607412e-09
1969,0.00019312637700100562,7.282011818939996e-09,1.779402022553508e-10,7.282011818939996e-09
1970,0.0001939262791503487,7.311376520086859e-09,1.8557536360771668e-10,7.311376520086859e-09
1971,0.00019199754543868558,6.903199979900267e-09,2.1238565568935742e-10,6.903199979900267e-09
1972,0.00019313414564489255,6.856933116543879e-09,2.0321166475735708e-10,6.856933116543879e-09
1973,0.00019248522793142392,6.771975171103252e-09,1.9226269683457276e-10,6.771975171103252e-09
1974,0.00019347668317745307,6.770486266865256e-09,2.974830610022064e-10,6.770486266865256e-09
1975,0.00019351411278226545,7.127718859578636e-09,2.760347734117755e-10,7.127718859578636e-09
1976,0.00019271971541456878,8.53699885386813e-09,3.0724004293095474e-10,8.53699885386813e-09
1977,0.00019090633889261101,8.577440408734965e-09,3.378594903846732e-10,8.577440408734965e-09
1978,0.00019207259590205337,8.896097382558667e-09,3.510154587628632e-10,8.896097382558667e-09
1979,0.00019312137737870216,9.282760718828546e-09,3.411845250766987e-10,9.282760718828546e-09
1980,0.00019449810081693743,9.779180005458393e-09,3.2384179266780373e-10,9.779180005458393e-09
1981,0.00019272146164439619,9.73528553010234e-09,2.3266614626990138e-10,9.73528553010234e-09
1982,0.0001899242093453982,9.192341935257024e-09,2.0694163446347399e-10,9.192341935257024e-09
1983,0.0001879034368487607,7.590821368300534e-09,1.8896699681216133e-10,7.590821368300534e-09
1984,0.00018948379147332162,7.1826679207528545e-09,1.9961327828761048e-10,7.1826679207528545e-09
1985,0.00018900453038181046,6.867912778168212e-09,1.6512185765530215e-10,6.867912778168212e-09
1986,0.00018617111241577992,6.793545852851983e-09,1.834092292723228e-10,6.793545852851983e-09
1987,0.00018437469511159828,5.9541735986101685e-09,1.8779797657440612e-10,5.9541735986101685e-09
1988,0.00018467912533586578,5.605524108379509e-09,1.7183998965838602e-10,5.605524108379509e-09
1989,0.0001869293233279937,5.692838137402337e-09,2.0358108155609552e-10,5.692838137402337e-09
1990,0.00018866736458481422,5.781045166384859e-09,2.0800341310467374e-10,5.781045166384859e-09
1991,0.000188613888375195,5.873569694106859e-09,1.7547574008926403e-10,5.873569694106859e-09
1992,0.00019065708745204444,6.242742323081529e-09,1.9281932201702697e-10,6.242742323081529e-09
1993,0.0001917160240866776,5.806807669626681e-09,1.7115926731481323e-10,5.806807669626681e-09
1994,0.00019396069027217372,6.028436733933924e-09,1.7060625531354186e-10,6.028436733933924e-09
1995,0.0001954717091783615,5.957568914384735e-09,1.7006197690151914e-10,5.957568914384735e-09
1996,0.00019568071210025146,6.189712234824388e-09,1.6131013241430355e-10,6.189712234824388e-09
1997,0.00019513261629202004,6.279161191002913e-09,1.3468028329482225e-10,6.279161191002913e-09
1998,0.00019636119083900536,6.158618630942263e-09,1.0840320952395669e-10,6.158618630942263e-09
1999,0.0001959054186175178,6.233837573128247e-09,7.65914777037643e-11,6.233837573128247e-09
2000,0.00019518952675363316,5.96769674946326e-09,7.409361765004746e-11,5.96769674946326e-09
2001,0.00019230619779721434,5.762090043199513e-09,6.472568760724456e-11,5.762090043199513e-09
2002,0.00018945213690000986,6.350187169752124e-09,9.054987910277795e-11,6.350187169752124e-09
2003,0.00018673793653891022,5.7241666961971305e-09,6.305391625494039e-11,5.7241666961971305e-09
2004,0.0001835047109385154,5.2587625999832105e-09,8.82866468424456e-11,5.2587625999832105e-09
2005,0.00017973586467892995,4.719908242023507e-09,8.82866468424456e-11,4.719908242023507e-09
2006,0.0001730733284992831,3.800116189976523e-09,8.82866468424456e-11,3.800116189976523e-09
2007,0.00016703080785061632,3.5509291221710473e-09,7.790178819482613e-11,3.5509291221710473e-09
2008,0.00015869759538743113,2.9677924562321323e-09,6.77603281024857e-11,2.9677924562321323e-09
2009,0.0001497025930023353,1.9165395936937557e-09,3.5549005207778455e-11,1.9165395936937557e-09
2010,0.0001393184024241886,1.6201569609717937e-09,2.9326626692559114e-11,1.6201569609717937e-09
2011,0.0001302175670779044,1.153853978633609e-09,4.093896105053904e-12,1.153853978633609e-09
2012,0.00012031195261183061,1.1010005427200146e-09,4.093896105053904e-12,1.1010005427200146e-09
2013,0.00011413195066519879,1.491350136638227e-09,4.093896105053904e-12,1.491350136638227e-09
2014,0.00010729692543723754,1.3459225499985144e-09,1.4485396265409963e-11,1.3459225499985144e-09
2015,0.00010348175627379013,1.2893957746744939e-09,1.4485396265409963e-11,1.2893957746744939e-09
2016,0.00010103009429128309,1.1711938819563323e-09,1.4485396265409963e-11,1.1711938819563323e-09
2017,9.991722739262816e-05,1.1705681724853238e-09,1.2123416853748736e-11,1.1705681724853238e-09
2018,9.92901623249054e-05,1.3721850267156554e-09,1.4548100224498483e-11,1.3721850267156554e-09
2019,9.842656254477333e-05,1.2947174929389682e-09,1.8185125280623105e-11,1.2947174929389682e-09
