ngram,card,cad,crd,cardd
1878,1.0930142187654773e-05,3.1103241683792605e-07,5.760431782369275e-09,1.095690165581991e-10
1879,1.1255830681225884e-05,3.1828357042026513e-07,7.345726408100209e-09,1.095690165581991e-10
1880,1.1277510826143303e-05,3.2477312369597454e-07,7.969003996371221e-09,1.095690165581991e-10
1881,1.1504188997995307e-05,3.245484582034156e-07,7.440794964302151e-09,1.095690165581991e-10
1882,1.1740373468325873e-05,3.22063937931359e-07,7.601488518003765e-09,1.7438817453577623e-10
1883,1.1870854905282613e-05,3.091395959537684e-07,8.416142893707956e-09,2.3242407205208744e-10
1884,1.2161522395867255e-05,3.0842325924952873e-07,8.859335297119384e-09,1.9747239954348572e-10
1885,1.2220740505394393e-05,3.078137191485959e-07,7.923077812880105e-09,1.611870399058952e-10
1886,1.2404956188610023e-05,3.0332112796064135e-07,6.5235773608459826e-09,1.611870399058952e-10
1887,1.285466195050893e-05,2.923986650265371e-07,7.046339702197559e-09,1.8882100843204645e-10
1888,1.3477984534152451e-05,2.9187416268022e-07,7.837426580741586e-09,2.6982953371668117e-10
1889,1.374971660490181e-05,2.941734952141165e-07,7.675220776397801e-09,2.573521653718e-10
1890,1.4154679904874814e-05,3.0239886379084577e-07,6.674173848507183e-09,2.874627302069348e-10
1891,1.4539097849462581e-05,3.058642213155898e-07,6.558584913258463e-09,3.3867283382489026e-10
1892,1.4879952686897013e-05,3.1695943545985627e-07,6.86106276554759e-09,3.611444159596593e-10
1893,1.5048738272785808e-05,3.254522482620814e-07,6.822028148738874e-09,3.611444159596593e-10
1894,1.529170900279756e-05,3.2594125595356414e-07,5.931736879460914e-09,3.3351044743350807e-10
1895,1.5207769138214644e-05,3.312314536937525e-07,5.164880650149988e-09,2.5250192214887335e-10
1896,1.5499772676516193e-05,3.3758044943559593e-07,5.1046110195938715e-09,2.001601325161774e-10
1897,1.577137936692452e-05,3.3789961305176674e-07,5.058375940336646e-09,9.225844096619592e-11
1898,1.6160768349696548e-05,3.3878190817761477e-07,5.110655137181246e-09,4.104833734824049e-11
1899,1.670241571056457e-05,3.3338023237255196e-07,4.894221789746618e-09,3.6790661786919745e-11
1900,1.7293471890817663e-05,3.317465240927829e-07,4.892151953380822e-09,5.486126632346457e-11
1901,1.7927963719038026e-05,3.3027606605173787e-07,4.824227747438467e-09,7.199795323423582e-11
1902,1.8625008773856928e-05,3.273429496987644e-07,5.086988925333864e-09,7.199795323423582e-11
1903,1.9309889726823064e-05,3.1480442836644737e-07,5.359407394069291e-09,7.199795323423582e-11
1904,2.0019982912344858e-05,3.0545593127888946e-07,5.433046964701102e-09,5.3421198020764393e-11
1905,2.0578428770282437e-05,3.0437759538212307e-07,4.992626058607032e-09,8.391492262964967e-11
1906,2.1333564810837352e-05,3.0147659556080596e-07,4.91367879718041e-09,9.673098829868617e-11
1907,2.1822760183048168e-05,2.9793511657771887e-07,5.0044234787906456e-09,9.331055769326976e-11
1908,2.2199740539820467e-05,3.015088988636957e-07,4.812960823536676e-09,1.173472331210996e-10
1909,2.2775359216861295e-05,3.0098153404521456e-07,4.820218002521415e-09,1.3112824219309515e-10
1910,2.3645777348844733e-05,3.0494570475119484e-07,4.56122485813028e-09,1.72449910502375e-10
1911,2.441189021088316e-05,3.0580566447367475e-07,4.387318445050628e-09,1.72449910502375e-10
1912,2.4974534036508495e-05,2.9691362409981335e-07,4.444656706173841e-09,1.5637029369765442e-10
1913,2.5486652053327168e-05,2.9170489109934093e-07,4.48662979784282e-09,1.253403214551696e-10
1914,2.6143843570025638e-05,2.8552317335847223e-07,4.426210128575089e-09,1.2530663709034836e-10
1915,2.6819620481027024e-05,2.7532690946178005e-07,4.845504315247646e-09,1.0007199731574902e-10
1916,2.7118330243476002e-05,2.7115967782265216e-07,4.768695153042504e-09,8.629098824375347e-11
1917,2.690386177813967e-05,2.692436323416457e-07,5.168560563666753e-09,1.0083225722633062e-10
1918,2.6554776403437635e-05,2.695020465840311e-07,5.904469421328226e-09,1.1521249628935034e-10
1919,2.6394050239884693e-05,2.7288796949116137e-07,6.748271401996979e-09,1.29209881881222e-10
1920,2.5725875145456356e-05,2.735451403168554e-07,7.655866353571485e-09,1.5241153676427898e-10
1921,2.528566723672806e-05,2.776309518789536e-07,7.541254541467067e-09,2.2212987203586365e-10
1922,2.4663085891266485e-05,2.854082725077335e-07,7.155376894171386e-09,2.7864503363403005e-10
1923,2.4276851295975837e-05,2.857489716591642e-07,7.53779251714905e-09,3.031984782290006e-10
1924,2.400847707966542e-05,2.8128018568297974e-07,6.9683372405648925e-09,2.473355409371436e-10
1925,2.364308654380563e-05,2.79241638574084e-07,6.243489820383681e-09,2.3295530187412387e-10
1926,2.3329000344217222e-05,2.755085201247961e-07,5.7714738702482495e-09,2.274667716089291e-10
1927,2.3463596724988228e-05,2.764838882285403e-07,5.104686356156256e-09,2.270034953661642e-10
1928,2.306864397334201e-05,2.7753725362344994e-07,5.388006199932452e-09,1.6547815697075053e-10
1929,2.2882338920940777e-05,2.7613935214633655e-07,6.496850993694839e-09,2.447390564018294e-10
1930,2.2471283435671857e-05,2.759786273795076e-07,6.508269161693241e-09,2.2018561180685888e-10
1931,2.2072385815720607e-05,2.8160046586630673e-07,6.9624154061135155e-09,2.2018561180685888e-10
1932,2.2003519656469246e-05,2.791796751872815e-07,6.837145770179274e-09,2.438288578979605e-10
1933,2.2167830788280946e-05,2.8007982320689605e-07,6.685231860156396e-09,2.4407305343476793e-10
1934,2.230460397965674e-05,2.709874524141144e-07,8.180570697037735e-09,2.6627042436024237e-10
1935,2.313468004493708e-05,2.623028499166529e-07,8.111465594445072e-09,2.656832710184227e-10
1936,2.4092363673844375e-05,2.520984046278889e-07,7.82092949133276e-09,1.1396848742517562e-10
1937,2.5467893595175284e-05,2.388748307729267e-07,7.557418183320611e-09,2.0373815531485714e-10
1938,2.6765790088185376e-05,2.2316912000925576e-07,7.770379895077895e-09,2.2549040610910153e-10
1939,2.767074563182957e-05,2.14054393511885e-07,8.840944484437126e-09,2.0184716001799988e-10
1940,2.798150334066512e-05,2.0200996329679454e-07,9.087617705968602e-09,1.786800013503509e-10
1941,2.83030655867021e-05,1.9902527981230378e-07,7.798944537792555e-09,1.3374425178458438e-10
1942,2.769832592873302e-05,1.9191358546777337e-07,7.881465004442946e-09,1.3642996454787948e-10
1943,2.6863667569289517e-05,1.9031693909710157e-07,7.462414686187913e-09,1.5788328977528465e-10
1944,2.594533101988158e-05,1.9534116851056232e-07,7.975538007798377e-09,6.811362188560314e-11
1945,2.5712942130797144e-05,1.956743947825349e-07,7.951816792330289e-09,4.6361371091358756e-11
1946,2.523089642636478e-05,1.9652706433654593e-07,7.119955736101247e-09,6.29094752481661e-11
1947,2.499677196153373e-05,1.983365385577989e-07,6.7578249662858525e-09,1.1258040135052129e-10
1948,2.4897991741974173e-05,1.9827527556312168e-07,6.376739263609059e-09,1.2968040133795204e-10
1949,2.5340744416878026e-05,2.0000317135782097e-07,6.697793811635425e-09,1.2177851782535498e-10
1950,2.6278521285608542e-05,1.9816262205755004e-07,7.227098792433091e-09,1.510851206048309e-10
1951,2.7439159696638982e-05,1.9487957761806944e-07,8.310430058397093e-09,1.510851206048309e-10
1952,2.7798117766256576e-05,1.9309582910409517e-07,9.069424195778147e-09,1.9813696715077966e-10
1953,2.8480245288977e-05,1.9328970576485256e-07,9.440413022738475e-09,2.286565738339265e-10
1954,2.9192962496641224e-05,1.9376875164717993e-07,9.717589082620343e-09,1.93501603629187e-10
1955,2.9873695893911645e-05,2.0095897111462235e-07,1.0181240739370878e-08,1.7640160364175627e-10
1956,3.0286757204781418e-05,1.9892709701707645e-07,1.0033552909151564e-08,1.728634467710956e-10
1957,3.0277207250557175e-05,2.00262312383919e-07,9.996949807649408e-09,1.4759097019930882e-10
1958,3.0069352890547763e-05,1.983009220956384e-07,9.166329282907424e-09,1.5949277811154261e-10
1959,2.9750071917078458e-05,2.0813121588097211e-07,8.35027564554431e-09,1.3502880956219243e-10
1960,2.9791640502350803e-05,2.0664293336787004e-07,8.432383045788226e-09,1.0913682061250033e-10
1961,3.009646310861821e-05,2.020538606270098e-07,9.452049682628122e-09,1.0587643361243642e-10
1962,3.029896288353484e-05,1.9422739074213625e-07,9.280463128139412e-09,1.1607818971899014e-10
1963,3.115064542466176e-05,1.947060427807758e-07,9.185491415105877e-09,1.4222561025726118e-10
1964,3.141707202303223e-05,1.9225688317549482e-07,8.841907269844081e-09,1.4371808901688813e-10
1965,3.1642134542510447e-05,1.9863890291357427e-07,8.668934776372744e-09,1.318162811046543e-10
1966,3.1980377181233575e-05,1.9136588085595057e-07,9.728935625373327e-09,1.2681454596747647e-10
1967,3.28923509057079e-05,1.9436360787494777e-07,1.1155761901550574e-08,1.0563882407721437e-10
1968,3.288939842605032e-05,1.955986793486123e-07,1.06425686041689e-08,1.1209633816416137e-10
1969,3.276591762966875e-05,1.9493558462662414e-07,1.1541818802283745e-08,1.4677901156406088e-10
1970,3.226290313510357e-05,1.9322967708441346e-07,1.1772358262821366e-08,1.0716358554509396e-10
1971,3.2392532115669125e-05,1.8989654344230595e-07,1.2528434924417655e-08,8.018365535037272e-11
1972,3.217984600009264e-05,1.8205490245496288e-07,1.3004454909751724e-08,8.887910050793733e-11
1973,3.1891396897013434e-05,1.7911938649766463e-07,1.2891609176993564e-08,9.605524907220695e-11
1974,3.124717789302979e-05,1.7572354847418735e-07,1.1269671101083695e-08,1.2049775859652405e-10
1975,3.074740795584928e-05,1.76532477017385e-07,1.1007053744650972e-08,1.1900367596113474e-10
1976,3.0361652014627388e-05,1.7351336266204142e-07,1.1149909757384485e-08,9.019210874182195e-11
1977,2.9946887609964635e-05,1.7439637848123572e-07,1.1025364684716773e-08,9.821851962695963e-11
1978,2.9729657139146832e-05,1.9030422647249778e-07,1.0583945719844223e-08,9.821851962695963e-11
1979,2.9751817627194604e-05,2.0287353460649422e-07,9.605065631745902e-09,8.952307446939502e-11
1980,2.989896659398385e-05,2.178824018983505e-07,9.582454639302438e-09,8.043443788003607e-11
1981,2.9730429949787712e-05,2.316500362959622e-07,1.0054933647601111e-08,1.0177072181015236e-10
1982,2.996250857125103e-05,2.4432908471031365e-07,9.876117891747884e-09,1.2260919759635565e-10
1983,3.046909737999418e-05,2.5357466475790194e-07,8.815164788598752e-09,1.2134134669272711e-10
1984,3.088170810120313e-05,2.644525198190552e-07,8.82075536422024e-09,1.4271730920072708e-10
1985,3.08699527522549e-05,2.557185691135341e-07,8.90949149377564e-09,1.499513841469418e-10
1986,3.0868271486334766e-05,2.509277408080379e-07,9.072046923210207e-09,1.5685993922416e-10
1987,3.082811547626209e-05,2.40099824720476e-07,8.073536759768883e-09,1.6124868652624335e-10
1988,3.081142806747396e-05,2.2961033201746822e-07,7.969267024066085e-09,1.362641225053997e-10
1989,3.0905677704140544e-05,2.2229751144615356e-07,8.109063833115572e-09,1.2581469348492214e-10
1990,3.065229455907164e-05,2.204927369575671e-07,8.320686552463843e-09,1.2432460666115094e-10
1991,3.076266615867748e-05,2.1691495330092687e-07,9.156350408038146e-09,1.2119930703887886e-10
1992,3.135795174914945e-05,2.166305108630695e-07,9.317205356446884e-09,1.2668992442423288e-10
1993,3.185956614158515e-05,2.1460076433348669e-07,9.680466523625292e-09,1.4554680674968727e-10
1994,3.275198884823892e-05,2.1813790697576353e-07,1.0700557138777965e-08,1.7100631228521886e-10
1995,3.349580219946802e-05,2.2123435477234515e-07,1.0825448093498835e-08,1.5659921425080293e-10
1996,3.4275417419848964e-05,2.2627208246766323e-07,1.0933658042436686e-08,1.741054428604029e-10
1997,3.5125221204777646e-05,2.292137902973731e-07,1.1012957403165404e-08,1.7229556719836455e-10
1998,3.5815537557937205e-05,2.2437839878161219e-07,1.017723505469803e-08,1.806852192666662e-10
1999,3.606779344928717e-05,2.2417955847231497e-07,9.609035725840646e-09,2.004999921050616e-10
2000,3.658850515161508e-05,2.2420312209955488e-07,9.334664596849507e-09,2.058891296539768e-10
2001,3.6777465928545485e-05,2.2367174778992194e-07,9.229585984371624e-09,2.0093306235139226e-10
2002,3.7045634339197674e-05,2.2621067736443884e-07,9.576135567052851e-09,1.9991448476800296e-10
2003,3.707116723359961e-05,2.2211122338181406e-07,1.0137132657104888e-08,1.9190717170142994e-10
2004,3.695243867696263e-05,2.252291133280388e-07,1.004156516667568e-08,2.258210374647288e-10
2005,3.6687513784272596e-05,2.4113908685714183e-07,1.0519865740426276e-08,2.0606009260015767e-10
2006,3.688080219684967e-05,2.540114698896494e-07,1.067454429610442e-08,1.7866719958673346e-10
2007,3.6871837697357736e-05,2.600395155078721e-07,1.0526881905852698e-08,1.528797857157966e-10
2008,3.703318725456484e-05,2.668715808340494e-07,9.603767178337615e-09,1.1231394534643485e-10
2009,3.670339096320926e-05,2.762950300296195e-07,8.649192409900967e-09,1.0694539153065032e-10
2010,3.620522693381645e-05,2.8854632562667704e-07,7.580419530179533e-09,7.902622108289594e-11
2011,3.6245963981075746e-05,2.993935400549422e-07,7.132021513050242e-09,3.82497035037296e-11
2012,3.6072228665164274e-05,3.0226992261564843e-07,6.111809154012755e-09,5.538306767559144e-11
2013,3.5382797380277354e-05,3.044056394888425e-07,5.6601654157313015e-09,8.769365590831159e-11
2014,3.4334207157371566e-05,3.2317042756143823e-07,5.756634090049926e-09,9.791374457255943e-11
2015,3.2988796842151456e-05,3.392002391982325e-07,8.622420365002524e-09,1.250671015164327e-10
2016,3.245763582526706e-05,3.4709396702835094e-07,9.22601963080995e-09,2.064274168267488e-10
2017,3.2467724546828926e-05,3.538327177921019e-07,9.856209256161227e-09,2.3127956205274783e-10
2018,3.1767665495863186e-05,3.5621953884401594e-07,1.086554641815951e-08,2.710361185487287e-10
2019,3.116345214948524e-05,3.616202164380411e-07,1.2497941903610865e-08,2.8272664417960947e-10
