ngram,item,itm,iteem,itm
1867,1.0791614580999262e-05,1.7503644375186208e-08,1.3804545998371712e-10,1.7503644375186208e-08
1868,1.0792697659261258e-05,1.779054554467458e-08,1.3804545998371712e-10,1.779054554467458e-08
1869,1.0765446599439851e-05,1.705577698122137e-08,1.3804545998371712e-10,1.705577698122137e-08
1870,1.0924920908499708e-05,1.6600757213325323e-08,9.030757887527687e-11,1.6600757213325323e-08
1871,1.1319223631289788e-05,1.6027752204804202e-08,4.321245742186111e-11,1.6027752204804202e-08
1872,1.1421504625884285e-05,1.5379171840785536e-08,8.416416769867802e-11,1.5379171840785536e-08
1873,1.1597824076099122e-05,1.5151406351776586e-08,1.6218167285332796e-10,1.5151406351776586e-08
1874,1.1744411754729559e-05,1.546512302346465e-08,1.1896921543146684e-10,1.546512302346465e-08
1875,1.2104774993661391e-05,1.536002804312732e-08,1.1896921543146684e-10,1.536002804312732e-08
1876,1.2347435975763282e-05,1.5720238571199322e-08,1.1896921543146684e-10,1.5720238571199322e-08
1877,1.2651762777490408e-05,1.5964747111598043e-08,1.5392088794006853e-10,1.5964747111598043e-08
1878,1.2687786433421674e-05,1.6872727088517488e-08,1.9020624757765907e-10,1.6872727088517488e-08
1879,1.3013240797070985e-05,1.628285658686731e-08,2.1908216510776616e-10,1.628285658686731e-08
1880,1.3157992205898544e-05,1.764172998162751e-08,1.7395134340894965e-10,1.764172998162751e-08
1881,1.3345072147785686e-05,1.8611415266077203e-08,1.7395134340894965e-10,1.8611415266077203e-08
1882,1.3458027102128004e-05,1.948241085918718e-08,1.7395134340894965e-10,1.948241085918718e-08
1883,1.3810515026437184e-05,1.9174094819821415e-08,2.0607397137923604e-10,1.9174094819821415e-08
1884,1.4207621461537201e-05,1.8641357917610028e-08,2.016332061633668e-10,1.8641357917610028e-08
1885,1.4518045645672828e-05,1.763222913707198e-08,1.6534784652577628e-10,1.763222913707198e-08
1886,1.4579866209325182e-05,1.812511715318773e-08,1.5069745055004295e-10,1.812511715318773e-08
1887,1.4541194884389239e-05,1.6948506090638408e-08,1.1781076709420953e-10,1.6948506090638408e-08
1888,1.4658742137336439e-05,1.619938875104968e-08,1.1781076709420953e-10,1.619938875104968e-08
1889,1.4753702089365106e-05,1.511448921576175e-08,1.439816619105575e-10,1.511448921576175e-08
1890,1.4665434719063342e-05,1.509595014072472e-08,1.3715472408597813e-10,1.509595014072472e-08
1891,1.4587785179693518e-05,1.5482047643899932e-08,1.3224886860222337e-10,1.5482047643899932e-08
1892,1.4598668842934006e-05,1.4515032096897227e-08,1.3224886860222337e-10,1.4515032096897227e-08
1893,1.4790311329956499e-05,1.355412721742206e-08,1.231949839760763e-10,1.355412721742206e-08
1894,1.5227887290945676e-05,1.3729321172003698e-08,1.4528675683157998e-10,1.3729321172003698e-08
1895,1.5433084757075578e-05,1.2751891606147377e-08,1.4528675683157998e-10,1.2751891606147377e-08
1896,1.55309754908168e-05,1.2257178383379141e-08,1.3849628785081843e-10,1.2257178383379141e-08
1897,1.5785322310486144e-05,1.1937445698606552e-08,1.3177735291858284e-10,1.1937445698606552e-08
1898,1.605284757845636e-05,1.116508904378374e-08,1.0617230110960512e-10,1.116508904378374e-08
1899,1.6746303247470807e-05,1.4247031237297442e-08,1.0617230110960512e-10,1.4247031237297442e-08
1900,1.7120006045193543e-05,1.6339081579782747e-08,7.811955844110635e-11,1.6339081579782747e-08
1901,1.7485095668234862e-05,1.5255558340397457e-08,5.602778558560268e-11,1.5255558340397457e-08
1902,1.79791098032313e-05,1.5337891845490503e-08,7.3246075871225e-11,1.5337891845490503e-08
1903,1.881477536309311e-05,1.527577404252562e-08,6.980479488089791e-11,1.527577404252562e-08
1904,1.9590501064418015e-05,1.493830329276794e-08,5.122803966742648e-11,1.493830329276794e-08
1905,2.0902353623699e-05,1.478994285771965e-08,6.647490197186912e-11,1.478994285771965e-08
1906,2.1422894341022974e-05,1.1344106416138239e-08,8.198988809311153e-11,1.1344106416138239e-08
1907,2.1888668405673733e-05,9.121752178994517e-09,9.321963141882352e-11,9.121752178994517e-09
1908,2.263072409342775e-05,9.356502937509146e-09,1.0694408553169055e-10,9.356502937509146e-09
1909,2.355900817617242e-05,8.967962689914494e-09,1.3106882345332542e-10,8.967962689914494e-09
1910,2.4533128453185782e-05,9.703819018166574e-09,1.5645134691734596e-10,9.703819018166574e-09
1911,2.543751335386852e-05,9.631994567018052e-09,1.5645134691734596e-10,9.631994567018052e-09
1912,2.5596219659616638e-05,9.811246735681931e-09,1.4120448461290332e-10,9.811246735681931e-09
1913,2.664388713518357e-05,1.0093236595715943e-08,1.256894984916609e-10,1.0093236595715943e-08
1914,2.7892230978717896e-05,9.651541851444075e-09,1.1100564019571126e-10,9.651541851444075e-09
1915,2.8995939438963042e-05,9.006971359225093e-09,9.728118608284423e-11,9.006971359225093e-09
1916,3.0021393415933873e-05,9.275679335729592e-09,7.09900204097304e-11,9.275679335729592e-09
1917,3.1029168634891645e-05,9.024373946532803e-09,2.966835210045054e-11,9.024373946532803e-09
1918,3.274976864174407e-05,9.074559453076908e-09,4.404859116347026e-11,9.074559453076908e-09
1919,3.4036543573685254e-05,8.997733796129687e-09,4.404859116347026e-11,8.997733796129687e-09
1920,3.426104896269473e-05,1.012038370567276e-08,6.725024604652724e-11,1.012038370567276e-08
1921,3.5562349824301365e-05,1.040722263923044e-08,5.263375648022008e-11,1.040722263923044e-08
1922,3.581887202536953e-05,1.0384100880754334e-08,7.678505252263688e-11,1.0384100880754334e-08
1923,3.6229535908205435e-05,1.033151919571651e-08,6.173318998849351e-11,1.033151919571651e-08
1924,3.618066434033348e-05,1.0354608408797666e-08,6.173318998849351e-11,1.0354608408797666e-08
1925,3.625189128797501e-05,1.0072614615402081e-08,4.735295092547379e-11,1.0072614615402081e-08
1926,3.647868600507666e-05,1.0278601462029461e-08,4.735295092547379e-11,1.0278601462029461e-08
1927,3.76267998944968e-05,9.048951429438797e-09,2.4151296042416804e-11,9.048951429438797e-09
1928,3.759343183316689e-05,8.861277045468796e-09,2.4151296042416804e-11,8.861277045468796e-09
1929,3.872747921767379e-05,9.331977666805967e-09,0.0,9.331977666805967e-09
1930,3.976438893005252e-05,9.277269301983487e-09,0.0,9.277269301983487e-09
1931,4.102136517758481e-05,8.622516986126324e-09,0.0,8.622516986126324e-09
1932,4.121834457951731e-05,9.028884053106725e-09,2.3643246091101642e-11,9.028884053106725e-09
1933,4.220832436528456e-05,8.8364966137939e-09,6.997756342639962e-11,8.8364966137939e-09
1934,4.27619852416683e-05,9.047650248053936e-09,9.244543820928288e-11,9.047650248053936e-09
1935,4.3255531116821135e-05,9.353976133346415e-09,1.1466777130994136e-10,9.353976133346415e-09
1936,4.4056187886911046e-05,8.976950738315281e-09,1.5654263599681632e-10,8.976950738315281e-09
1937,4.4606410353610825e-05,8.409153246751494e-09,1.789850529692367e-10,8.409153246751494e-09
1938,4.587263694182704e-05,8.54276433719698e-09,1.789850529692367e-10,8.54276433719698e-09
1939,4.712066843889521e-05,8.144824624269274e-09,1.5534180687813504e-10,8.144824624269274e-09
1940,4.789260024803558e-05,8.217132752008638e-09,1.3480075191006436e-10,8.217132752008638e-09
1941,4.9157517163881236e-05,8.55135302251548e-09,1.674900178867083e-10,8.55135302251548e-09
1942,5.059953712459121e-05,9.138618369978043e-09,1.9508377651395696e-10,9.138618369978043e-09
1943,5.1504384568293714e-05,9.677229176726802e-09,1.9611556228189235e-10,9.677229176726802e-09
1944,5.3341236967493645e-05,1.0167910069469599e-08,1.7367314530947198e-10,1.0167910069469599e-08
1945,5.328385564748065e-05,1.0182600159883544e-08,1.924425658510793e-10,1.0182600159883544e-08
1946,5.317998719484811e-05,1.025411996583411e-08,1.924425658510793e-10,1.025411996583411e-08
1947,5.3182020825001276e-05,1.018584188423282e-08,1.8320627951215077e-10,1.018584188423282e-08
1948,5.3498095180007764e-05,9.700549062431816e-09,1.4514913874005434e-10,9.700549062431816e-09
1949,5.3690884150065745e-05,9.713430060287465e-09,1.123392093635037e-10,9.713430060287465e-09
1950,5.3549430698954635e-05,9.920614805837756e-09,6.943255890869336e-11,9.920614805837756e-09
1951,5.296080988565726e-05,9.994451234872161e-09,6.943255890869336e-11,9.994451234872161e-09
1952,5.32017152831291e-05,1.0145370004417081e-08,6.634708754615914e-11,1.0145370004417081e-08
1953,5.36864109952668e-05,1.0276955540535125e-08,1.1341479838611335e-10,1.0276955540535125e-08
1954,5.385148376392733e-05,1.0171737737810612e-08,1.1137377825543027e-10,1.0171737737810612e-08
1955,5.317620213775497e-05,9.945852649398797e-09,9.427377826799952e-11,9.945852649398797e-09
1956,5.3000148909632117e-05,9.525496708866804e-09,1.0420362687803473e-10,9.525496708866804e-09
1957,5.289038901017713e-05,1.0059474903861038e-08,1.2969107831312902e-10,1.0059474903861038e-08
1958,5.244610916374118e-05,9.976509396381061e-09,1.6539650105855992e-10,9.976509396381061e-09
1959,5.187348350383607e-05,9.859366910193655e-09,1.497125518794868e-10,9.859366910193655e-09
1960,5.1569600015812155e-05,9.715568286391577e-09,1.026448410395326e-10,9.715568286391577e-09
1961,5.1727745553112724e-05,9.711829435892533e-09,8.812888514191692e-11,9.711829435892533e-09
1962,5.217858883302792e-05,1.0066942834896508e-08,1.0853239735502435e-10,1.0066942834896508e-08
1963,5.175658952794038e-05,1.002707250563617e-08,9.150024289837435e-11,1.002707250563617e-08
1964,5.159927864692041e-05,9.384985994691825e-09,7.500610152818713e-11,9.384985994691825e-09
1965,5.085552558219726e-05,9.588449399546204e-09,4.811576038392979e-11,9.588449399546204e-09
1966,5.051767896345284e-05,9.887484608839259e-09,8.328804610277122e-11,9.887484608839259e-09
1967,5.000303229150761e-05,1.0629526719136656e-08,8.328804610277122e-11,1.0629526719136656e-08
1968,4.920650930476508e-05,1.2805980656846065e-08,1.187142120717688e-10,1.2805980656846065e-08
1969,4.8400309814106936e-05,1.3337967682705961e-08,9.831069985866137e-11,1.3337967682705961e-08
1970,4.7816086277764824e-05,1.3727929777067921e-08,1.1471537013958105e-10,1.3727929777067921e-08
1971,4.7298995923483744e-05,1.458861831338254e-08,1.0572206007467396e-10,1.458861831338254e-08
1972,4.729886963364801e-05,1.5532636890977107e-08,1.4907964941888808e-10,1.5532636890977107e-08
1973,4.758561720206801e-05,1.6614340252780428e-08,1.7168604236696338e-10,1.6614340252780428e-08
1974,4.7722298144695484e-05,1.7481012320225934e-08,1.8798104838608458e-10,1.7481012320225934e-08
1975,4.7784624517329834e-05,1.751927555407714e-08,1.7688338194948068e-10,1.751927555407714e-08
1976,4.7622962613656584e-05,1.8771159103282897e-08,1.8491981309305087e-10,1.8771159103282897e-08
1977,4.79226146126166e-05,2.00962789266766e-08,1.7466410807766485e-10,2.00962789266766e-08
1978,4.787659885810821e-05,2.103747144742231e-08,1.9098396524966762e-10,2.103747144742231e-08
1979,4.7764606798799445e-05,2.1808646824946924e-08,1.6319439698407401e-10,2.1808646824946924e-08
1980,4.79682587735754e-05,2.2652220416879184e-08,1.5243668480269257e-10,2.2652220416879184e-08
1981,4.807473461759011e-05,2.457957266293371e-08,1.3614167878357135e-10,2.457957266293371e-08
1982,4.824255250111621e-05,2.5603562698555445e-08,1.2663616930879458e-10,2.5603562698555445e-08
1983,4.7993629518064805e-05,2.6979382537563523e-08,1.4080725573612744e-10,2.6979382537563523e-08
1984,4.754898795259318e-05,2.7914552954858403e-08,1.6885799603809966e-10,2.7914552954858403e-08
1985,4.7201771979286734e-05,2.8396561039098093e-08,1.7424036420037632e-10,2.8396561039098093e-08
1986,4.69852337638648e-05,2.9328407638981195e-08,1.5676581659780046e-10,2.9328407638981195e-08
1987,4.62076771197774e-05,3.0515350500438995e-08,1.2311978520029854e-10,3.0515350500438995e-08
1988,4.5405301664556775e-05,3.1139467893126493e-08,1.2311978520029854e-10,3.1139467893126493e-08
1989,4.5513996155932546e-05,3.274514170925613e-08,1.0829679514268165e-10,3.274514170925613e-08
1990,4.6438111374819914e-05,3.387146360215151e-08,9.274673985164889e-11,3.387146360215151e-08
1991,4.6527057877808276e-05,3.4205969866109494e-08,5.521244622211771e-11,3.4205969866109494e-08
1992,4.6742971400297915e-05,3.399234544636849e-08,3.3510220887838265e-11,3.399234544636849e-08
1993,4.635039554809087e-05,3.313454222109158e-08,4.592574386262451e-11,3.313454222109158e-08
1994,4.6477277854657064e-05,3.1521686340494984e-08,3.2550808774591185e-11,3.1521686340494984e-08
1995,4.617352637329272e-05,2.9494267853432835e-08,3.893794017376503e-11,2.9494267853432835e-08
1996,4.514219784011532e-05,2.6768064082765316e-08,3.893794017376503e-11,2.6768064082765316e-08
1997,4.396973443882806e-05,2.3865262528082505e-08,4.3785526791597e-11,2.3865262528082505e-08
1998,4.331398044346965e-05,2.2331693319951488e-08,3.721625834888062e-11,2.2331693319951488e-08
1999,4.259234680960487e-05,2.1854910262472264e-08,4.806274673886866e-11,2.1854910262472264e-08
2000,4.221563670268681e-05,2.097180740179283e-08,2.873866868686419e-11,2.097180740179283e-08
2001,4.1165301809087396e-05,2.0915890733671664e-08,2.873866868686419e-11,2.0915890733671664e-08
2002,4.0832614364002696e-05,2.0414283343127082e-08,3.308864491925943e-11,2.0414283343127082e-08
2003,4.026524506376258e-05,1.9618308247767605e-08,4.856305635403402e-11,1.9618308247767605e-08
2004,3.916098389059438e-05,1.9295885524327006e-08,4.715109949307969e-11,1.9295885524327006e-08
2005,3.837464308682164e-05,1.9022317181744645e-08,7.199406646237908e-11,1.9022317181744645e-08
2006,3.75342122944338e-05,1.7799163539880932e-08,6.114757807239104e-11,1.7799163539880932e-08
2007,3.696232358509276e-05,1.7860692480553553e-08,6.114757807239104e-11,1.7860692480553553e-08
2008,3.630051859155563e-05,1.5940404171236163e-08,6.114757807239104e-11,1.5940404171236163e-08
2009,3.493598991813737e-05,1.4822377230367628e-08,6.28565076971859e-11,1.4822377230367628e-08
2010,3.3783932459690345e-05,1.3086977279641587e-08,5.147599236746522e-11,1.3086977279641587e-08
2011,3.2587383819710726e-05,1.1447386911405438e-08,4.602529741255206e-11,1.1447386911405438e-08
2012,3.1419362390546924e-05,9.5058439849741e-09,2.118233044325267e-11,9.5058439849741e-09
2013,3.0284390179856147e-05,8.139372414157314e-09,2.118233044325267e-11,8.139372414157314e-09
2014,2.8529820545892498e-05,6.541478787218986e-09,2.63780805234307e-11,6.541478787218986e-09
2015,2.6778261599247344e-05,6.212927061710616e-09,2.63780805234307e-11,6.212927061710616e-09
2016,2.591063171816391e-05,5.364594102275078e-09,2.0190529060167985e-11,5.364594102275078e-09
2017,2.518907755681236e-05,5.322555507447646e-09,1.8779405114299763e-11,5.322555507447646e-09
2018,2.4684677919140084e-05,5.340670305997719e-09,1.6035930222590978e-11,5.340670305997719e-09
2019,2.406195199000649e-05,5.395607072244957e-09,2.004491277823872e-11,5.395607072244957e-09
