ngram,kid,kid,kid,kiid
1843,1.6422455116428734e-06,1.6422455116428734e-06,1.6422455116428734e-06,5.74962640989948e-10
1844,1.625701169619528e-06,1.625701169619528e-06,1.625701169619528e-06,7.085283550343848e-10
1845,1.5444955871706561e-06,1.5444955871706561e-06,1.5444955871706561e-06,7.560931484082037e-10
1846,1.5192714662199641e-06,1.5192714662199641e-06,1.5192714662199641e-06,7.349712743171771e-10
1847,1.5158753967625671e-06,1.5158753967625671e-06,1.5158753967625671e-06,1.0379985918415206e-09
1848,1.5090256348620251e-06,1.5090256348620251e-06,1.5090256348620251e-06,1.0468164589129613e-09
1849,1.5355225286839413e-06,1.5355225286839413e-06,1.5355225286839413e-06,1.2009591654482676e-09
1850,1.5715379829219143e-06,1.5715379829219143e-06,1.5715379829219143e-06,1.2958989833603392e-09
1851,1.616137621697687e-06,1.616137621697687e-06,1.616137621697687e-06,1.255190459506902e-09
1852,1.652438202524666e-06,1.652438202524666e-06,1.652438202524666e-06,1.5605898795456596e-09
1853,1.6734005937126182e-06,1.6734005937126182e-06,1.6734005937126182e-06,1.4784082212417259e-09
1854,1.6679442101771462e-06,1.6679442101771462e-06,1.6679442101771462e-06,1.3773883462369391e-09
1855,1.6653263920878608e-06,1.6653263920878608e-06,1.6653263920878608e-06,1.3161428930834924e-09
1856,1.6671421982599505e-06,1.6671421982599505e-06,1.6671421982599505e-06,1.3993775820659543e-09
1857,1.6725342675272259e-06,1.6725342675272259e-06,1.6725342675272259e-06,1.641377351495927e-09
1858,1.6554984248224564e-06,1.6554984248224564e-06,1.6554984248224564e-06,1.7213307049576291e-09
1859,1.6710726445775696e-06,1.6710726445775696e-06,1.6710726445775696e-06,1.398503162481595e-09
1860,1.7146333967892652e-06,1.7146333967892652e-06,1.7146333967892652e-06,1.7162150748159126e-09
1861,1.7323469429746702e-06,1.7323469429746702e-06,1.7323469429746702e-06,1.740154353946366e-09
1862,1.7464806530499897e-06,1.7464806530499897e-06,1.7464806530499897e-06,1.8055221920728774e-09
1863,1.7258284482782723e-06,1.7258284482782723e-06,1.7258284482782723e-06,1.650543003859996e-09
1864,1.7145988197496211e-06,1.7145988197496211e-06,1.7145988197496211e-06,1.407793659424783e-09
1865,1.7158338973136518e-06,1.7158338973136518e-06,1.7158338973136518e-06,1.4118893197436121e-09
1866,1.729694970111138e-06,1.729694970111138e-06,1.729694970111138e-06,1.4060596338032789e-09
1867,1.6997037001991494e-06,1.6997037001991494e-06,1.6997037001991494e-06,1.299363125032268e-09
1868,1.707031596457195e-06,1.707031596457195e-06,1.707031596457195e-06,1.4319099874070064e-09
1869,1.688600897458465e-06,1.688600897458465e-06,1.688600897458465e-06,1.5257239915911214e-09
1870,1.7004383120625529e-06,1.7004383120625529e-06,1.7004383120625529e-06,1.551456185744371e-09
1871,1.6918591135046363e-06,1.6918591135046363e-06,1.6918591135046363e-06,1.6601462585593855e-09
1872,1.6835970037781017e-06,1.6835970037781017e-06,1.6835970037781017e-06,1.7289503162487563e-09
1873,1.6519182476518575e-06,1.6519182476518575e-06,1.6519182476518575e-06,1.7080268469423947e-09
1874,1.6300472062929266e-06,1.6300472062929266e-06,1.6300472062929266e-06,1.5282335317858197e-09
1875,1.5832441541923409e-06,1.5832441541923409e-06,1.5832441541923409e-06,1.3703150915565588e-09
1876,1.581026676181604e-06,1.581026676181604e-06,1.581026676181604e-06,1.1302919711297932e-09
1877,1.5524325525413069e-06,1.5524325525413069e-06,1.5524325525413069e-06,1.3108628627023222e-09
1878,1.5307745440752894e-06,1.5307745440752894e-06,1.5307745440752894e-06,1.2531239855308384e-09
1879,1.5340289922148389e-06,1.5340289922148389e-06,1.5340289922148389e-06,1.1121551616152407e-09
1880,1.5180389709712472e-06,1.5180389709712472e-06,1.5180389709712472e-06,1.1534402480758592e-09
1881,1.5148925090865565e-06,1.5148925090865565e-06,1.5148925090865565e-06,1.23178679161435e-09
1882,1.5477472581031698e-06,1.5477472581031698e-06,1.5477472581031698e-06,1.0960308057964392e-09
1883,1.5336520229019307e-06,1.5336520229019307e-06,1.5336520229019307e-06,1.2121026008290618e-09
1884,1.525651587793878e-06,1.525651587793878e-06,1.525651587793878e-06,1.1066731261547398e-09
1885,1.5336986345053966e-06,1.5336986345053966e-06,1.5336986345053966e-06,1.0486015230729402e-09
1886,1.553806068191729e-06,1.553806068191729e-06,1.553806068191729e-06,1.1093917847862907e-09
1887,1.5502172345804865e-06,1.5502172345804865e-06,1.5502172345804865e-06,1.0226075621209775e-09
1888,1.5739438075408024e-06,1.5739438075408024e-06,1.5739438075408024e-06,9.457881144925295e-10
1889,1.5621944352720414e-06,1.5621944352720414e-06,1.5621944352720414e-06,1.0379943333432046e-09
1890,1.5836737280291606e-06,1.5836737280291606e-06,1.5836737280291606e-06,9.717370162500215e-10
1891,1.6134867369796017e-06,1.6134867369796017e-06,1.6134867369796017e-06,9.068851146233823e-10
1892,1.6229613330714138e-06,1.6229613330714138e-06,1.6229613330714138e-06,9.995879362329723e-10
1893,1.614407308027564e-06,1.614407308027564e-06,1.614407308027564e-06,9.954879460443473e-10
1894,1.6554761584432396e-06,1.6554761584432396e-06,1.6554761584432396e-06,1.2384204376278011e-09
1895,1.6663260891748775e-06,1.6663260891748775e-06,1.6663260891748775e-06,1.2420967429197356e-09
1896,1.740075699022522e-06,1.740075699022522e-06,1.740075699022522e-06,1.220734339010424e-09
1897,1.748359993923389e-06,1.748359993923389e-06,1.748359993923389e-06,1.2242931747761888e-09
1898,1.7879891791900654e-06,1.7879891791900654e-06,1.7879891791900654e-06,1.1352486569852056e-09
1899,1.8022121496739731e-06,1.8022121496739731e-06,1.8022121496739731e-06,1.046545532774295e-09
1900,1.8341760161482462e-06,1.8341760161482462e-06,1.8341760161482462e-06,1.1200316864444305e-09
1901,1.856274008917223e-06,1.856274008917223e-06,1.856274008917223e-06,7.83700007667143e-10
1902,1.8819327384075483e-06,1.8819327384075483e-06,1.8819327384075483e-06,7.506700479474406e-10
1903,1.8598187320354294e-06,1.8598187320354294e-06,1.8598187320354294e-06,7.106419401349737e-10
1904,1.91092609773997e-06,1.91092609773997e-06,1.91092609773997e-06,6.915808382317629e-10
1905,1.9226497118194985e-06,1.9226497118194985e-06,1.9226497118194985e-06,7.386117570736975e-10
1906,2.0168614745281436e-06,2.0168614745281436e-06,2.0168614745281436e-06,7.716621131763952e-10
1907,2.045862207264041e-06,2.045862207264041e-06,2.045862207264041e-06,6.97896167443725e-10
1908,2.090222746379108e-06,2.090222746379108e-06,2.090222746379108e-06,7.905551134358899e-10
1909,2.1420965237796608e-06,2.1420965237796608e-06,2.1420965237796608e-06,7.940242788670052e-10
1910,2.2189862777720137e-06,2.2189862777720137e-06,2.2189862777720137e-06,7.948066451022941e-10
1911,2.2715408119568437e-06,2.2715408119568437e-06,2.2715408119568437e-06,7.397421921049942e-10
1912,2.3536041615963247e-06,2.3536041615963247e-06,2.3536041615963247e-06,6.601768655554809e-10
1913,2.404699833797557e-06,2.404699833797557e-06,2.404699833797557e-06,5.789507325929374e-10
1914,2.4949495452476967e-06,2.4949495452476967e-06,2.4949495452476967e-06,4.47031794518057e-10
1915,2.5777912274601737e-06,2.5777912274601737e-06,2.5777912274601737e-06,4.647459421271348e-10
1916,2.70836994786805e-06,2.70836994786805e-06,2.70836994786805e-06,4.999330770789306e-10
1917,2.842925661233104e-06,2.842925661233104e-06,2.842925661233104e-06,4.873102536574945e-10
1918,3.0085272685807596e-06,3.0085272685807596e-06,3.0085272685807596e-06,5.608206815610473e-10
1919,3.1451401290334095e-06,3.1451401290334095e-06,3.1451401290334095e-06,5.741929808606677e-10
1920,3.2004821020694052e-06,3.2004821020694052e-06,3.2004821020694052e-06,7.169124639177277e-10
1921,3.242071443310124e-06,3.242071443310124e-06,3.242071443310124e-06,8.001259179023026e-10
1922,3.2852425907289477e-06,3.2852425907289477e-06,3.2852425907289477e-06,8.65826505729623e-10
1923,3.276749014600812e-06,3.276749014600812e-06,3.276749014600812e-06,8.000687790848155e-10
1924,3.261022454483152e-06,3.261022454483152e-06,3.261022454483152e-06,7.406959014387229e-10
1925,3.190965701703265e-06,3.190965701703265e-06,3.190965701703265e-06,7.493047928162713e-10
1926,3.217283425068932e-06,3.217283425068932e-06,3.217283425068932e-06,7.92890879936741e-10
1927,3.3121273515592165e-06,3.3121273515592165e-06,3.3121273515592165e-06,7.664462873892473e-10
1928,3.354227341593027e-06,3.354227341593027e-06,3.354227341593027e-06,6.539998542720582e-10
1929,3.3863112288859805e-06,3.3863112288859805e-06,3.3863112288859805e-06,5.113610804638061e-10
1930,3.375584420999595e-06,3.375584420999595e-06,3.375584420999595e-06,5.412624217874093e-10
1931,3.4137835232935946e-06,3.4137835232935946e-06,3.4137835232935946e-06,5.955399229318203e-10
1932,3.5087741382864934e-06,3.5087741382864934e-06,3.5087741382864934e-06,5.284386142953171e-10
1933,3.467444977494389e-06,3.467444977494389e-06,3.467444977494389e-06,4.1382379665856814e-10
1934,3.4648048118210032e-06,3.4648048118210032e-06,3.4648048118210032e-06,3.44526649273139e-10
1935,3.4896458730924806e-06,3.4896458730924806e-06,3.4896458730924806e-06,3.8897131547445593e-10
1936,3.5374909787476227e-06,3.5374909787476227e-06,3.5374909787476227e-06,3.8027458563024853e-10
1937,3.6129482136207765e-06,3.6129482136207765e-06,3.6129482136207765e-06,4.3803188060869454e-10
1938,3.5889948191782295e-06,3.5889948191782295e-06,3.5889948191782295e-06,4.680941031612715e-10
1939,3.584969428110136e-06,3.584969428110136e-06,3.584969428110136e-06,4.469524155543374e-10
1940,3.654915904657433e-06,3.654915904657433e-06,3.654915904657433e-06,5.243322006734782e-10
1941,3.7555097865801405e-06,3.7555097865801405e-06,3.7555097865801405e-06,4.896178423014724e-10
1942,3.896269942872875e-06,3.896269942872875e-06,3.896269942872875e-06,5.448053595559697e-10
1943,4.018241952508106e-06,4.018241952508106e-06,4.018241952508106e-06,6.101971190235795e-10
1944,4.074793163714016e-06,4.074793163714016e-06,4.074793163714016e-06,6.118129693342768e-10
1945,4.1618705576443716e-06,4.1618705576443716e-06,4.1618705576443716e-06,5.781293975294841e-10
1946,4.12334829239366e-06,4.12334829239366e-06,4.12334829239366e-06,5.779856593335353e-10
1947,4.051482652097807e-06,4.051482652097807e-06,4.051482652097807e-06,5.502768003167497e-10
1948,3.9695263954594595e-06,3.9695263954594595e-06,3.9695263954594595e-06,5.464196595195148e-10
1949,3.851568960401762e-06,3.851568960401762e-06,3.851568960401762e-06,5.488244501718396e-10
1950,3.7565296224784106e-06,3.7565296224784106e-06,3.7565296224784106e-06,4.92317754024236e-10
1951,3.703062312914491e-06,3.703062312914491e-06,3.703062312914491e-06,3.950389212176957e-10
1952,3.6748979904846886e-06,3.6748979904846886e-06,3.6748979904846886e-06,3.670130855972152e-10
1953,3.675321555160086e-06,3.675321555160086e-06,3.675321555160086e-06,3.6443648396674734e-10
1954,3.652751534640889e-06,3.652751534640889e-06,3.652751534640889e-06,3.5831342555723925e-10
1955,3.573736388976353e-06,3.573736388976353e-06,3.573736388976353e-06,4.084731868224191e-10
1956,3.4887241651761414e-06,3.4887241651761414e-06,3.4887241651761414e-06,3.7377624309157097e-10
1957,3.3796269625392076e-06,3.3796269625392076e-06,3.3796269625392076e-06,3.6124749124606074e-10
1958,3.290673703304492e-06,3.290673703304492e-06,3.290673703304492e-06,3.804038155903149e-10
1959,3.159820218050819e-06,3.159820218050819e-06,3.159820218050819e-06,4.011156050167029e-10
1960,3.061042954349042e-06,3.061042954349042e-06,3.061042954349042e-06,4.281629178188544e-10
1961,2.9679311280363308e-06,2.9679311280363308e-06,2.9679311280363308e-06,4.408928936224957e-10
1962,2.8839169447434998e-06,2.8839169447434998e-06,2.8839169447434998e-06,3.802401568212385e-10
1963,2.8727714769567162e-06,2.8727714769567162e-06,2.8727714769567162e-06,3.7232326745493896e-10
1964,2.855710980449138e-06,2.855710980449138e-06,2.855710980449138e-06,3.9704526174791765e-10
1965,2.909604485726699e-06,2.909604485726699e-06,2.909604485726699e-06,4.230454082281605e-10
1966,2.9833929602318676e-06,2.9833929602318676e-06,2.9833929602318676e-06,4.4321248258784504e-10
1967,3.134083044642466e-06,3.134083044642466e-06,3.134083044642466e-06,4.752336064355639e-10
1968,3.2647448538877403e-06,3.2647448538877403e-06,3.2647448538877403e-06,5.695169613684214e-10
1969,3.4128010416420044e-06,3.4128010416420044e-06,3.4128010416420044e-06,5.556405930600456e-10
1970,3.49486845152569e-06,3.49486845152569e-06,3.49486845152569e-06,5.576040145489308e-10
1971,3.6210094549460337e-06,3.6210094549460337e-06,3.6210094549460337e-06,5.125526451678551e-10
1972,3.6432030421045577e-06,3.6432030421045577e-06,3.6432030421045577e-06,5.63887859025439e-10
1973,3.6848468880634755e-06,3.6848468880634755e-06,3.6848468880634755e-06,5.089735359366441e-10
1974,3.660904342593442e-06,3.660904342593442e-06,3.660904342593442e-06,4.4357490498152837e-10
1975,3.737650266495101e-06,3.737650266495101e-06,3.737650266495101e-06,3.416707056169699e-10
1976,3.7899636871380996e-06,3.7899636871380996e-06,3.7899636871380996e-06,3.549222047213466e-10
1977,3.869397720076709e-06,3.869397720076709e-06,3.869397720076709e-06,3.336676986296995e-10
1978,3.955775550171633e-06,3.955775550171633e-06,3.955775550171633e-06,4.055251134893467e-10
1979,4.110514445138895e-06,4.110514445138895e-06,4.110514445138895e-06,3.4125053576567714e-10
1980,4.236704333899459e-06,4.236704333899459e-06,4.236704333899459e-06,3.6309194143388114e-10
1981,4.386699401948135e-06,4.386699401948135e-06,4.386699401948135e-06,3.681332183536057e-10
1982,4.558389524130949e-06,4.558389524130949e-06,4.558389524130949e-06,4.0841415566943747e-10
1983,4.757005561779286e-06,4.757005561779286e-06,4.757005561779286e-06,3.9784202321424544e-10
1984,5.008546655257565e-06,5.008546655257565e-06,5.008546655257565e-06,4.1651471359229117e-10
1985,5.235151937605613e-06,5.235151937605613e-06,5.235151937605613e-06,3.484577229936495e-10
1986,5.516326967023945e-06,5.516326967023945e-06,5.516326967023945e-06,3.2732573794293426e-10
1987,5.827878404878513e-06,5.827878404878513e-06,5.827878404878513e-06,3.1928021734398525e-10
1988,6.148820115673256e-06,6.148820115673256e-06,6.148820115673256e-06,3.636097494525663e-10
1989,6.401392965926789e-06,6.401392965926789e-06,6.401392965926789e-06,3.544959524339118e-10
1990,6.653012665732863e-06,6.653012665732863e-06,6.653012665732863e-06,3.981180167280028e-10
1991,6.9198758215601885e-06,6.9198758215601885e-06,6.9198758215601885e-06,3.787288796067553e-10
1992,7.123845015095347e-06,7.123845015095347e-06,7.123845015095347e-06,3.633890004382602e-10
1993,7.361880502035742e-06,7.361880502035742e-06,7.361880502035742e-06,3.8728565493473255e-10
1994,7.620193758027329e-06,7.620193758027329e-06,7.620193758027329e-06,3.9249842166093936e-10
1995,7.852807162375289e-06,7.852807162375289e-06,7.852807162375289e-06,3.4710001440523593e-10
1996,8.183328061152548e-06,8.183328061152548e-06,8.183328061152548e-06,3.239942272803553e-10
1997,8.787370331577091e-06,8.787370331577091e-06,8.787370331577091e-06,2.910298103699281e-10
1998,9.41824094167844e-06,9.41824094167844e-06,9.41824094167844e-06,2.8628092654406755e-10
1999,1.0126598031742365e-05,1.0126598031742365e-05,1.0126598031742365e-05,3.7211372871936987e-10
2000,1.0872994997563573e-05,1.0872994997563573e-05,1.0872994997563573e-05,3.5173742886561246e-10
2001,1.1554974402575421e-05,1.1554974402575421e-05,1.1554974402575421e-05,3.504196892973559e-10
2002,1.2371876567028397e-05,1.2371876567028397e-05,1.2371876567028397e-05,3.486582015163212e-10
2003,1.3071490814451994e-05,1.3071490814451994e-05,1.3071490814451994e-05,3.6931191041819234e-10
2004,1.3703798296254327e-05,1.3703798296254327e-05,1.3703798296254327e-05,3.795097014425153e-10
2005,1.4333513198445352e-05,1.4333513198445352e-05,1.4333513198445352e-05,4.3924625444827624e-10
2006,1.5565019046854494e-05,1.5565019046854494e-05,1.5565019046854494e-05,3.882236833595089e-10
2007,1.6754811310550265e-05,1.6754811310550265e-05,1.6754811310550265e-05,4.751466561473247e-10
2008,1.857994331138408e-05,1.857994331138408e-05,1.857994331138408e-05,4.6147691223907827e-10
2009,2.001147199085348e-05,2.001147199085348e-05,2.001147199085348e-05,4.2267716088086246e-10
2010,2.1192953032108823e-05,2.1192953032108823e-05,2.1192953032108823e-05,3.534928919520151e-10
2011,2.3142028502271777e-05,2.3142028502271777e-05,2.3142028502271777e-05,3.030274307770047e-10
2012,2.460440217484055e-05,2.460440217484055e-05,2.460440217484055e-05,2.2464372450530552e-10
2013,2.512618915976158e-05,2.512618915976158e-05,2.512618915976158e-05,1.8882216995332246e-10
2014,2.5640553628493634e-05,2.5640553628493634e-05,2.5640553628493634e-05,9.152762253463096e-11
2015,2.512317431475302e-05,2.512317431475302e-05,2.512317431475302e-05,6.535140955174094e-11
2016,2.515708989189339e-05,2.515708989189339e-05,2.515708989189339e-05,6.12027303836804e-11
2017,2.5598997429672938e-05,2.5598997429672938e-05,2.5598997429672938e-05,6.185076120250137e-11
2018,2.4804578060866334e-05,2.4804578060866334e-05,2.4804578060866334e-05,7.422091344300164e-11
2019,2.430294807709288e-05,2.430294807709288e-05,2.430294807709288e-05,6.474188980060136e-11
