ngram,screw,scre,scre,srew
1901,1.7924647441499735e-05,1.37522618055235e-08,1.37522618055235e-08,8.72567867166956e-10
1902,1.812540124644459e-05,1.3550591252250603e-08,1.3550591252250603e-08,9.084110685897429e-10
1903,1.7921721207260687e-05,1.2390311126304304e-08,1.2390311126304304e-08,1.1734007495814831e-09
1904,1.8036748900028344e-05,1.2503945434616526e-08,1.2503945434616526e-08,1.2789308976936452e-09
1905,1.8337439801793414e-05,1.2961167123697642e-08,1.2961167123697642e-08,1.226106724086914e-09
1906,1.8530525007268545e-05,1.3207325645834902e-08,1.3207325645834902e-08,1.2638763845020306e-09
1907,1.8395908097902846e-05,1.3267162987265887e-08,1.3267162987265887e-08,1.1666825045735558e-09
1908,1.8107555661117658e-05,1.3426995515430917e-08,1.3426995515430917e-08,1.1736580199769468e-09
1909,1.7616105001902076e-05,1.2952554965092337e-08,1.2952554965092337e-08,1.14959705247283e-09
1910,1.7471101663042126e-05,1.328403748906177e-08,1.328403748906177e-08,8.504832552499611e-10
1911,1.7215480381439973e-05,1.3306791605113436e-08,1.3306791605113436e-08,9.174685773010489e-10
1912,1.6998010843443418e-05,1.2941577841120631e-08,1.2941577841120631e-08,9.268861630598987e-10
1913,1.6678841607894617e-05,1.34985618873072e-08,1.34985618873072e-08,8.10978855498539e-10
1914,1.6516379348883803e-05,1.4078471975510963e-08,1.4078471975510963e-08,8.693774430515841e-10
1915,1.6542469113898862e-05,1.4636407641432925e-08,1.4636407641432925e-08,7.914592552766513e-10
1916,1.640827758819796e-05,1.5244278474467266e-08,1.5244278474467266e-08,7.702515054346699e-10
1917,1.6427489494422582e-05,1.6373278605945936e-08,1.6373278605945936e-08,7.308482945817779e-10
1918,1.6367959947923998e-05,1.694729017438184e-08,1.694729017438184e-08,5.643200311806445e-10
1919,1.619154240220918e-05,1.8217301698898935e-08,1.8217301698898935e-08,6.054787346102383e-10
1920,1.6030638107622508e-05,1.9472208988093242e-08,1.9472208988093242e-08,6.124978421276747e-10
1921,1.5595782445286333e-05,1.8822548599116218e-08,1.8822548599116218e-08,6.372453398295619e-10
1922,1.4682499698080522e-05,1.93313548026351e-08,1.93313548026351e-08,6.053678947015584e-10
1923,1.4093338385074666e-05,1.9189122925565372e-08,1.9189122925565372e-08,6.774292436530414e-10
1924,1.3407796749171602e-05,1.860773148264018e-08,1.860773148264018e-08,7.087226083779541e-10
1925,1.2754495401168242e-05,1.840033217856022e-08,1.840033217856022e-08,8.266181231572237e-10
1926,1.2105156981436136e-05,1.8080708739733253e-08,1.8080708739733253e-08,8.679443671713979e-10
1927,1.1567857395026035e-05,1.6939270557665102e-08,1.6939270557665102e-08,9.115680115507579e-10
1928,1.1096035450464115e-05,1.772610375943324e-08,1.772610375943324e-08,9.131690086634186e-10
1929,1.0884860915081975e-05,1.7944908289483204e-08,1.7944908289483204e-08,1.0901695815920424e-09
1930,1.068412517010334e-05,1.850694454828629e-08,1.850694454828629e-08,9.700763109465882e-10
1931,1.0547763200260566e-05,1.9051731620883013e-08,1.9051731620883013e-08,9.302906441220417e-10
1932,1.0472746388196746e-05,1.9920047072170225e-08,1.9920047072170225e-08,8.874706426092211e-10
1933,1.0211795337714388e-05,2.038708478226324e-08,2.038708478226324e-08,8.430898895683825e-10
1934,1.0024331589063098e-05,2.1817741264434128e-08,2.1817741264434128e-08,8.639347550846007e-10
1935,9.957586631311902e-06,2.3523894958949702e-08,2.3523894958949702e-08,8.832213194936195e-10
1936,9.858948162998007e-06,2.457513836873204e-08,2.457513836873204e-08,9.155950739644528e-10
1937,1.0203570387342811e-05,2.5959361390651533e-08,2.5959361390651533e-08,1.0005797619021856e-09
1938,1.0501328818333735e-05,2.7328210044126015e-08,2.7328210044126015e-08,9.781759687957754e-10
1939,1.1025488674931694e-05,2.9613057656823523e-08,2.9613057656823523e-08,1.0093238943044624e-09
1940,1.187144334835466e-05,3.1705766900813614e-08,3.1705766900813614e-08,9.99287256117246e-10
1941,1.2884680862563463e-05,3.428243136990464e-08,3.428243136990464e-08,9.7990498255334e-10
1942,1.3391155724613263e-05,3.57216351736562e-08,3.57216351736562e-08,9.462031713702856e-10
1943,1.3673602552444208e-05,3.617116206555693e-08,3.617116206555693e-08,9.0845544579007e-10
1944,1.3442761623342189e-05,3.728131352837798e-08,3.728131352837798e-08,9.100712961007673e-10
1945,1.3419193757207332e-05,3.815472788509007e-08,3.815472788509007e-08,9.139265614141071e-10
1946,1.3208537503877388e-05,3.66826833036222e-08,3.66826833036222e-08,8.638510303907562e-10
1947,1.282733436320476e-05,3.663473131203838e-08,3.663473131203838e-08,8.176695986961136e-10
1948,1.2274712779409519e-05,3.79579887521686e-08,3.79579887521686e-08,8.336767466841723e-10
1949,1.2160725678508502e-05,3.874730783845085e-08,3.874730783845085e-08,7.510507255797145e-10
1950,1.2276460178587253e-05,3.934830214039461e-08,3.934830214039461e-08,8.163037825058086e-10
1951,1.2415453316602257e-05,3.891387783434246e-08,3.891387783434246e-08,8.514177418650348e-10
1952,1.2424694822194787e-05,3.851712244389611e-08,3.851712244389611e-08,8.015370192967655e-10
1953,1.2383973106417606e-05,3.8842710381459256e-08,3.8842710381459256e-08,8.905192377157383e-10
1954,1.2211401164157515e-05,3.758353805949355e-08,3.758353805949355e-08,1.0254736900908564e-09
1955,1.197132223751396e-05,3.373765749310158e-08,3.373765749310158e-08,9.005621902964072e-10
1956,1.1740070346734552e-05,3.172055760915425e-08,3.172055760915425e-08,1.031704093189058e-09
1957,1.1507216186146252e-05,3.0613329775925583e-08,3.0613329775925583e-08,8.585430640227289e-10
1958,1.1141901398202339e-05,2.9579709602346937e-08,2.9579709602346937e-08,7.810120189466474e-10
1959,1.0782300055974961e-05,2.8805453260767015e-08,2.8805453260767015e-08,8.086277342167492e-10
1960,1.0406808671957282e-05,2.7916279066175775e-08,2.7916279066175775e-08,6.415326127471945e-10
1961,1.0188981182831672e-05,2.7473778934401187e-08,2.7473778934401187e-08,5.250933973347368e-10
1962,9.867072679168945e-06,2.6507579369600924e-08,2.6507579369600924e-08,6.797365111253586e-10
1963,9.498060795262323e-06,2.4471382634568987e-08,2.4471382634568987e-08,6.207231534327562e-10
1964,9.096386228130931e-06,2.2850018004711662e-08,2.2850018004711662e-08,6.919041708622739e-10
1965,8.84984222336373e-06,2.2353713800628483e-08,2.2353713800628483e-08,8.144251166321479e-10
1966,8.484217167798696e-06,2.2248489273124505e-08,2.2248489273124505e-08,8.207973923551088e-10
1967,8.131638423947152e-06,2.2345305796177073e-08,2.2345305796177073e-08,9.588258916995836e-10
1968,7.787737039117409e-06,2.391132498351973e-08,2.391132498351973e-08,9.638042665547987e-10
1969,7.468109548166727e-06,2.3997607710514657e-08,2.3997607710514657e-08,9.956178976493796e-10
1970,7.223424420642134e-06,2.479742633454407e-08,2.479742633454407e-08,1.1169514043832658e-09
1971,7.0754172156739514e-06,2.687951118827771e-08,2.687951118827771e-08,1.1163152624504846e-09
1972,6.898903263520749e-06,2.8278809389397404e-08,2.8278809389397404e-08,1.070206034903265e-09
1973,6.931535283781289e-06,2.8650308030770636e-08,2.8650308030770636e-08,1.1550723710840316e-09
1974,6.823738008928818e-06,2.9422465479862174e-08,2.9422465479862174e-08,1.0610481739257794e-09
1975,6.732144551538763e-06,2.8855271188327995e-08,2.8855271188327995e-08,1.1899451781070626e-09
1976,6.658688497347092e-06,3.012108733863832e-08,3.012108733863832e-08,1.1030828274614736e-09
1977,6.649414379873113e-06,3.021283134785335e-08,3.021283134785335e-08,1.0691956486841292e-09
1978,6.660018893204064e-06,2.8457760592459636e-08,2.8457760592459636e-08,1.0573310758678544e-09
1979,6.6853329891663245e-06,2.6934861959862895e-08,2.6934861959862895e-08,1.1127010384510377e-09
1980,6.727000449505535e-06,2.6444427092542355e-08,2.6444427092542355e-08,1.4013205635559395e-09
1981,6.794982839762399e-06,2.510238975414073e-08,2.510238975414073e-08,1.5421451020942406e-09
1982,6.779592305455091e-06,2.3988505404304306e-08,2.3988505404304306e-08,1.4996684767026076e-09
1983,6.733718367156273e-06,2.224457621277257e-08,2.224457621277257e-08,1.5709532246483653e-09
1984,6.771752915873159e-06,2.1136623879718693e-08,2.1136623879718693e-08,1.585487614213272e-09
1985,6.61643103480206e-06,2.0966922928015005e-08,2.0966922928015005e-08,1.6801109234013519e-09
1986,6.615563052037032e-06,1.9696159497024316e-08,1.9696159497024316e-08,1.6634493782419213e-09
1987,6.484294967127166e-06,1.7576151328008953e-08,1.7576151328008953e-08,1.32030161407012e-09
1988,6.442629650596895e-06,1.5855813551013398e-08,1.5855813551013398e-08,1.2667880712667413e-09
1989,6.457944501952235e-06,1.3856542833780492e-08,1.3856542833780492e-08,1.240389489533454e-09
1990,6.349916345373328e-06,1.2240587591147038e-08,1.2240587591147038e-08,1.193643469779967e-09
1991,6.140854371291685e-06,1.0903046338788564e-08,1.0903046338788564e-08,1.1470519454905214e-09
1992,6.072209219252857e-06,9.472235440455279e-09,9.472235440455279e-09,1.114537747807073e-09
1993,5.922702322485358e-06,8.41256270993946e-09,8.41256270993946e-09,1.204985206853288e-09
1994,5.750807758886367e-06,7.631809026012855e-09,7.631809026012855e-09,1.1754702687407003e-09
1995,5.6008480636852e-06,7.246418005329198e-09,7.246418005329198e-09,1.1890446643165425e-09
1996,5.459810901291868e-06,6.7097200811312115e-09,6.7097200811312115e-09,1.1802953614470368e-09
1997,5.842153184078468e-06,6.508891774765451e-09,6.508891774765451e-09,1.1479767454097051e-09
1998,5.86482753663274e-06,6.207575596407975e-09,6.207575596407975e-09,1.1421197479829663e-09
1999,5.812400364188111e-06,5.664943371540078e-09,5.664943371540078e-09,1.17996471323981e-09
2000,5.8416669292325556e-06,5.567192738555247e-09,5.567192738555247e-09,1.100298582404743e-09
2001,5.869830731951099e-06,5.144203507612133e-09,5.144203507612133e-09,1.3830563757747223e-09
2002,5.8334734863560044e-06,4.990589814417896e-09,4.990589814417896e-09,1.318993485861191e-09
2003,5.8019097975505114e-06,4.9960018027357074e-09,4.9960018027357074e-09,1.259447110094466e-09
2004,5.498706481635704e-06,4.851039918969085e-09,4.851039918969085e-09,1.234528471513333e-09
2005,5.565721169529882e-06,4.6880668553533104e-09,4.6880668553533104e-09,1.304542497835927e-09
2006,5.696692629239156e-06,4.3066156038154955e-09,4.3066156038154955e-09,1.221146937537197e-09
2007,5.866150981351634e-06,4.158455262676901e-09,4.158455262676901e-09,1.1204435236754152e-09
2008,6.138493842757141e-06,4.585920215000832e-09,4.585920215000832e-09,8.671246974424816e-10
2009,6.4863059898406e-06,4.292139056870172e-09,4.292139056870172e-09,9.144746230102133e-10
2010,6.750142152408703e-06,4.011402511748332e-09,4.011402511748332e-09,8.778784524717967e-10
2011,6.90002122740095e-06,3.781643760041626e-09,3.781643760041626e-09,8.23775654833016e-10
2012,6.986170189650563e-06,3.7070913323183116e-09,3.7070913323183116e-09,6.684933003978496e-10
2013,7.051151312355484e-06,4.3237841878302726e-09,4.3237841878302726e-09,6.579603925186258e-10
2014,7.015488271073471e-06,4.1294733347082715e-09,4.1294733347082715e-09,6.237004960115858e-10
2015,6.839634547109849e-06,3.4089227472579508e-09,3.4089227472579508e-09,5.781746510129843e-10
2016,6.696606370886522e-06,3.5510600650466374e-09,3.5510600650466374e-09,5.164410010749521e-10
2017,6.607478098885622e-06,3.6700584238325007e-09,3.6700584238325007e-09,5.308713191265468e-10
2018,6.545202359120594e-06,3.7931306318128575e-09,3.7931306318128575e-09,5.785513790268481e-10
2019,6.507736657113128e-06,3.741525006484281e-09,3.741525006484281e-09,6.297417171063913e-10
