ngram,career,carer,caree,carree
1879,2.7073568292377915e-05,1.579439220681219e-08,4.785322550913764e-09,5.2187492739973e-09
1880,2.705559173981393e-05,1.6479441938039533e-08,4.615474034709775e-09,6.0829084309282115e-09
1881,2.7170626968394833e-05,1.6912512152649535e-08,5.007206744472066e-09,6.625428903918516e-09
1882,2.7013865682030363e-05,1.7488879297137113e-08,5.209603129837806e-09,6.955875811850579e-09
1883,2.6799901076758814e-05,1.8689250781887623e-08,4.899965480983529e-09,6.703198155274695e-09
1884,2.6381958118041178e-05,1.9228836427893318e-08,4.2125309272579764e-09,7.077061698573013e-09
1885,2.597301344004726e-05,2.018625393824485e-08,4.560760150492829e-09,6.336680037831246e-09
1886,2.5829093179449307e-05,2.0145920868027848e-08,4.507771584576809e-09,6.390621587470946e-09
1887,2.59197048373088e-05,2.115490525613138e-08,4.760588463119981e-09,5.879280142094347e-09
1888,2.6250735442902495e-05,2.099640854830958e-08,4.619516800831645e-09,5.463617304611392e-09
1889,2.640738733004712e-05,2.044359792563455e-08,4.399946660983898e-09,5.197944043443061e-09
1890,2.6549133118740948e-05,1.933569228538902e-08,4.396713310888296e-09,5.316374229735743e-09
1891,2.6705372874857858e-05,1.886365438455836e-08,4.268085282025222e-09,5.112006849574056e-09
1892,2.672304331749079e-05,1.8391073933595895e-08,4.146419556911545e-09,4.587750433517255e-09
1893,2.702701983382992e-05,1.8065560983667898e-08,4.230466294734876e-09,4.354741583207604e-09
1894,2.7158282266879852e-05,1.6262270768103397e-08,3.97036816122766e-09,3.862410264637057e-09
1895,2.7211320619764073e-05,1.6120026456535796e-08,3.788066527121714e-09,4.240702297256657e-09
1896,2.7539417455305477e-05,1.5738476426869445e-08,3.7975371736109764e-09,4.231783526772606e-09
1897,2.7726725290579323e-05,1.5265389714207752e-08,3.5619756985231075e-09,3.896619376370885e-09
1898,2.7710042039481258e-05,1.4728675422150315e-08,3.771401381667618e-09,4.191573405825417e-09
1899,2.797490508653157e-05,1.4415740981884743e-08,3.819186141943273e-09,4.6795663217429654e-09
1900,2.7836482591478022e-05,1.4297496646926383e-08,4.199182588950277e-09,4.430189041012714e-09
1901,2.7559115031700848e-05,1.4122629922651088e-08,4.0558973322747855e-09,4.320764920454476e-09
1902,2.7005745193621677e-05,1.4004504222953074e-08,4.502700149241637e-09,4.140070413478319e-09
1903,2.6177317132740946e-05,1.3835346328911718e-08,4.202216162342763e-09,4.048062551831322e-09
1904,2.5682068683506388e-05,1.3883326995970232e-08,4.417269407395809e-09,4.147177966119995e-09
1905,2.5371873821963425e-05,1.3929963087783953e-08,4.2598765784670636e-09,3.81219475035063e-09
1906,2.466072952042201e-05,1.3696483566353176e-08,4.672689600328437e-09,3.3075880130033805e-09
1907,2.4438124715483616e-05,1.3891139667115177e-08,4.492890313758023e-09,3.922380230138498e-09
1908,2.4072048420618686e-05,1.4030649784859049e-08,4.534441298633039e-09,4.0361922692966345e-09
1909,2.376759792761212e-05,1.3738895481602803e-08,4.021521179556739e-09,3.750515326877186e-09
1910,2.353221654110322e-05,1.380609011241469e-08,4.161006650349464e-09,3.5993662019149853e-09
1911,2.3165465401169577e-05,1.4113183130096526e-08,3.9238665967238666e-09,3.6782723850896967e-09
1912,2.2599500360748997e-05,1.399967126352359e-08,4.123680413010382e-09,3.561808594097572e-09
1913,2.2116453432577794e-05,1.3673528721978658e-08,3.4607904795892962e-09,3.4598923091623745e-09
1914,2.1346802116438213e-05,1.3756916114207992e-08,3.766322016167984e-09,3.2533077818998534e-09
1915,2.0894621619455783e-05,1.4015566865818333e-08,3.971769992259868e-09,3.086420103619909e-09
1916,2.0626513235453914e-05,1.4130935532818967e-08,4.204298972457618e-09,3.281220216168533e-09
1917,2.0425653409412397e-05,1.4020630370989044e-08,4.1991580688817615e-09,3.8182489868278574e-09
1918,2.007710151831686e-05,1.3936771736666742e-08,4.45367977418089e-09,3.7168855295176074e-09
1919,2.036736935094398e-05,1.4594061070738462e-08,4.300579194347977e-09,3.7106346884030472e-09
1920,2.066605338768568e-05,1.4272294711150022e-08,4.798082883386964e-09,4.004717668593116e-09
1921,2.098817640217021e-05,1.357870742830463e-08,4.270806565541209e-09,3.558373373735435e-09
1922,2.125154891733213e-05,1.2452465471467024e-08,4.64712573184605e-09,3.780599262220059e-09
1923,2.1580503796160754e-05,1.1374850394929581e-08,4.456909476400841e-09,3.73535139327633e-09
1924,2.2112784790806472e-05,1.035461158086345e-08,4.41456817133558e-09,3.08568567522879e-09
1925,2.2845557396067306e-05,9.644048163234435e-09,4.4777482356904235e-09,3.3789495328712907e-09
1926,2.2981742014443235e-05,8.661271890174151e-09,4.302437422205279e-09,3.6633890207074924e-09
1927,2.332385234434956e-05,8.634865076930152e-09,4.377176303955415e-09,3.469900113271608e-09
1928,2.3365716905183425e-05,8.60155496036035e-09,4.439803508964652e-09,3.820546545796333e-09
1929,2.3415322305351894e-05,8.385808682374675e-09,4.156468185507427e-09,3.8028755382819264e-09
1930,2.3263777620741166e-05,8.478908940036587e-09,4.2862814567509335e-09,4.071499708808395e-09
1931,2.2994179744273424e-05,8.4726691059903e-09,4.382222997177467e-09,4.096860406477276e-09
1932,2.269526859371191e-05,8.390184737448538e-09,4.16429459169722e-09,3.997148231452538e-09
1933,2.2773269457892248e-05,8.798678167007016e-09,4.377438760678436e-09,3.610876581865747e-09
1934,2.2755708154623528e-05,8.693387914299983e-09,4.1871460901684745e-09,3.4265350081140257e-09
1935,2.2834341247549412e-05,8.506125327910143e-09,4.575405007248687e-09,3.167997657855486e-09
1936,2.2696003205575315e-05,8.440421885223616e-09,4.939560062565209e-09,2.7365302880864662e-09
1937,2.2748218075970988e-05,8.701173686327074e-09,5.377693592021972e-09,2.5400086954365163e-09
1938,2.27762707904081e-05,9.94928190627726e-09,5.739743347277226e-09,2.868818595379098e-09
1939,2.2589782799643998e-05,9.913495548273334e-09,6.784163199467587e-09,2.425850813876045e-09
1940,2.232155592147527e-05,9.728806585737208e-09,6.986660393083964e-09,2.3852364765859183e-09
1941,2.2290728208775234e-05,1.0854609274904955e-08,7.420877690123007e-09,2.293339891006647e-09
1942,2.2264964302719038e-05,1.1578630816038477e-08,7.747107209711755e-09,2.2535300054598348e-09
1943,2.277495722020311e-05,1.2119305305345409e-08,8.07324841898906e-09,2.5171606465868024e-09
1944,2.298854165668932e-05,1.2026483428176756e-08,7.954991776415454e-09,2.282083767988853e-09
1945,2.3440577933797613e-05,1.1102843850656946e-08,7.79304652555522e-09,1.923861300426718e-09
1946,2.382234665024693e-05,1.160418326508404e-08,7.126810189613966e-09,2.130353258879479e-09
1947,2.4207044459347215e-05,1.1577913738847201e-08,7.865102156858126e-09,2.177766887458331e-09
1948,2.4346374370257502e-05,1.1022613805827014e-08,7.982680738649606e-09,2.580452597632034e-09
1949,2.4716253912109615e-05,1.0580623234700072e-08,8.08746472965741e-09,2.552452249560133e-09
1950,2.471140812433857e-05,1.0363595188372138e-08,8.389529515540062e-09,2.4267318630778944e-09
1951,2.5443483277090957e-05,1.0553275206096454e-08,8.854903477129028e-09,2.4541726746057132e-09
1952,2.583578264290866e-05,1.0465849266592743e-08,9.133352867658168e-09,2.5241057815301407e-09
1953,2.661915407640793e-05,1.0096697319486988e-08,9.670911309862212e-09,2.616753099918664e-09
1954,2.7099939221183638e-05,9.844736581499092e-09,9.707228671678486e-09,2.546900785509771e-09
1955,2.7701484214048833e-05,1.0793861677476407e-08,9.632963125584735e-09,2.3237858304270276e-09
1956,2.8107880228032756e-05,1.152798593092744e-08,9.758173570771435e-09,2.6144899261432944e-09
1957,2.8635370264445165e-05,1.1597508858025257e-08,9.93093620037046e-09,2.671360878535113e-09
1958,2.8539857729421264e-05,1.1529619671689164e-08,1.0049734251132186e-08,2.6379241013785304e-09
1959,2.8569874952414205e-05,1.1812755599091166e-08,1.0007221971721135e-08,2.5237838485736575e-09
1960,2.8515872275290478e-05,1.1601098621432421e-08,1.0029268082689669e-08,2.5131010288654512e-09
1961,2.867264135732382e-05,1.1698348321788541e-08,9.810427137324496e-09,2.702036562750111e-09
1962,2.8828446634828913e-05,1.076302869051915e-08,9.697375347172965e-09,2.8202217704022458e-09
1963,2.922472958744038e-05,1.1128868620297844e-08,9.386126923313246e-09,2.7343033868833443e-09
1964,2.984849561471492e-05,1.095688441564237e-08,8.87828984933289e-09,2.656998716281984e-09
1965,3.0579388164499376e-05,1.0879571529390627e-08,8.460275464321804e-09,2.747317103971422e-09
1966,3.1279182491873924e-05,1.0857214429092567e-08,8.502860955011166e-09,3.209878807197697e-09
1967,3.184280805206592e-05,1.1535600538284792e-08,9.035146535702715e-09,3.256875531170473e-09
1968,3.264510607030908e-05,1.1578728198458066e-08,9.080673292670229e-09,3.205197155306142e-09
1969,3.3400892009792316e-05,1.1311739481608844e-08,9.177708942027202e-09,3.1292716671872866e-09
1970,3.432404420371833e-05,1.1007515787753164e-08,9.456328228399765e-09,2.9577216073154287e-09
1971,3.5046959965256974e-05,1.1440130113068595e-08,9.906505140021084e-09,2.893326514882436e-09
1972,3.5784233789724696e-05,1.2316619089704415e-08,1.0170403059411065e-08,2.7489353967727735e-09
1973,3.667146821888829e-05,1.2911700407260338e-08,1.034688131998759e-08,2.446706615089056e-09
1974,3.795370503212325e-05,1.3415918027297785e-08,9.535646431199244e-09,2.369715947279717e-09
1975,3.890780603147245e-05,1.6325609055099577e-08,9.615869116836556e-09,2.425303577017043e-09
1976,3.964244076217126e-05,1.8032064730277853e-08,9.639206131696807e-09,2.519089667022253e-09
1977,4.073576149364401e-05,1.8213423404387996e-08,9.547362012085614e-09,2.6660944404558305e-09
1978,4.12257993178043e-05,1.9450326555719196e-08,9.005650955121577e-09,2.8758393285802495e-09
1979,4.1521243214707025e-05,2.1341062758243164e-08,8.87058756607725e-09,3.0306241960431635e-09
1980,4.150071410029861e-05,3.019423898211114e-08,9.061605307384265e-09,3.039021669236165e-09
1981,4.127476443370272e-05,3.9892239606891574e-08,9.029346413415494e-09,3.289362338065871e-09
1982,4.1102678681324634e-05,5.1203942926950474e-08,8.630609623797421e-09,3.3985039544453296e-09
1983,4.106905128407691e-05,6.146933349628267e-08,8.544825164895947e-09,3.3130883750739517e-09
1984,4.054984258670759e-05,8.012229609935925e-08,8.363864267835197e-09,3.396907009646709e-09
1985,4.063886184927209e-05,9.75920472054018e-08,8.222208691677224e-09,3.4253871485288657e-09
1986,4.072097155065941e-05,1.2181547808560416e-07,8.044213422359853e-09,3.407100347883686e-09
1987,4.126633055940536e-05,1.3972176304832828e-07,7.967212540498686e-09,3.2456635791687306e-09
1988,4.156200572781797e-05,1.5869935359497894e-07,7.640003233230378e-09,3.028274868961083e-09
1989,4.196987668235254e-05,1.7772017457673428e-07,7.171245692510248e-09,2.94394610276884e-09
1990,4.2223398590327376e-05,2.1072261396121966e-07,6.83462550047206e-09,3.2691770877692404e-09
1991,4.2652694121768165e-05,2.4066476506894627e-07,6.37660610028742e-09,3.119070620830452e-09
1992,4.27985167854266e-05,2.689357521441187e-07,6.1859705294661384e-09,3.0855026787536742e-09
1993,4.343903960294223e-05,2.959947888062483e-07,6.137084047302161e-09,3.227282250963169e-09
1994,4.389796231407672e-05,3.2492610151686155e-07,5.732907418628688e-09,3.661199914668194e-09
1995,4.47819204834689e-05,3.6521941686779815e-07,5.8976749833001514e-09,3.5199619726914275e-09
1996,4.583617815764488e-05,4.113269207144705e-07,6.095853219026789e-09,3.412837441223766e-09
1997,4.682641364135114e-05,4.3776351584970795e-07,6.1480085149818416e-09,3.144015365512993e-09
1998,4.7398475934252406e-05,4.682334073485046e-07,6.417902082794009e-09,3.317427951391291e-09
1999,4.84098527522292e-05,5.264309704346357e-07,6.477908178124738e-09,3.2422997937280637e-09
2000,4.874107772983345e-05,5.748558018175183e-07,6.483937450444241e-09,3.135944044123968e-09
2001,4.9640459889945176e-05,6.182929886173432e-07,6.375018608244838e-09,2.776324376745671e-09
2002,5.033006060070225e-05,6.781241706578709e-07,1.1308014080668727e-08,3.006321794682013e-09
2003,5.077036049832324e-05,7.220626717493619e-07,1.1197722749045624e-08,3.258636059401608e-09
2004,5.126639527069139e-05,7.650174162725827e-07,1.1083040136432892e-08,3.2805752083118834e-09
2005,5.163380826291229e-05,8.149737271066572e-07,1.0965933875236748e-08,3.1745859909092034e-09
2006,5.200897846537243e-05,8.358306250296923e-07,1.0535286547914374e-08,3.0752536390415183e-09
2007,5.2516220291311454e-05,8.511020317720457e-07,1.034236588434315e-08,2.8691785614043397e-09
2008,5.2338352231475126e-05,8.836796203987822e-07,9.922806639853628e-09,2.5574374840076075e-09
2009,5.1247342136256134e-05,8.966194725092334e-07,6.362373675524882e-09,2.102577560471529e-09
2010,5.052087206942295e-05,9.063503187332702e-07,6.0227691088345276e-09,1.679043892017467e-09
2011,5.0450761981275196e-05,9.242565316266596e-07,5.618816776932687e-09,1.3808828881943315e-09
2012,5.071274998564539e-05,9.375296323404265e-07,5.143862034730416e-09,1.1599819715879534e-09
2013,5.0660545509474885e-05,9.72912086386454e-07,5.941432108207729e-09,1.050197726401184e-09
2014,5.008232463816447e-05,1.0017670725963917e-06,5.766072191144238e-09,1.1422319637751803e-09
2015,4.9072713279331636e-05,1.016836400984695e-06,6.0404244146233e-09,1.3611339079653918e-09
2016,4.9284452480995764e-05,1.0152163797881388e-06,7.058982604795412e-09,1.5241382759053783e-09
2017,4.9446240154793486e-05,1.0275253146119212e-06,7.753082287287327e-09,1.5441269189212885e-09
2018,4.889878982794471e-05,1.0457384405526681e-06,8.89423930061639e-09,1.6839690530900953e-09
2019,4.801410068466794e-05,1.054126556709889e-06,1.0566458819027957e-08,1.7872398005991386e-09
