ngram,calendar,calndar,calendr,caledar
1948,2.8351514109609915e-05,6.50344567881029e-10,1.224535373894093e-10,2.822740176520812e-10
1949,2.7171432260989343e-05,6.357431922169151e-10,1.485639785795253e-10,2.7437213413948417e-10
1950,2.7570094711596278e-05,7.451163178525836e-10,1.0565732812471497e-10,3.082120848223775e-10
1951,2.7503180587830555e-05,6.478374850460433e-10,1.2220642652589168e-10,3.2233895909593105e-10
1952,2.7838628998974207e-05,6.041277012377602e-10,1.1603548380082326e-10,3.161680163708626e-10
1953,2.6983418397971297e-05,5.85861861999794e-10,1.3172472041705115e-10,3.3185725298709047e-10
1954,2.7338257755868005e-05,5.40501789159098e-10,1.3172472041705115e-10,2.8649718014639447e-10
1955,2.6527619151498323e-05,4.4718454633718707e-10,1.146247204296204e-10,2.3259143222542633e-10
1956,2.6804714642431854e-05,4.564297779016283e-10,6.360623337555081e-11,2.4252128083546154e-10
1957,2.60021066164232e-05,3.93356080842709e-10,1.273248629545571e-10,2.469125063139391e-10
1958,2.5667505594485973e-05,4.720214457394028e-10,1.1077576455338039e-10,2.733233500640253e-10
1959,2.4695175982612583e-05,4.632414253778551e-10,1.0199574419183272e-10,2.6454332970247766e-10
1960,2.466756892057934e-05,4.742143959259235e-10,8.630650757560484e-11,2.594419540313808e-10
1961,2.3867163171027122e-05,4.659076438143625e-10,9.756207647315662e-11,2.511352019198197e-10
1962,2.3938908010937405e-05,4.632319111630423e-10,1.485708570059252e-10,2.8764973042383346e-10
1963,2.2960806485830938e-05,4.184751533393387e-10,1.5847471351066693e-10,3.795600014844247e-10
1964,2.2854335579073188e-05,3.8322893469722175e-10,1.0374939399656772e-10,3.413288253230538e-10
1965,2.2024797934656298e-05,3.937954506134338e-10,1.3019463880008837e-10,3.435253539962879e-10
1966,2.2044109885298114e-05,4.063798583356767e-10,1.6036518938175196e-10,3.2973054742939974e-10
1967,2.1621354920041214e-05,3.9056245142760863e-10,1.7805454729672273e-10,3.72210760229181e-10
1968,2.1958643368894366e-05,3.7376925760795084e-10,2.110816868516885e-10,3.6427410889304316e-10
1969,2.193710783363453e-05,3.5091600458780903e-10,1.600729063189199e-10,4.2996484349102e-10
1970,2.275240279102166e-05,3.7155279448380137e-10,1.5016904981417818e-10,3.3742708825469844e-10
1971,2.303696601302363e-05,3.8024923884208816e-10,2.3068474313309954e-10,3.553288893279724e-10
1972,2.406362390112398e-05,4.0489994095655694e-10,2.5641216927496657e-10,3.371005458901217e-10
1973,2.4818579601872314e-05,3.862358488593287e-10,2.2016193431831762e-10,3.283074744604113e-10
1974,2.5681948630205754e-05,4.4932434360513337e-10,2.2691508592766396e-10,3.4041942479198385e-10
1975,2.5865639534978463e-05,4.684235578787468e-10,2.6372738120323495e-10,2.857860932030982e-10
1976,2.6170802292264333e-05,5.067248029907593e-10,3.1998239772132054e-10,1.9319587199869862e-10
1977,2.582282702080972e-05,5.248592493163023e-10,3.7616727193474324e-10,1.8294016698331258e-10
1978,2.5701346333205167e-05,5.519621605014941e-10,3.274579099940159e-10,2.0583800735313977e-10
1979,2.523983546000506e-05,5.27190594750466e-10,2.915406408351576e-10,2.1112698692490487e-10
1980,2.4991871344224948e-05,6.595821190811892e-10,2.9854293045631207e-10,2.7382160626223037e-10
1981,2.438795101105435e-05,6.386277776445784e-10,3.046196152465898e-10,2.3916077650034037e-10
1982,2.3877350031398237e-05,6.687052023224282e-10,3.050510558441236e-10,2.7482224036161947e-10
1983,2.334137934667524e-05,7.01280256087955e-10,3.006135776814237e-10,2.803229692022973e-10
1984,2.3374653600123046e-05,7.305992319065321e-10,2.7383107686113865e-10,2.8632192846814574e-10
1985,2.3495566243322435e-05,7.059466899939082e-10,2.836699605371759e-10,2.6722451235932406e-10
1986,2.3497158638617422e-05,7.522747900802682e-10,3.1577444627371523e-10,2.2536686207695412e-10
1987,2.3061659054032395e-05,6.434998764007613e-10,3.2570129926412505e-10,1.6935971028364527e-10
1988,2.2871367816281107e-05,6.441457803659948e-10,3.0904492457192335e-10,1.8042897483622992e-10
1989,2.2964855036531973e-05,5.99493470738415e-10,2.3417049202500984e-10,1.2854851062584138e-10
1990,2.2978157306040104e-05,5.705805589910945e-10,1.9566787822936479e-10,1.122534124185583e-10
1991,2.272147061635873e-05,5.909256972636001e-10,1.7283477327894355e-10,1.8217138858919339e-10
1992,2.2677272292120116e-05,6.912400176060731e-10,1.3492094049137394e-10,1.859185479180514e-10
1993,2.232964496735284e-05,5.972240360982032e-10,8.656105296830522e-11,2.369822269968466e-10
1994,2.2725978072100717e-05,6.286336609992052e-10,6.612997649479979e-11,2.3679788933266595e-10
1995,2.2741629696351344e-05,5.720938296506693e-10,5.865428827158046e-11,2.399193487727975e-10
1996,2.2764649007253217e-05,6.883328520263759e-10,6.460635498806155e-11,2.4622138802039244e-10
1997,2.2619126996557626e-05,7.434661864321893e-10,5.704395487717205e-11,2.731741336113393e-10
1998,2.2654908596970408e-05,7.557340239716659e-10,6.780804935403926e-11,2.1587110224374761e-10
1999,2.2122222747254584e-05,7.692800930000513e-10,5.5083357022470534e-11,2.066914501655922e-10
2000,2.1931121279651832e-05,7.424624337956257e-10,6.027578634628026e-11,1.6429650348537272e-10
2001,2.1152455831595163e-05,7.875547922142623e-10,6.75524467712891e-11,1.577933736055367e-10
2002,2.0776851150523206e-05,1.0109968933453522e-09,6.65338691878998e-11,2.097174259648885e-10
2003,2.0265943281369152e-05,8.901353979303853e-10,5.908792800284651e-11,2.1888979815206814e-10
2004,1.993173853926627e-05,8.356434552262268e-10,5.838194957236936e-11,1.988083120748766e-10
2005,1.9472611321751693e-05,7.052953598136418e-10,4.601718014577269e-11,1.8898455320500877e-10
2006,1.8957442859703277e-05,5.520611567095506e-10,5.116375230231261e-11,1.7786139277656662e-10
2007,1.824498641716283e-05,5.262737428386138e-10,5.133848405915385e-11,1.783855885427256e-10
2008,1.7539484880606843e-05,4.3081127355991203e-10,4.163772303135614e-11,1.8896774769960878e-10
2009,1.6431749567605687e-05,2.1533830472732418e-10,1.1509407613471571e-10,9.233377703294593e-11
2010,1.519918013010673e-05,1.6572234755120518e-10,1.3449931595053777e-10,8.914105416115068e-11
2011,1.4079531086151422e-05,1.1444859147692808e-10,2.2230071355140117e-10,7.359726716948956e-11
2012,1.2728202169195616e-05,1.586525077978962e-10,2.226719775828239e-10,4.875430020019016e-11
2013,1.1719861504388973e-05,1.917808967188961e-10,2.228764281266203e-10,4.3607728043650236e-11
2014,1.071955206758243e-05,1.864137356382451e-10,2.2270501712614736e-10,2.7506244801697324e-11
2015,9.894987670122646e-06,1.652494173244788e-10,3.153056139594744e-10,2.235475693446176e-11
2016,9.373742094404796e-06,1.4450602222762906e-10,2.6151465021273523e-10,2.235475693446176e-11
2017,9.188282698839126e-06,1.54261722608758e-10,2.7644315193457264e-10,1.1751913100062813e-11
2018,8.77770798979327e-06,1.7211535530137212e-10,2.0174466125455482e-10,7.602939805506637e-12
2019,8.562619086660561e-06,1.0300718611411241e-10,2.428360759004766e-10,9.503674756883296e-12
