ngram,anxiety,anxeity,axiety,anxity
1918,9.654336931167304e-06,1.8908911242343507e-10,6.194348892945329e-10,1.3042077437860503e-10
1919,9.669659058480257e-06,1.7446664351312384e-10,6.192265281883864e-10,1.0138419865539966e-10
1920,9.788233910512645e-06,1.3157288750572808e-10,7.298406194876175e-10,5.84904426480039e-11
1921,9.764157117128239e-06,5.84904426480039e-11,6.983649006309101e-10,8.660205092730117e-11
1922,9.717008392077073e-06,9.085431216883575e-11,8.278203787142375e-10,7.066332836329942e-11
1923,9.679209922199203e-06,9.085431216883575e-11,6.059937383245157e-10,9.521677295826997e-11
1924,9.583792754191173e-06,7.68885778458715e-11,4.907579194214837e-10,8.125103863530571e-11
1925,9.57498390822106e-06,6.250833878285178e-11,5.683983809417243e-10,1.1288114986391612e-10
1926,9.540688941862235e-06,4.830259208483361e-11,5.541926342437062e-10,9.867540316589794e-11
1927,9.446517521740003e-06,4.830259208483361e-11,4.377210835856563e-10,9.867540316589794e-11
1928,9.423621642261943e-06,9.392156496978998e-11,3.8149786702706175e-10,1.6180174065651342e-10
1929,9.427804928106656e-06,4.5618972884956375e-11,2.3885909321880964e-10,1.6180174065651342e-10
1930,9.36258051556901e-06,7.284636584424322e-11,3.8034395276133534e-10,1.6447568902082972e-10
1931,9.38259472604841e-06,7.284636584424322e-11,4.6085446173523993e-10,1.9070869883286434e-10
1932,9.391521156690682e-06,7.284636584424322e-11,4.16120253334183e-10,1.446983485412342e-10
1933,9.406319674911043e-06,9.601352451189221e-11,4.3928741200183197e-10,1.678655072088832e-10
1934,9.455741617005384e-06,1.1848139929477545e-10,4.165490333615399e-10,2.128012567746497e-10
1935,9.42517700812979e-06,7.286242640981909e-11,4.387713664621984e-10,2.104526434073709e-10
1936,9.314502027077001e-06,7.286242640981909e-11,4.091372042745535e-10,2.942023727811208e-10
1937,9.159232441951254e-06,6.807745042295262e-11,2.1854545554208674e-10,2.6697497982183394e-10
1938,8.884440960952946e-06,1.1158195201144139e-10,2.2237467026517014e-10,3.7125547477526565e-10
1939,8.829324022891732e-06,1.3647597734462684e-10,1.9998220341615232e-10,5.455136540901049e-10
1940,8.829074691415631e-06,1.1330881867697786e-10,2.284015694829579e-10,5.739330201569106e-10
1941,8.909724783734418e-06,9.08409438940946e-11,2.284015694829579e-10,6.117329777653526e-10
1942,9.087176684780779e-06,1.4065703562200175e-10,3.0581141983811374e-10,5.726597370906258e-10
1943,9.469125221325417e-06,2.2647033653162245e-10,3.277806379494866e-10,5.103633329442811e-10
1944,9.95810842141509e-06,2.2299924208800193e-10,3.467519604782865e-10,7.75961844382397e-10
1945,1.052218561069042e-05,1.794947404995132e-10,2.7552954759027925e-10,7.017565992592115e-10
1946,1.0819776045017143e-05,1.8769692347994241e-10,3.1682793888432315e-10,5.274984199443722e-10
1947,1.1430839549575467e-05,1.8769692347994241e-10,3.480262962739035e-10,5.255828213122728e-10
1948,1.1752161689011181e-05,1.8769692347994241e-10,4.164262962236265e-10,5.796471140375101e-10
1949,1.240702567884e-05,1.3788083175203525e-10,3.3380027511916866e-10,5.638433470123161e-10
1950,1.2908120360017555e-05,1.0282745884929564e-10,3.5857352603014496e-10,6.439098777986731e-10
1951,1.3198027123248071e-05,1.169543331228492e-10,4.719949907107588e-10,4.4450775996526405e-10
1952,1.3636378753290046e-05,1.3263828230192232e-10,5.442437968548677e-10,4.1956739868112946e-10
1953,1.4125378064428723e-05,1.4660978482826182e-10,5.564975662825893e-10,4.509458719135852e-10
1954,1.417686546899079e-05,1.4660978482826182e-10,5.608084195442484e-10,4.4482281350407705e-10
1955,1.452445966216536e-05,1.7559828888577148e-10,5.938681808219976e-10,4.0948257483210323e-10
1956,1.4537166342571644e-05,1.8906629436646734e-10,6.442020488479321e-10,4.832142939749571e-10
1957,1.4509731304964849e-05,1.5105009207713342e-10,7.167031254188113e-10,3.944381636787421e-10
1958,1.4758034792196537e-05,1.298537031870138e-10,6.795248015072681e-10,3.758490017229705e-10
1959,1.4751081835129298e-05,1.3675763200453924e-10,5.81031093278244e-10,3.783629213509927e-10
1960,1.489156082763137e-05,1.1086564305484714e-10,5.23760629113555e-10,4.105116157718644e-10
1961,1.5066694036899467e-05,1.6714348655133549e-10,5.379650128145563e-10,4.4575273135315033e-10
1962,1.5106625791564251e-05,1.5855849470693328e-10,4.365052515870842e-10,3.8509999455189307e-10
1963,1.5322877386227318e-05,1.9460977075867548e-10,5.771462028530167e-10,3.2687523223876424e-10
1964,1.550081365816628e-05,2.53812525560385e-10,4.909250853057934e-10,4.040646071702879e-10
1965,1.559092379466165e-05,2.683559624516718e-10,5.103066848057201e-10,4.181629447470263e-10
1966,1.5832295503059868e-05,2.5456115588478363e-10,5.693573172451037e-10,4.6341876764571007e-10
1967,1.5930023567177288e-05,3.041428656544046e-10,6.100943480572393e-10,5.414064633121488e-10
1968,1.6127397949665984e-05,3.3643043906295134e-10,6.68211977813574e-10,5.069001884905333e-10
1969,1.634137333894614e-05,4.955646448756568e-10,7.220732900492521e-10,5.109775935707717e-10
1970,1.6214181804181343e-05,4.811233990574339e-10,6.368654334057819e-10,5.579229102524254e-10
1971,1.6150535105095643e-05,4.718332232859065e-10,7.798253868048935e-10,5.216952148057175e-10
1972,1.6023415160556658e-05,4.888652042702089e-10,7.260974401100486e-10,6.078122092935599e-10
1973,1.5834558455805692e-05,6.121376818134041e-10,9.116298707986406e-10,6.855024048402214e-10
1974,1.560247138903443e-05,5.658227596778381e-10,8.823071301344854e-10,6.010200630830148e-10
1975,1.5340718683936367e-05,5.421333441692409e-10,8.283128845519374e-10,6.297228532276782e-10
1976,1.5190199909349239e-05,4.1885064266151366e-10,8.708887480216429e-10,6.571663055002627e-10
1977,1.5341793186962605e-05,4.4798389402839993e-10,8.283797358383487e-10,6.008337636944004e-10
1978,1.530667525782649e-05,4.261272307237718e-10,7.783386375890901e-10,6.858471409846142e-10
1979,1.5588048362198087e-05,4.883101205134719e-10,8.312583339918435e-10,7.168339889927568e-10
1980,1.568774678162299e-05,3.8759188120922923e-10,6.929337441143244e-10,6.618849119582088e-10
1981,1.5922805037657133e-05,4.699665537685352e-10,7.74790707782001e-10,7.421887707589495e-10
1982,1.6266467615163753e-05,4.4214802850741005e-10,7.360706568069832e-10,7.581412085423876e-10
1983,1.6472160496050492e-05,4.3771055034471015e-10,7.876835929541772e-10,7.450333722973974e-10
1984,1.6370288514216164e-05,4.470051947639117e-10,7.80925411638021e-10,8.372119941757461e-10
1985,1.6723473111466903e-05,4.5684407843994887e-10,7.136215190201816e-10,7.635998857034667e-10
1986,1.6643262694872518e-05,3.7190962809408035e-10,6.551021471322218e-10,6.953273552172995e-10
1987,1.6825459429778027e-05,4.007495268172028e-10,6.712990798161757e-10,6.870731404452966e-10
1988,1.7039643093344887e-05,3.771092624679387e-10,6.538918454320911e-10,5.843938071554383e-10
1989,1.6962111788286294e-05,3.7331184572180527e-10,6.869685693316236e-10,6.085400715085041e-10
1990,1.6948015399975702e-05,3.6143908104564153e-10,5.988356160153379e-10,6.158946448080777e-10
1991,1.7160991514434238e-05,3.0764095437785244e-10,5.647452941800627e-10,5.164303092307167e-10
1992,1.7166514485974665e-05,3.015388514279341e-10,5.424315877419364e-10,5.403964795488595e-10
1993,1.754810572102932e-05,3.001372642482839e-10,5.966662521204671e-10,4.5562503571604044e-10
1994,1.7888172026557315e-05,2.464531857363347e-10,5.084388148597035e-10,4.140255301297659e-10
1995,1.8352137236174064e-05,1.8882479359867103e-10,4.369475991345644e-10,4.496269249777894e-10
1996,1.8879756940545383e-05,2.248871629592245e-10,3.812816986740028e-10,3.9326107648118835e-10
1997,1.9463620576841224e-05,2.1945753399056833e-10,3.673847357285201e-10,3.554490808830936e-10
1998,2.0078847228433006e-05,2.8063875479441714e-10,3.741914258606879e-10,3.746028249500861e-10
1999,2.076613730293632e-05,2.6321855459143784e-10,3.711627533098394e-10,3.5060891095157436e-10
2000,2.1285065875937497e-05,2.646641938346723e-10,3.031990829040408e-10,3.663829081393796e-10
2001,2.220867957346075e-05,2.683025240471767e-10,3.540210446224228e-10,3.6506516857112304e-10
2002,2.2927464410063942e-05,2.695967685206746e-10,3.7678950435905886e-10,3.055438342812268e-10
2003,2.3715240136620457e-05,2.36381302428804e-10,3.429915032548969e-10,3.107231277832412e-10
2004,2.4478529147537692e-05,2.069127037366122e-10,3.5248331535310737e-10,2.870070505660889e-10
2005,2.556382865545207e-05,1.5086664506954887e-10,3.3607257750510403e-10,2.5984993075917854e-10
2006,2.676232153524844e-05,1.443367117294679e-10,3.178661371814963e-10,2.0506414473233014e-10
2007,2.7871788656089586e-05,1.343013165955309e-10,3.0852966907492426e-10,1.742590323031542e-10
2008,2.87624110829451e-05,1.9823496762756092e-10,2.43932278146516e-10,1.2884281241116417e-10
2009,2.9527724369212853e-05,2.0043295148597373e-10,2.619941595021531e-10,1.42997779292323e-10
2010,3.093320317150626e-05,1.929832618113065e-10,3.0899243084826974e-10,1.2203909609066954e-10
2011,3.2202647032266085e-05,2.1114870169774187e-10,2.7669240906405944e-10,1.355621383996348e-10
2012,3.327410584980888e-05,2.183448798749004e-10,3.1095913740778313e-10,1.3207860152797402e-10
2013,3.37730957003909e-05,2.0846063664941335e-10,2.9633722460025476e-10,1.699446600310152e-10
2014,3.443405668284478e-05,2.1850931480882352e-10,2.8491725843706103e-10,1.9038483735951088e-10
2015,3.516273812108141e-05,1.6615688884304347e-10,2.8575480672175605e-10,2.068164429396597e-10
2016,3.58286384393328e-05,1.6215007808684234e-10,3.069947411362049e-10,1.8818285422003304e-10
2017,3.5828667023452e-05,1.5574160595425526e-10,2.912935610314508e-10,1.7178454029635285e-10
2018,3.595050875446759e-05,1.5439314687837323e-10,3.170554929710079e-10,1.8014402469734847e-10
2019,3.5725174711842556e-05,1.369229295916652e-10,2.841823582011571e-10,1.87801028200818e-10
