ngram,traffic,trafic,trffic,traffic
1869,2.0022699702946867e-05,8.770066983743163e-08,8.903824899597623e-11,2.0022699702946867e-05
1870,2.0194937730723594e-05,8.88960605444871e-08,8.903824899597623e-11,2.0194937730723594e-05
1871,2.024321890660628e-05,8.352555117393681e-08,8.903824899597623e-11,2.024321890660628e-05
1872,2.0695033007151714e-05,9.034357313047231e-08,4.4811698003093574e-11,2.0695033007151714e-05
1873,2.1041684054320547e-05,8.6680248248935e-08,4.4811698003093574e-11,2.1041684054320547e-05
1874,2.191273701360582e-05,8.824499125077117e-08,4.4811698003093574e-11,2.191273701360582e-05
1875,2.248520494114408e-05,8.97863249146472e-08,0.0,2.248520494114408e-05
1876,2.3133013330932173e-05,9.084097639190856e-08,3.833198441200685e-11,2.3133013330932173e-05
1877,2.3104382697575992e-05,9.026044876593784e-08,7.328365692060856e-11,2.3104382697575992e-05
1878,2.34814721937125e-05,8.941332449044889e-08,7.328365692060856e-11,2.34814721937125e-05
1879,2.385755007188501e-05,8.114916840083555e-08,7.328365692060856e-11,2.385755007188501e-05
1880,2.4033729329987962e-05,7.828552485632048e-08,1.0617034037644198e-10,2.4033729329987962e-05
1881,2.3983809764363935e-05,8.222695514957325e-08,1.0617034037644198e-10,2.3983809764363935e-05
1882,2.4199175511187476e-05,7.864817013520614e-08,1.3857991936523055e-10,2.4199175511187476e-05
1883,2.4365578220957624e-05,7.74528992053547e-08,1.323705629235101e-10,2.4365578220957624e-05
1884,2.5437440594292377e-05,7.605290974765921e-08,9.741889041490838e-11,2.5437440594292377e-05
1885,2.5988890359128292e-05,7.486112656757931e-08,9.741889041490838e-11,2.5988890359128292e-05
1886,2.6566348814022994e-05,7.290549269051943e-08,9.741889041490838e-11,2.6566348814022994e-05
1887,2.7804183316350516e-05,7.599776249581477e-08,6.453220695907496e-11,2.7804183316350516e-05
1888,2.8420753161689e-05,7.072176444467004e-08,6.453220695907496e-11,2.8420753161689e-05
1889,2.931163024706101e-05,7.316000148551081e-08,5.829352278663436e-11,2.931163024706101e-05
1890,3.0061861252761446e-05,7.434208068194234e-08,5.1466584962055e-11,3.0061861252761446e-05
1891,3.0147944666428623e-05,7.602129414863157e-08,5.1466584962055e-11,3.0147944666428623e-05
1892,3.0101854333354693e-05,7.681985079800922e-08,9.640974923159312e-11,3.0101854333354693e-05
1893,3.039812093317908e-05,7.499079655661132e-08,1.425330964366367e-10,3.039812093317908e-05
1894,3.0071351440191002e-05,7.447521558187223e-08,1.425330964366367e-10,3.0071351440191002e-05
1895,2.9994508232838208e-05,7.340573406265451e-08,1.6370430408077904e-10,2.9994508232838208e-05
1896,2.9345111865300817e-05,7.277485128806152e-08,1.3753340926443107e-10,2.9345111865300817e-05
1897,2.935639271787035e-05,6.933751756881585e-08,1.3081447433219547e-10,2.935639271787035e-05
1898,3.001404989585613e-05,6.76064537685761e-08,2.029671470576184e-10,3.001404989585613e-05
1899,3.031816699409059e-05,6.643845346892314e-08,1.5802398278808027e-10,3.031816699409059e-05
1900,3.0555652431628134e-05,6.911147920618532e-08,1.299712401195815e-10,3.0555652431628134e-05
1901,3.1263625455072285e-05,7.045520687500226e-08,1.299712401195815e-10,3.1263625455072285e-05
1902,3.2604958895327787e-05,7.248243706823945e-08,2.293280644747954e-10,3.2604958895327787e-05
1903,3.494406753036726e-05,7.663048202337969e-08,2.4526720932005475e-10,3.494406753036726e-05
1904,3.6145502755451684e-05,7.818430804361145e-08,2.2669045410658332e-10,3.6145502755451684e-05
1905,3.709164073890341e-05,7.842867993141616e-08,1.545377813811604e-10,3.709164073890341e-05
1906,3.89572352495244e-05,8.297019503191092e-08,1.700527675024028e-10,3.89572352495244e-05
1907,4.0675585686195905e-05,8.532963745113063e-08,2.1058285869037163e-10,4.0675585686195905e-05
1908,4.250589699950069e-05,8.974105014658562e-08,2.1058285869037163e-10,4.250589699950069e-05
1909,4.375517112618711e-05,8.897849060726262e-08,2.278649233585942e-10,4.375517112618711e-05
1910,4.5120816399243525e-05,8.838669884880801e-08,2.532474468226147e-10,4.5120816399243525e-05
1911,4.709062289163869e-05,9.267727055625333e-08,2.9518124452668614e-10,4.709062289163869e-05
1912,4.8890894374510806e-05,9.302325005527174e-08,3.3842356694790965e-10,4.8890894374510806e-05
1913,5.0446104848690864e-05,9.285908524654068e-08,3.372064998262227e-10,5.0446104848690864e-05
1914,5.14834765843781e-05,9.383818268458657e-08,3.370717623669377e-10,5.14834765843781e-05
1915,5.223383258063612e-05,9.091451858012078e-08,3.689492074949412e-10,5.223383258063612e-05
1916,5.346148827811703e-05,9.326525583576637e-08,2.6124283589564913e-10,5.346148827811703e-05
1917,5.3953090952875626e-05,9.292256614961453e-08,2.3388690190933355e-10,5.3953090952875626e-05
1918,5.4472152052247634e-05,9.474711402747613e-08,2.4947406045734104e-10,5.4472152052247634e-05
1919,5.5687176687310315e-05,9.99062927624956e-08,2.4884897713890146e-10,5.5687176687310315e-05
1920,5.71289482260389e-05,9.32929289376716e-08,2.8095436790546e-10,5.71289482260389e-05
1921,6.058032210733343e-05,8.79149502403769e-08,3.630464510367177e-10,6.058032210733343e-05
1922,6.452069023258186e-05,8.002130056995935e-08,4.036228900708824e-10,6.452069023258186e-05
1923,6.720835257770627e-05,7.332099169080461e-08,3.980726095975662e-10,6.720835257770627e-05
1924,6.97435591843844e-05,7.232719210849479e-08,5.062145246632304e-10,6.97435591843844e-05
1925,7.216595050912085e-05,6.114146598536405e-08,5.867246153209596e-10,7.216595050912085e-05
1926,7.340636511798948e-05,5.100664779433828e-08,5.899533024798589e-10,7.340636511798948e-05
1927,7.559993848969628e-05,5.057530927388143e-08,6.572418898802874e-10,7.559993848969628e-05
1928,7.494836193343093e-05,4.983392593820619e-08,5.394933349262792e-10,7.494836193343093e-05
1929,7.348727896377178e-05,5.3514442908765755e-08,4.923252480296522e-10,7.348727896377178e-05
1930,7.286031281442515e-05,5.065746120992896e-08,4.677718034346817e-10,7.286031281442515e-05
1931,7.237909864800583e-05,4.4791460952962684e-08,3.456641540460532e-10,7.237909864800583e-05
1932,7.250024749997206e-05,5.21807075009357e-08,3.2584933759175326e-10,7.250024749997206e-05
1933,7.315446522885136e-05,5.610993879047653e-08,3.031705699977191e-10,7.315446522885136e-05
1934,7.206336574329595e-05,5.697784847110857e-08,1.8947867283117655e-10,7.206336574329595e-05
1935,7.314476014081655e-05,5.631389602253226e-08,2.1111385259001533e-10,7.314476014081655e-05
1936,7.398589618138171e-05,5.829286818327871e-08,3.3239008767615985e-10,7.398589618138171e-05
1937,7.484534996495183e-05,6.276922803749585e-08,3.548325046485802e-10,7.484534996495183e-05
1938,7.608832882916821e-05,6.075849918423565e-08,3.98337006237069e-10,7.608832882916821e-05
1939,7.615178661321156e-05,5.385124828600445e-08,2.8012077578156077e-10,7.615178661321156e-05
1940,7.543581783206068e-05,5.30555470033635e-08,2.827468794811391e-10,7.543581783206068e-05
1941,7.582000710369487e-05,5.3818676499466685e-08,3.3790402024066625e-10,7.582000710369487e-05
1942,7.532291160064883e-05,5.224859529156285e-08,3.183673999033029e-10,7.532291160064883e-05
1943,7.645056549725788e-05,4.689402491716724e-08,1.9325869277902237e-10,7.645056549725788e-05
1944,7.663667929591611e-05,4.3622339010848266e-08,1.8978759833540185e-10,7.663667929591611e-05
1945,7.567568848441754e-05,4.58689041035346e-08,2.0259135638919393e-10,7.567568848441754e-05
1946,7.529864004547042e-05,4.7034629143841555e-08,2.0259135638919393e-10,7.529864004547042e-05
1947,7.534208790665227e-05,4.3454574795630056e-08,1.9335507005026542e-10,7.534208790665227e-05
1948,7.474103975774986e-05,4.1732489717917683e-08,1.7239792926559971e-10,7.474103975774986e-05
1949,7.460093911504373e-05,4.468657367949293e-08,1.9850837045571572e-10,7.460093911504373e-05
1950,7.296068464971281e-05,4.7223657365488437e-08,1.7705504522831054e-10,7.296068464971281e-05
1951,7.232870224730245e-05,4.703625019634014e-08,1.9118191950186413e-10,7.232870224730245e-05
1952,7.357809954555705e-05,4.682512308055006e-08,1.5055760903865638e-10,7.357809954555705e-05
1953,7.489150552178867e-05,4.59956689878384e-08,2.603822663435221e-10,7.489150552178867e-05
1954,7.663843488054616e-05,4.635434842319748e-08,2.728572021104547e-10,7.663843488054616e-05
1955,7.775918805106943e-05,4.665903879137139e-08,2.5315145416434804e-10,7.775918805106943e-05
1956,7.800835945610223e-05,4.545344773581357e-08,2.1560097259097433e-10,7.800835945610223e-05
1957,7.837734925228037e-05,4.266665953878146e-08,2.2834469830852148e-10,7.837734925228037e-05
1958,7.837568201856422e-05,4.284430638839305e-08,2.7855915986561644e-10,7.837568201856422e-05
1959,7.675522439447897e-05,4.4406844677626264e-08,3.6452066464504844e-10,7.675522439447897e-05
1960,7.474510286036613e-05,4.34105465225392e-08,2.546960073401827e-10,7.474510286036613e-05
1961,7.240342841084515e-05,4.300272544404444e-08,2.369196644425031e-10,7.240342841084515e-05
1962,7.005897454551555e-05,4.218632706657185e-08,2.428289246268557e-10,7.005897454551555e-05
1963,6.832862813358329e-05,4.1187886625136475e-08,2.7888020067859797e-10,6.832862813358329e-05
1964,6.604702035214618e-05,4.3947525999296233e-08,3.3808295548030745e-10,6.604702035214618e-05
1965,6.405984355036967e-05,4.39129063270879e-08,2.8121554192437973e-10,6.405984355036967e-05
1966,6.260380749673849e-05,4.198264593112201e-08,2.14742373684716e-10,6.260380749673849e-05
1967,6.121204049642464e-05,4.335075942663025e-08,2.5012108951465757e-10,6.121204049642464e-05
1968,5.977907078756418e-05,4.589850125366216e-08,2.477220621093552e-10,5.977907078756418e-05
1969,5.908223621580484e-05,4.7289087185780384e-08,2.632260927083939e-10,5.908223621580484e-05
1970,5.801278790126422e-05,4.801068444391733e-08,2.48784846890171e-10,5.801278790126422e-05
1971,5.8203526610408775e-05,4.715861986629274e-08,2.0369106897209577e-10,5.8203526610408775e-05
1972,5.75320804533216e-05,4.8256894607285565e-08,1.8594126932613975e-10,5.75320804533216e-05
1973,5.714935468859039e-05,4.809010738832902e-08,2.0854766227421503e-10,5.714935468859039e-05
1974,5.732121956368376e-05,4.768782499045951e-08,1.9761145596859057e-10,5.732121956368376e-05
1975,5.69262208175912e-05,4.552067522922698e-08,2.617404130735222e-10,5.69262208175912e-05
1976,5.62514661786346e-05,4.3983562696731885e-08,3.4637933989310557e-10,5.62514661786346e-05
1977,5.508548617529284e-05,4.223491499390418e-08,3.7551259125999184e-10,5.508548617529284e-05
1978,5.3707086668250016e-05,4.052161273193633e-08,4.95538604198106e-10,5.3707086668250016e-05
1979,5.2543031155697205e-05,3.81355046589046e-08,5.356093644001295e-10,5.2543031155697205e-05
1980,5.0606202941188326e-05,3.655775897876927e-08,5.091779954018755e-10,5.0606202941188326e-05
1981,4.8050296235097835e-05,3.5162075917583024e-08,5.228844777795314e-10,4.8050296235097835e-05
1982,4.639332525714833e-05,3.532202923801313e-08,5.09190939412818e-10,4.639332525714833e-05
1983,4.475656481060598e-05,3.479008497160001e-08,4.774745400647009e-10,4.475656481060598e-05
1984,4.3805822185406995e-05,3.476049238924718e-08,4.42665626376737e-10,4.3805822185406995e-05
1985,4.232775920952138e-05,3.312849880135868e-08,3.319572870554209e-10,4.232775920952138e-05
1986,4.125229263861131e-05,3.2948882225777454e-08,3.3155096921890145e-10,4.125229263861131e-05
1987,4.106100303553311e-05,3.378285613158434e-08,3.202660616866534e-10,4.106100303553311e-05
1988,4.106897592594448e-05,3.2892224563089e-08,3.0291129921827016e-10,4.106897592594448e-05
1989,4.103226975920344e-05,3.140940079455439e-08,2.569233625452202e-10,4.103226975920344e-05
1990,4.0669243130001374e-05,2.997216874689457e-08,2.0138060167841842e-10,4.0669243130001374e-05
1991,4.0990047377168336e-05,3.0399837314121214e-08,1.9825530205614632e-10,4.0990047377168336e-05
1992,4.1550245701468415e-05,3.386574373312864e-08,1.7480961816973561e-10,4.1550245701468415e-05
1993,4.233694094831922e-05,4.227762368762862e-08,1.393324493480032e-10,4.233694094831922e-05
1994,4.26935959174963e-05,4.706150288516905e-08,1.3877943734673182e-10,4.26935959174963e-05
1995,4.352132548644606e-05,5.120022932609507e-08,1.563079972994557e-10,4.352132548644606e-05
1996,4.370622004249266e-05,5.654899888034899e-08,1.6191009247609348e-10,4.370622004249266e-05
1997,4.427856401889585e-05,5.719784519036304e-08,1.343753075081341e-10,4.427856401889585e-05
1998,4.444371838222391e-05,5.71934890558623e-08,1.0809823373726855e-10,4.444371838222391e-05
1999,4.454864756553434e-05,5.447257933610672e-08,1.0079678560069385e-10,4.454864756553434e-05
2000,4.467194906153184e-05,4.631865836911077e-08,1.1387621401404147e-10,4.467194906153184e-05
2001,4.4583771211494293e-05,4.053380082374198e-08,9.943755392506835e-11,4.4583771211494293e-05
2002,4.353751033444756e-05,3.545620381422461e-08,6.111476453875473e-11,4.353751033444756e-05
2003,4.260519147335019e-05,2.8957656590072086e-08,4.736678311483595e-11,4.260519147335019e-05
2004,4.174799219721795e-05,2.7577424534440198e-08,5.6753896225471474e-11,4.174799219721795e-05
2005,4.033205758397733e-05,2.4187118339926072e-08,6.172248971845841e-11,4.033205758397733e-05
2006,3.915679865583245e-05,2.1656686348998326e-08,6.144581768000431e-11,3.915679865583245e-05
2007,3.7877694142350394e-05,1.9849814236749808e-08,4.621799272662232e-11,3.7877694142350394e-05
2008,3.684051625896245e-05,1.846456422681188e-08,7.289374114237214e-11,3.684051625896245e-05
2009,3.577236566343345e-05,1.7653809081252803e-08,8.11910994784932e-11,3.577236566343345e-05
2010,3.479141404178725e-05,2.019638475506521e-08,8.012685827341048e-11,3.479141404178725e-05
2011,3.401891990506556e-05,1.92989239827008e-08,7.891441146379297e-11,3.401891990506556e-05
2012,3.334919789007732e-05,1.8755191431653528e-08,8.462553301962533e-11,3.334919789007732e-05
2013,3.2787810466418576e-05,1.903168822536827e-08,9.018100626375806e-11,3.2787810466418576e-05
2014,3.179527006328239e-05,1.9189101101752774e-08,1.0022968442316823e-10,3.179527006328239e-05
2015,3.0518856094983805e-05,2.0285573094318872e-08,6.848320596124819e-11,3.0518856094983805e-05
2016,3.0018087012909484e-05,1.9624960069718e-08,6.018584762512713e-11,3.0018087012909484e-05
2017,2.9982173752311308e-05,1.634282353890626e-08,6.54406101067521e-11,2.9982173752311308e-05
2018,2.971148132928647e-05,1.6784168366257292e-08,5.90306650782857e-11,2.971148132928647e-05
2019,2.958636332550668e-05,1.8158095693721066e-08,5.509883001242333e-11,2.958636332550668e-05
