ngram,replacement,replacment,replacemnt,replacemnt
1964,2.2443291787307578e-05,3.4529467221996615e-09,1.1084659222250691e-09,1.1084659222250691e-09
1965,2.2133901958503494e-05,3.3466627564442727e-09,9.47123875359525e-10,9.47123875359525e-10
1966,2.189650123390103e-05,3.820438378353077e-09,8.970264570822601e-10,8.970264570822601e-10
1967,2.174225405074789e-05,4.015922705491448e-09,8.814665941603295e-10,8.814665941603295e-10
1968,2.15274615454421e-05,4.399874337884009e-09,8.519386902288468e-10,8.519386902288468e-10
1969,2.16085747004919e-05,4.277001007326118e-09,8.041852303123217e-10,8.041852303123217e-10
1970,2.189627048210241e-05,4.184900331034263e-09,8.77133798133605e-10,8.77133798133605e-10
1971,2.227396024474209e-05,4.656541406435264e-09,1.1003549698391473e-09,1.1003549698391473e-09
1972,2.28922201910921e-05,5.051028611242308e-09,1.2648506052061391e-09,1.2648506052061391e-09
1973,2.3641878994697307e-05,5.149847151894196e-09,1.2836841748306175e-09,1.2836841748306175e-09
1974,2.465030021474896e-05,5.65111056362509e-09,1.3384065522537014e-09,1.3384065522537014e-09
1975,2.5512680232558133e-05,5.934718557857163e-09,1.5122253687367098e-09,1.5122253687367098e-09
1976,2.619193842942228e-05,6.498549698363831e-09,1.611569036949082e-09,1.611569036949082e-09
1977,2.680528424597079e-05,7.180056232109726e-09,1.7229003462000086e-09,1.7229003462000086e-09
1978,2.7301385021668727e-05,7.55999745345142e-09,1.6357239213909175e-09,1.6357239213909175e-09
1979,2.7603154584150097e-05,8.564366041749087e-09,1.7759566198602021e-09,1.7759566198602021e-09
1980,2.7749589727526264e-05,9.72417739981373e-09,1.926851392727461e-09,1.926851392727461e-09
1981,2.760869132803886e-05,1.0808457620977866e-08,1.998871988563776e-09,1.998871988563776e-09
1982,2.742311335168779e-05,1.1309671929130412e-08,1.8820138304929758e-09,1.8820138304929758e-09
1983,2.723475907779565e-05,1.1780343177138417e-08,1.9086789609141466e-09,1.9086789609141466e-09
1984,2.698349895321631e-05,1.2093982957951864e-08,1.904373864951887e-09,1.904373864951887e-09
1985,2.692106759890781e-05,1.2010607492689879e-08,1.8539701837231144e-09,1.8539701837231144e-09
1986,2.6758605859608258e-05,1.1511974865438139e-08,1.7796021164632032e-09,1.7796021164632032e-09
1987,2.6599562521109226e-05,1.0766647636931533e-08,1.646899331194821e-09,1.646899331194821e-09
1988,2.6503225464174257e-05,9.945875234507184e-09,1.5746342325278257e-09,1.5746342325278257e-09
1989,2.6422153886025107e-05,9.297565638023895e-09,1.5400646789588889e-09,1.5400646789588889e-09
1990,2.6121311748283915e-05,8.586999175211726e-09,1.408213799537959e-09,1.408213799537959e-09
1991,2.5906169737157014e-05,7.910980632479842e-09,1.2111664449143689e-09,1.2111664449143689e-09
1992,2.5690074055871393e-05,7.315327835552157e-09,1.1231345774044753e-09,1.1231345774044753e-09
1993,2.5596645822848325e-05,6.7310431514247935e-09,8.914146960264141e-10,8.914146960264141e-10
1994,2.532975798073624e-05,6.249515127620953e-09,8.682185605378225e-10,8.682185605378225e-10
1995,2.500971381128433e-05,5.614881765885522e-09,7.641032092767627e-10,7.641032092767627e-10
1996,2.47062055547888e-05,5.095684985079174e-09,6.793794574530157e-10,6.793794574530157e-10
1997,2.4483616341188152e-05,4.831838009065694e-09,5.940602850909979e-10,5.940602850909979e-10
1998,2.416142810294072e-05,4.602388216566413e-09,5.632717467055467e-10,5.632717467055467e-10
1999,2.3765010804969018e-05,4.2465890803811135e-09,4.921354672988392e-10,4.921354672988392e-10
2000,2.3286542532982173e-05,3.971705757927728e-09,4.717591674450818e-10,4.717591674450818e-10
2001,2.29339197436015e-05,3.582320567170021e-09,4.068425279208603e-10,4.068425279208603e-10
2002,2.2531100902207462e-05,3.2404477831196996e-09,3.506525902974289e-10,3.506525902974289e-10
2003,2.209468636595245e-05,3.374167263053047e-09,3.0884727315288226e-10,3.0884727315288226e-10
2004,2.1727998111081043e-05,3.025512824399763e-09,3.096579500752991e-10,3.096579500752991e-10
2005,2.1214431399130262e-05,2.6820671398094677e-09,2.387061114249102e-10,2.387061114249102e-10
2006,2.0657999682173666e-05,2.4969031128411044e-09,2.0046673002149795e-10,2.0046673002149795e-10
2007,2.00078242674603e-05,2.3240793892550673e-09,2.0688228461700804e-10,2.0688228461700804e-10
2008,1.9379434628977572e-05,2.147482556859513e-09,1.8241003301087766e-10,1.8241003301087766e-10
2009,1.90765292375415e-05,2.0628221511894853e-09,1.9705405313438388e-10,1.9705405313438388e-10
2010,1.860167841576705e-05,1.6894794293723488e-09,1.7110030009878256e-10,1.7110030009878256e-10
2011,1.7901428041763472e-05,1.5112230990409005e-09,1.3577447846579993e-10,1.3577447846579993e-10
2012,1.7388699624072096e-05,1.4108243779580626e-09,1.4719672157746467e-10,1.4719672157746467e-10
2013,1.6918222172535025e-05,1.3766031172122796e-09,1.527521948215974e-10,1.527521948215974e-10
2014,1.640512164158281e-05,1.2275759139360583e-09,1.359650655952116e-10,1.359650655952116e-10
2015,1.5756828880902113e-05,1.5571851744563707e-09,1.473847740280603e-10,1.473847740280603e-10
2016,1.4912950583883295e-05,1.381398329058925e-09,1.1841495542056331e-10,1.1841495542056331e-10
2017,1.4510262190015055e-05,1.3250586553918235e-09,1.1426971984381436e-10,1.1426971984381436e-10
2018,1.4320467016659677e-05,1.401589067029363e-09,1.3712366381257724e-10,1.3712366381257724e-10
2019,1.4012578958499944e-05,1.5277123177614982e-09,1.3402557709485396e-10,1.3402557709485396e-10
