ngram,Java,Ja,Jva,Java
1848,3.9162162985511325e-06,7.186825996541302e-07,9.838492163817746e-10,3.9162162985511325e-06
1849,3.828244643955259e-06,7.80568370828405e-07,6.797720085240298e-10,3.828244643955259e-06
1850,3.840134857974979e-06,6.665960979392236e-07,8.515470154410057e-10,3.840134857974979e-06
1851,3.55283824709269e-06,6.691905696243339e-07,1.037261395823005e-09,3.55283824709269e-06
1852,3.341581662295669e-06,6.928642619641323e-07,1.1727689137280046e-09,3.341581662295669e-06
1853,3.5765477995093013e-06,7.179556210498308e-07,1.1218854416889761e-09,3.5765477995093013e-06
1854,3.5849257398824974e-06,7.047794708471753e-07,9.80467302585148e-10,3.5849257398824974e-06
1855,3.6258556325005235e-06,7.056463898282215e-07,1.1861024464186544e-09,3.6258556325005235e-06
1856,3.7658952091338245e-06,6.348177846250889e-07,1.2855000556096945e-09,3.7658952091338245e-06
1857,3.611658420205848e-06,6.923909917791857e-07,1.2888216525754258e-09,3.611658420205848e-06
1858,3.854195938401972e-06,7.02513026291334e-07,1.2759178158461282e-09,3.854195938401972e-06
1859,4.263726330983835e-06,7.328821912519093e-07,1.1955303096706465e-09,4.263726330983835e-06
1860,4.1746971939054286e-06,7.311025456147036e-07,1.1117474877205984e-09,4.1746971939054286e-06
1861,4.175337413211569e-06,7.328243165310206e-07,1.180203799768163e-09,4.175337413211569e-06
1862,4.039828516917103e-06,7.194073370036287e-07,8.651933058878569e-10,4.039828516917103e-06
1863,3.91783539401201e-06,7.355502751644443e-07,9.090093439872199e-10,3.91783539401201e-06
1864,3.9402401463511135e-06,6.891906585743917e-07,7.625284530783055e-10,3.9402401463511135e-06
1865,3.800071908699465e-06,6.637691772734147e-07,7.666241133971344e-10,3.800071908699465e-06
1866,3.5470695820549736e-06,6.504031050878569e-07,7.774841960715508e-10,3.5470695820549736e-06
1867,3.4379350251713603e-06,6.322560791107077e-07,8.029139020315768e-10,3.4379350251713603e-06
1868,3.4725778732536128e-06,6.262277695766118e-07,7.678889666985964e-10,3.4725778732536128e-06
1869,3.461606541220265e-06,6.337889999485924e-07,9.262325113239861e-10,3.461606541220265e-06
1870,3.5471721275825985e-06,6.341642639589346e-07,1.0786740786298106e-09,3.5471721275825985e-06
1871,3.598392530485788e-06,6.266575301846647e-07,1.025059898074332e-09,3.598392530485788e-06
1872,3.514941746678752e-06,6.507407062729596e-07,1.0529122534170504e-09,3.514941746678752e-06
1873,3.5190043295837574e-06,6.311097828464491e-07,1.0372196554023612e-09,3.5190043295837574e-06
1874,3.5284492046879938e-06,6.552658403182119e-07,1.1097575993078225e-09,3.5284492046879938e-06
1875,3.5211544725046096e-06,6.797253360803422e-07,1.1357826227139815e-09,3.5211544725046096e-06
1876,3.5382456969403264e-06,6.865687315179716e-07,1.2840949533846464e-09,3.5382456969403264e-06
1877,3.4516647247073706e-06,6.733445486263787e-07,1.5476664989260464e-09,3.4516647247073706e-06
1878,3.3724538427902317e-06,6.808431700327284e-07,1.9788001237586172e-09,3.3724538427902317e-06
1879,3.3679447304686098e-06,6.85960685586906e-07,2.262834951162672e-09,3.3679447304686098e-06
1880,3.2543730087906752e-06,6.929460109209426e-07,2.343128786235533e-09,3.2543730087906752e-06
1881,3.248506508108611e-06,7.043079628082134e-07,2.4366906904914133e-09,3.248506508108611e-06
1882,3.320078706435327e-06,7.037415343802422e-07,2.373459302112175e-09,3.320078706435327e-06
1883,3.3160877462380867e-06,7.200319649720248e-07,2.291661828555748e-09,3.3160877462380867e-06
1884,3.355369114745242e-06,7.296186968882726e-07,1.8544786975890508e-09,3.355369114745242e-06
1885,3.4026770663331263e-06,8.854211809453513e-07,1.5278854054961194e-09,3.4026770663331263e-06
1886,3.4398293727073385e-06,9.206462842874836e-07,1.6736301550983918e-09,3.4398293727073385e-06
1887,3.474017278546983e-06,9.606612577174798e-07,1.6421138734504633e-09,3.474017278546983e-06
1888,3.4482368066944346e-06,1.0393178188548648e-06,1.5516061610146688e-09,3.4482368066944346e-06
1889,3.3307676078818204e-06,1.0980632834746627e-06,1.585231898130043e-09,3.3307676078818204e-06
1890,3.373696732264112e-06,1.113737490803552e-06,1.5627390175560712e-09,3.373696732264112e-06
1891,3.315668111879079e-06,1.2662536132016352e-06,1.645535802856963e-09,3.315668111879079e-06
1892,3.306670383348579e-06,1.1825854764018523e-06,1.612777316457275e-09,3.306670383348579e-06
1893,3.334112209683683e-06,1.2043251120173539e-06,9.78239180136699e-10,3.334112209683683e-06
1894,3.343036204179433e-06,1.2438586379305759e-06,1.0112613207142423e-09,3.343036204179433e-06
1895,3.4043877284213e-06,1.2141113724542914e-06,8.915866854332575e-10,3.4043877284213e-06
1896,3.455649188513884e-06,1.2678326584136812e-06,9.351560557670423e-10,3.455649188513884e-06
1897,3.5230724993847877e-06,1.4499378591738475e-06,1.0485953771954826e-09,3.5230724993847877e-06
1898,3.5546935838023534e-06,1.4194307920791159e-06,9.70022141975692e-10,3.5546935838023534e-06
1899,3.672105289557034e-06,1.4499733294672166e-06,8.940920464312845e-10,3.672105289557034e-06
1900,3.718692758931346e-06,1.685747845060957e-06,1.0025156736505535e-09,3.718692758931346e-06
1901,3.7274034444375763e-06,1.9649657880498646e-06,9.23646524343878e-10,3.7274034444375763e-06
1902,3.852202650835222e-06,2.1937836273926744e-06,9.846138507693274e-10,3.852202650835222e-06
1903,3.9352971076108844e-06,2.3156680331989525e-06,9.217640222531592e-10,3.9352971076108844e-06
1904,3.898202229330698e-06,2.357908897465677e-06,6.852278823719717e-10,3.898202229330698e-06
1905,3.980084816898202e-06,2.3331318256428598e-06,7.11429328146908e-10,3.980084816898202e-06
1906,3.9539825138490414e-06,2.357610696890333e-06,7.991214039699506e-10,3.9539825138490414e-06
1907,3.913542351645967e-06,2.349902079653735e-06,8.518496939581764e-10,3.913542351645967e-06
1908,4.067705958732404e-06,2.1164012196095427e-06,8.142396122425209e-10,4.067705958732404e-06
1909,4.0409182214976425e-06,2.0300326793533585e-06,7.936159269433013e-10,4.0409182214976425e-06
1910,3.983248981447625e-06,1.9535297204648875e-06,7.784591463507898e-10,3.983248981447625e-06
1911,4.0776547913472835e-06,1.9793451428995468e-06,8.110138988952948e-10,4.0776547913472835e-06
1912,4.055544650327647e-06,2.3877781651598136e-06,7.306158138804214e-10,4.055544650327647e-06
1913,4.124265290426722e-06,2.550161931529666e-06,6.493896809178779e-10,4.124265290426722e-06
1914,4.206896002350342e-06,2.58470398810979e-06,5.320872314180341e-10,4.206896002350342e-06
1915,4.143465373220222e-06,2.8314025907353165e-06,4.816179518688354e-10,4.143465373220222e-06
1916,4.2878071196485375e-06,3.1554322958982084e-06,4.5913934559089446e-10,4.2878071196485375e-06
1917,4.661873130576818e-06,3.2749549063737504e-06,3.9065358289506035e-10,4.661873130576818e-06
1918,4.910295956506161e-06,3.321781475408768e-06,4.2263252619800795e-10,4.910295956506161e-06
1919,5.1701005239530266e-06,3.0574153372851598e-06,4.357964643914818e-10,5.1701005239530266e-06
1920,5.610119192819443e-06,3.2345718474451653e-06,4.62507673033257e-10,5.610119192819443e-06
1921,5.874058518072291e-06,3.4490026986791885e-06,4.748814218842006e-10,5.874058518072291e-06
1922,6.18904784589956e-06,3.577561886101778e-06,6.362143450955315e-10,6.18904784589956e-06
1923,6.3371940736293e-06,3.68141253862372e-06,6.251137841488991e-10,6.3371940736293e-06
1924,6.456284284338056e-06,3.7718523994304372e-06,6.948684365999063e-10,6.456284284338056e-06
1925,6.627022945135e-06,3.898649440868342e-06,6.200815614944486e-10,6.627022945135e-06
1926,6.899709660501685e-06,4.43622343482275e-06,5.577700464197224e-10,6.899709660501685e-06
1927,6.960381662273514e-06,4.288254720969624e-06,6.018569789370939e-10,6.960381662273514e-06
1928,7.04729213144414e-06,4.263143962037118e-06,7.053001694583877e-10,7.04729213144414e-06
1929,6.967563941933415e-06,4.212263710152391e-06,5.626613956501356e-10,6.967563941933415e-06
1930,6.869015643522809e-06,3.9090762454309565e-06,5.135545064601946e-10,6.869015643522809e-06
1931,6.690478845225048e-06,4.745733186999652e-06,4.683344049873282e-10,6.690478845225048e-06
1932,6.512901628801566e-06,4.754835150119366e-06,4.229621276235258e-10,6.512901628801566e-06
1933,6.193923906851394e-06,4.388578775303488e-06,4.695406404956312e-10,6.193923906851394e-06
1934,5.772298079266745e-06,4.770969033935606e-06,3.783166181119719e-10,5.772298079266745e-06
1935,5.625978051934258e-06,4.830714000750699e-06,2.4087254413274195e-10,5.625978051934258e-06
1936,5.409584056386458e-06,4.892104503336928e-06,2.5311324464943093e-10,5.409584056386458e-06
1937,5.225514282106555e-06,5.2815776793327785e-06,2.9799807859427167e-10,5.225514282106555e-06
1938,5.093805157230236e-06,4.7482024326330115e-06,2.6728430976444683e-10,5.093805157230236e-06
1939,5.217118021911509e-06,4.776814096528272e-06,3.6811118835673133e-10,5.217118021911509e-06
1940,5.270459561350955e-06,5.32375757497253e-06,3.244029747210117e-10,5.270459561350955e-06
1941,5.760599183953932e-06,5.231060965473132e-06,3.29513670317892e-10,5.760599183953932e-06
1942,5.932019575993763e-06,5.210060343025751e-06,5.065557041288621e-10,5.932019575993763e-06
1943,6.001799257709146e-06,5.415290745856639e-06,5.724633644106041e-10,6.001799257709146e-06
1944,6.057150325692159e-06,5.315301677910611e-06,5.465498529945632e-10,6.057150325692159e-06
1945,6.171965326627417e-06,5.411813162936596e-06,5.623364432835335e-10,6.171965326627417e-06
1946,5.958249013409451e-06,5.495210773785532e-06,5.20606839384184e-10,5.958249013409451e-06
1947,5.81734268832536e-06,4.8627167806054265e-06,6.10712407232507e-10,5.81734268832536e-06
1948,5.277896174707816e-06,4.936325564943088e-06,6.515338368024664e-10,5.277896174707816e-06
1949,4.895825116234066e-06,4.91453283757437e-06,4.692756322421943e-10,4.895825116234066e-06
1950,4.83785392394306e-06,4.720269706532625e-06,3.743956275955743e-10,4.83785392394306e-06
1951,4.840622945526515e-06,4.5016576807808765e-06,4.712679968488231e-10,4.840622945526515e-06
1952,4.575656216080201e-06,4.405947070803709e-06,5.27832848857506e-10,4.575656216080201e-06
1953,4.425734134981342e-06,4.328017601957461e-06,5.392277497533777e-10,4.425734134981342e-06
1954,4.3128609052343696e-06,4.524855707391648e-06,5.104246549235216e-10,4.3128609052343696e-06
1955,4.281163390779901e-06,4.205248972409338e-06,5.000016630888179e-10,4.281163390779901e-06
1956,4.2523518329419725e-06,4.113596917574926e-06,5.503355311147524e-10,4.2523518329419725e-06
1957,4.099112792183794e-06,4.092460910344796e-06,6.949077384949781e-10,4.099112792183794e-06
1958,4.004288095010062e-06,4.08046886540043e-06,6.86180314949222e-10,4.004288095010062e-06
1959,3.904085328291071e-06,3.830120509259619e-06,7.05016009857776e-10,3.904085328291071e-06
1960,3.855912901989151e-06,3.6464776452963373e-06,8.967528346876768e-10,3.855912901989151e-06
1961,3.852184948170491e-06,3.6103628450031725e-06,8.65934942798471e-10,3.852184948170491e-06
1962,3.778401151066646e-06,3.900355198181517e-06,9.303790079620963e-10,3.778401151066646e-06
1963,3.7244773726082973e-06,3.8103540711225444e-06,9.521736851362102e-10,3.7244773726082973e-06
1964,3.737591181821439e-06,3.6754452139575733e-06,8.906745618819656e-10,3.737591181821439e-06
1965,3.6126134870885707e-06,3.639691255687337e-06,9.598599335993084e-10,3.6126134870885707e-06
1966,3.6187481587798435e-06,3.536334523752365e-06,1.0051958273685609e-09,3.6187481587798435e-06
1967,3.560333815195398e-06,3.5730986707806423e-06,8.077703704336057e-10,3.560333815195398e-06
1968,3.460872676441795e-06,3.425749550193099e-06,8.577710208790279e-10,3.460872676441795e-06
1969,3.352523370787302e-06,3.150712278251636e-06,8.520494627311287e-10,3.352523370787302e-06
1970,3.281193292942979e-06,3.5217265446720248e-06,7.892232819653852e-10,3.281193292942979e-06
1971,3.2395757248845517e-06,3.572123107785176e-06,7.976228566519694e-10,3.2395757248845517e-06
1972,3.2655489446499686e-06,3.793673451062724e-06,6.561029973285924e-10,3.2655489446499686e-06
1973,3.2084554472281264e-06,3.938329557838317e-06,5.886227775039491e-10,3.2084554472281264e-06
1974,3.1394724503895432e-06,4.055259523738641e-06,6.712735526167738e-10,3.1394724503895432e-06
1975,3.13277701025072e-06,4.165087830187986e-06,6.541995596036949e-10,3.13277701025072e-06
1976,3.142071851211118e-06,4.2410715325656516e-06,6.500100775091206e-10,3.142071851211118e-06
1977,3.228899458918022e-06,3.894610309933861e-06,6.959392506722395e-10,3.228899458918022e-06
1978,3.302389456751241e-06,3.959080718881783e-06,7.093454236693577e-10,3.302389456751241e-06
1979,3.324504470063922e-06,3.892221684509423e-06,7.31457549291952e-10,3.324504470063922e-06
1980,3.3391989810687458e-06,3.991758213877412e-06,6.798466234414491e-10,3.3391989810687458e-06
1981,3.3722138336348247e-06,4.056327920157596e-06,5.697874473829603e-10,3.3722138336348247e-06
1982,3.397373153088016e-06,4.304440088682375e-06,5.324634106645171e-10,3.397373153088016e-06
1983,3.5137782430995557e-06,4.317722739090511e-06,4.643684127701521e-10,3.5137782430995557e-06
1984,3.530227071938238e-06,4.844490636709711e-06,4.6563664432167483e-10,3.530227071938238e-06
1985,3.4279088205429228e-06,5.262271705370429e-06,3.8479046139881593e-10,3.4279088205429228e-06
1986,3.419242927650755e-06,5.4013644980191855e-06,4.52250542570809e-10,3.419242927650755e-06
1987,3.5197328998037847e-06,5.5938152659759254e-06,4.866285469822579e-10,3.5197328998037847e-06
1988,3.5275540345277738e-06,5.791814861108183e-06,5.988754016504418e-10,3.5275540345277738e-06
1989,3.537642864362819e-06,5.828794331007105e-06,6.667311504480824e-10,3.537642864362819e-06
1990,3.5228721506947684e-06,6.024209856799903e-06,7.221780514868722e-10,3.5228721506947684e-06
1991,3.5179585730864867e-06,5.84652798352181e-06,7.406418771933281e-10,3.5179585730864867e-06
1992,3.5990022167555125e-06,5.3957421966645465e-06,7.654797748049954e-10,3.5990022167555125e-06
1993,4.550024803912882e-06,5.2444215725699905e-06,1.961604497883026e-09,4.550024803912882e-06
1994,6.023555735217607e-06,4.887704562861472e-06,1.953073655184109e-09,6.023555735217607e-06
1995,7.5072408175661365e-06,4.531111634215839e-06,1.8372725959662058e-09,7.5072408175661365e-06
1996,9.122010007039144e-06,4.184729407695288e-06,1.8498792101314824e-09,9.122010007039144e-06
1997,1.0352830876010038e-05,3.924961057626726e-06,1.8190475633720178e-09,1.0352830876010038e-05
1998,1.1692478860173391e-05,3.6345927258350585e-06,1.8021890408575253e-09,1.1692478860173391e-05
1999,1.3541486363724939e-05,3.532148054676197e-06,1.768287742422357e-09,1.3541486363724939e-05
2000,1.4495040886686184e-05,3.25808384461977e-06,5.308879011004361e-10,1.4495040886686184e-05
2001,1.4373213421744627e-05,3.0512168060730412e-06,5.824833908858145e-10,1.4373213421744627e-05
2002,1.4011463073464775e-05,2.9342705991959e-06,6.592130531922282e-10,1.4011463073464775e-05
2003,1.3453170270492723e-05,2.7327745491285375e-06,6.403492458506577e-10,1.3453170270492723e-05
2004,1.2966188348530392e-05,2.4700652017730007e-06,6.318775066674728e-10,1.2966188348530392e-05
2005,1.2363911602213712e-05,2.158142072922991e-06,6.312951709005635e-10,1.2363911602213712e-05
2006,1.1196970522827801e-05,1.916273423116114e-06,6.54537979372094e-10,1.1196970522827801e-05
2007,9.932396876268155e-06,1.7269708791900484e-06,6.251307209976481e-10,9.932396876268155e-06
2008,9.301148306154314e-06,1.5805253091067634e-06,5.349593308017526e-10,9.301148306154314e-06
2009,8.64883466939708e-06,1.3937102413105355e-06,4.090428427519896e-10,8.64883466939708e-06
2010,8.066632485029654e-06,1.3011661833063824e-06,3.1193940734047006e-10,8.066632485029654e-06
2011,8.0332461038779e-06,1.2549977311339587e-06,2.8387763617973173e-10,8.0332461038779e-06
2012,7.719296458422572e-06,1.2308970797546083e-06,2.20028452303194e-10,7.719296458422572e-06
2013,7.274060992910693e-06,1.183018647615037e-06,1.4797644508544672e-10,7.274060992910693e-06
2014,6.965407400067696e-06,1.6980273552949906e-06,1.3587083492036126e-10,6.965407400067696e-06
2015,6.50120922987948e-06,2.462651796772012e-06,1.6372215141153516e-10,6.50120922987948e-06
2016,6.3571887299726115e-06,2.4772342775187487e-06,1.9297570783402155e-10,6.3571887299726115e-06
2017,6.279059865240318e-06,2.6586752899978214e-06,2.060334773161069e-10,6.279059865240318e-06
2018,5.7763996665016745e-06,2.9279078717081575e-06,2.0174468207123653e-10,5.7763996665016745e-06
2019,5.555928510148078e-06,3.3336782792048325e-06,2.3349135125361187e-10,5.555928510148078e-06
