ngram,Allstate,Allstat,Alstate,Alstate
2003,6.85138616063341e-07,1.39674338067719e-10,1.8313556385659728e-09,1.8313556385659728e-09
2004,6.547762398310754e-07,1.3826238120676467e-10,1.4370728892590785e-09,1.4370728892590785e-09
2005,6.285549959881922e-07,1.1769224236053104e-10,1.5011956915651175e-09,1.5011956915651175e-09
2006,5.768499988789699e-07,1.2256214247861686e-10,1.2947255410646262e-09,1.2947255410646262e-09
2007,5.351132382916798e-07,1.286282305866328e-10,1.061939879286124e-09,1.061939879286124e-09
2008,4.7554108359041234e-07,9.357381982361928e-11,9.065100396523005e-10,9.065100396523005e-10
2009,3.985235009297737e-07,8.283671219205019e-11,7.381341728317028e-10,7.381341728317028e-10
2010,3.373474513068686e-07,7.767857488191358e-11,5.668514033659231e-10,5.668514033659231e-10
2011,2.705933295845041e-07,6.75854828451656e-11,4.358379572423037e-10,4.358379572423037e-10
2012,2.1512657103325443e-07,4.771110887321786e-11,2.672770479641587e-10,2.672770479641587e-10
2013,1.8373408242463744e-07,3.741796456013802e-11,1.8595414716977247e-10,1.8595414716977247e-10
2014,1.549368369475295e-07,1.058215915688316e-11,1.8509709266304305e-10,1.8509709266304305e-10
2015,1.3963758099017859e-07,0.0,1.4819912732515801e-10,1.4819912732515801e-10
2016,1.494118779175681e-07,0.0,1.4208251019173383e-10,1.4208251019173383e-10
2017,1.5595409763591306e-07,0.0,1.6098671643445991e-10,1.6098671643445991e-10
2018,1.5900920402600605e-07,0.0,1.1519179152208458e-10,1.1519179152208458e-10
2019,1.660548782922433e-07,0.0,1.3464498873488884e-10,1.3464498873488884e-10
