ngram,Uber,Ubr,Uber,Ubr
1902,2.803183564635349e-07,1.1702711974085185e-09,2.803183564635349e-07,1.1702711974085185e-09
1903,3.015152450253871e-07,1.084599679909307e-09,3.015152450253871e-07,1.084599679909307e-09
1904,3.274585976344367e-07,1.1185458194594234e-09,3.274585976344367e-07,1.1185458194594234e-09
1905,3.503910923947322e-07,1.0962153724441188e-09,3.503910923947322e-07,1.0962153724441188e-09
1906,3.655693652555263e-07,9.943501577680536e-10,3.655693652555263e-07,9.943501577680536e-10
1907,4.1052239550611246e-07,9.70407151460303e-10,4.1052239550611246e-07,9.70407151460303e-10
1908,4.578465515286163e-07,8.745625493641488e-10,4.578465515286163e-07,8.745625493641488e-10
1909,4.86167298926635e-07,7.47191840146298e-10,4.86167298926635e-07,7.47191840146298e-10
1910,5.073630770116974e-07,7.023220180027831e-10,5.073630770116974e-07,7.023220180027831e-10
1911,5.237542382019456e-07,8.830065884828692e-10,5.237542382019456e-07,8.830065884828692e-10
1912,5.262770140948955e-07,8.763445524806457e-10,5.262770140948955e-07,8.763445524806457e-10
1913,5.361980624586847e-07,9.286679599921196e-10,5.361980624586847e-07,9.286679599921196e-10
1914,5.095244789897282e-07,9.576651455971736e-10,5.095244789897282e-07,9.576651455971736e-10
1915,4.882047700708167e-07,8.797469578222409e-10,4.882047700708167e-07,8.797469578222409e-10
1916,4.7041285711202363e-07,7.983317558611449e-10,4.7041285711202363e-07,7.983317558611449e-10
1917,4.717172674060878e-07,8.55345768419851e-10,4.717172674060878e-07,8.55345768419851e-10
1918,4.7595193970144986e-07,6.341127127353272e-10,4.7595193970144986e-07,6.341127127353272e-10
1919,5.10591300033931e-07,6.608573113345681e-10,5.10591300033931e-07,6.608573113345681e-10
1920,5.460933607537299e-07,6.856838886364664e-10,5.460933607537299e-07,6.856838886364664e-10
1921,5.818893384912371e-07,6.103586981070259e-10,5.818893384912371e-07,6.103586981070259e-10
1922,6.01617610332791e-07,7.958429213258558e-10,6.01617610332791e-07,7.958429213258558e-10
1923,6.398757932402077e-07,8.790048371715947e-10,6.398757932402077e-07,8.790048371715947e-10
1924,6.991482369552873e-07,9.102982018965073e-10,6.991482369552873e-07,9.102982018965073e-10
1925,7.521437542631507e-07,8.93032290973293e-10,7.521437542631507e-07,8.93032290973293e-10
1926,7.880093854899834e-07,8.197437173507183e-10,7.880093854899834e-07,8.197437173507183e-10
1927,7.996649985995776e-07,7.942256852189189e-10,7.996649985995776e-07,7.942256852189189e-10
1928,8.475440966191985e-07,7.836214415452807e-10,8.475440966191985e-07,7.836214415452807e-10
1929,9.216047861368029e-07,6.926887595261531e-10,9.216047861368029e-07,6.926887595261531e-10
1930,9.693947049527196e-07,7.033845529834184e-10,9.693947049527196e-07,7.033845529834184e-10
1931,1.0240350677902046e-06,1.7810367358309494e-07,1.0240350677902046e-06,1.7810367358309494e-07
1932,1.0512979510427352e-06,1.7812923104400446e-07,1.0512979510427352e-06,1.7812923104400446e-07
1933,1.0717918468929253e-06,1.7817629794993272e-07,1.0717918468929253e-06,1.7817629794993272e-07
1934,1.1094373186486855e-06,1.783322205422306e-07,1.1094373186486855e-06,1.783322205422306e-07
1935,1.111273783343287e-06,1.7835326856666507e-07,1.111273783343287e-06,1.7835326856666507e-07
1936,1.0799488287765208e-06,1.7866652564567177e-07,1.0799488287765208e-06,1.7866652564567177e-07
1937,1.0633784199853835e-06,1.7869227058359932e-07,1.0633784199853835e-06,1.7869227058359932e-07
1938,1.0008182666102324e-06,1.3385533475280503e-09,1.0008182666102324e-06,1.3385533475280503e-09
1939,9.36430231896728e-07,1.5178146517413893e-09,9.36430231896728e-07,1.5178146517413893e-09
1940,8.838092071528081e-07,1.6083249573409626e-09,8.838092071528081e-07,1.6083249573409626e-09
1941,8.263622492320013e-07,1.5869176052594825e-09,8.263622492320013e-07,1.5869176052594825e-09
1942,7.656644730299636e-07,1.7444230187330894e-09,7.656644730299636e-07,1.7444230187330894e-09
1943,7.386212571093762e-07,1.454910224042903e-09,7.386212571093762e-07,1.454910224042903e-09
1944,6.950696160856751e-07,2.591334321725266e-09,6.950696160856751e-07,2.591334321725266e-09
1945,6.943293767238044e-07,2.5802754377579618e-09,6.943293767238044e-07,2.5802754377579618e-09
1946,7.227940029354483e-07,2.6870475527169494e-09,7.227940029354483e-07,2.6870475527169494e-09
1947,7.567863998961652e-07,6.504046666324013e-09,7.567863998961652e-07,6.504046666324013e-09
1948,8.274797908468048e-07,6.358439528865643e-09,8.274797908468048e-07,6.358439528865643e-09
1949,8.842079474951399e-07,6.304328733656003e-09,8.842079474951399e-07,6.304328733656003e-09
1950,9.559974500916724e-07,9.436630707008017e-09,9.559974500916724e-07,9.436630707008017e-09
1951,1.0368544199731592e-06,8.41378857855243e-09,1.0368544199731592e-06,8.41378857855243e-09
1952,1.0678452245623963e-06,1.7711798353367162e-08,1.0678452245623963e-06,1.7711798353367162e-08
1953,1.1233796937761196e-06,2.108091958933197e-08,1.1233796937761196e-06,2.108091958933197e-08
1954,1.1631582473065855e-06,1.7333377534876704e-08,1.1631582473065855e-06,1.7333377534876704e-08
1955,1.1815517382274265e-06,2.2840053118652496e-08,1.1815517382274265e-06,2.2840053118652496e-08
1956,1.200160941802356e-06,2.3316455782002824e-08,1.200160941802356e-06,2.3316455782002824e-08
1957,1.2020011581626022e-06,3.129943361633382e-08,1.2020011581626022e-06,3.129943361633382e-08
1958,1.2047781865476281e-06,3.132493870643722e-08,1.2047781865476281e-06,3.132493870643722e-08
1959,1.2511707966820853e-06,2.2577159189804012e-08,1.2511707966820853e-06,2.2577159189804012e-08
1960,1.2568783144420844e-06,1.9452115347056472e-08,1.2568783144420844e-06,1.9452115347056472e-08
1961,1.2593466343397658e-06,2.4106251566331187e-08,1.2593466343397658e-06,2.4106251566331187e-08
1962,1.246613513623223e-06,1.96191691147009e-08,1.246613513623223e-06,1.96191691147009e-08
1963,1.2586675178941472e-06,1.999280204881667e-08,1.2586675178941472e-06,1.999280204881667e-08
1964,1.2371033822741343e-06,9.437820461652028e-09,1.2371033822741343e-06,9.437820461652028e-09
1965,1.2188544198059908e-06,9.613648068094806e-09,1.2188544198059908e-06,9.613648068094806e-09
1966,1.1841760202254851e-06,9.815399001514687e-09,1.1841760202254851e-06,9.815399001514687e-09
1967,1.1514550318939395e-06,1.1180768025706049e-08,1.1514550318939395e-06,1.1180768025706049e-08
1968,1.1485936965982546e-06,6.755651498530873e-09,1.1485936965982546e-06,6.755651498530873e-09
1969,1.138317445890737e-06,6.396493652210162e-09,1.138317445890737e-06,6.396493652210162e-09
1970,1.1167717112974579e-06,6.66551420407708e-09,1.1167717112974579e-06,6.66551420407708e-09
1971,1.1167163133255338e-06,6.250422433597334e-09,1.1167163133255338e-06,6.250422433597334e-09
1972,1.111482691028089e-06,6.957347460050707e-09,1.111482691028089e-06,6.957347460050707e-09
1973,1.0911620782800519e-06,8.334812142050753e-09,1.0911620782800519e-06,8.334812142050753e-09
1974,1.0745924328148249e-06,7.623917306988557e-09,1.0745924328148249e-06,7.623917306988557e-09
1975,1.0236917660222389e-06,9.057264969771138e-09,1.0236917660222389e-06,9.057264969771138e-09
1976,9.968695491936939e-07,1.0415847486098885e-08,9.968695491936939e-07,1.0415847486098885e-08
1977,9.671626669062659e-07,1.2931248579864781e-08,9.671626669062659e-07,1.2931248579864781e-08
1978,9.562538463926882e-07,1.6422075762737417e-08,9.562538463926882e-07,1.6422075762737417e-08
1979,9.423795696810495e-07,1.8362235668486652e-08,9.423795696810495e-07,1.8362235668486652e-08
1980,9.159564748577915e-07,1.8808399916890395e-08,9.159564748577915e-07,1.8808399916890395e-08
1981,8.985022158672759e-07,1.936802337557505e-08,8.985022158672759e-07,1.936802337557505e-08
1982,8.886378931752656e-07,2.4122433066915098e-08,8.886378931752656e-07,2.4122433066915098e-08
1983,8.758517781513677e-07,3.109849482691678e-08,8.758517781513677e-07,3.109849482691678e-08
1984,8.69114403810402e-07,3.431379256925636e-08,8.69114403810402e-07,3.431379256925636e-08
1985,8.305644964171474e-07,4.498850168589895e-08,8.305644964171474e-07,4.498850168589895e-08
1986,7.989661574876144e-07,4.9166556159718766e-08,7.989661574876144e-07,4.9166556159718766e-08
1987,7.862858849096353e-07,7.060649043211242e-08,7.862858849096353e-07,7.060649043211242e-08
1988,7.6948149236549e-07,7.916482402947622e-08,7.6948149236549e-07,7.916482402947622e-08
1989,7.549507797323583e-07,9.955923526864094e-08,7.549507797323583e-07,9.955923526864094e-08
1990,7.30391596854523e-07,1.0725167547726805e-07,7.30391596854523e-07,1.0725167547726805e-07
1991,7.061310774198708e-07,1.0749090049801322e-07,7.061310774198708e-07,1.0749090049801322e-07
1992,6.903016956779798e-07,1.0249079299537048e-07,6.903016956779798e-07,1.0249079299537048e-07
1993,6.799866533973338e-07,9.855914992077227e-08,6.799866533973338e-07,9.855914992077227e-08
1994,6.695985267210094e-07,7.764073193884866e-08,6.695985267210094e-07,7.764073193884866e-08
1995,6.494751606364194e-07,1.1915183328881085e-07,6.494751606364194e-07,1.1915183328881085e-07
1996,6.302833607410971e-07,1.182309089996027e-07,6.302833607410971e-07,1.182309089996027e-07
1997,6.157325661401305e-07,1.4085133440541346e-07,6.157325661401305e-07,1.4085133440541346e-07
1998,6.038271099636663e-07,1.444140890681313e-07,6.038271099636663e-07,1.444140890681313e-07
1999,5.870336881993612e-07,1.4364674148583033e-07,5.870336881993612e-07,1.4364674148583033e-07
2000,5.619274117764559e-07,1.6871145674152948e-07,5.619274117764559e-07,1.6871145674152948e-07
2001,5.341041133176207e-07,2.005429544332011e-07,5.341041133176207e-07,2.005429544332011e-07
2002,5.218464553178949e-07,1.7828526007893482e-07,5.218464553178949e-07,1.7828526007893482e-07
2003,5.112129924457674e-07,1.855851873447786e-07,5.112129924457674e-07,1.855851873447786e-07
2004,4.955197547522922e-07,1.4949526949692427e-07,4.955197547522922e-07,1.4949526949692427e-07
2005,4.6535043907169893e-07,1.7069108919948966e-07,4.6535043907169893e-07,1.7069108919948966e-07
2006,4.335999749725618e-07,1.9018540469468398e-07,4.335999749725618e-07,1.9018540469468398e-07
2007,4.027155122392807e-07,1.6189570147976236e-07,4.027155122392807e-07,1.6189570147976236e-07
2008,3.731437183367754e-07,1.2680823346933323e-07,3.731437183367754e-07,1.2680823346933323e-07
2009,3.872705828403663e-07,9.736929407200279e-08,3.872705828403663e-07,9.736929407200279e-08
2010,3.919801575388452e-07,6.39769897852511e-08,3.919801575388452e-07,6.39769897852511e-08
2011,3.6482049381447723e-07,6.081884635593987e-08,3.6482049381447723e-07,6.081884635593987e-08
2012,3.856423234083195e-07,2.8811910083938386e-08,3.856423234083195e-07,2.8811910083938386e-08
2013,5.038126573708723e-07,7.204520591219676e-10,5.038126573708723e-07,7.204520591219676e-10
2014,7.052348962588439e-07,6.335490108723616e-10,7.052348962588439e-07,6.335490108723616e-10
2015,9.650742275165873e-07,6.185133199260967e-10,9.650742275165873e-07,6.185133199260967e-10
2016,1.2240365379057039e-06,5.070664523186354e-10,1.2240365379057039e-06,5.070664523186354e-10
2017,1.3407478007820828e-06,5.056057054512545e-10,1.3407478007820828e-06,5.056057054512545e-10
2018,1.5570519963148398e-06,3.792493874499314e-10,1.5570519963148398e-06,3.792493874499314e-10
2019,1.8231698675208463e-06,4.553722329769805e-10,1.8231698675208463e-06,4.553722329769805e-10
