ngram,Renault,Renalt,Renult,Renult
1963,7.377124932515602e-07,4.246643770760323e-10,5.564911131112587e-11,5.564911131112587e-11
1964,7.001076482993085e-07,3.7441649978843724e-10,6.464242137603295e-11,6.464242137603295e-11
1965,7.17321142928995e-07,4.828391059990317e-10,5.274061346379913e-11,5.274061346379913e-11
1966,7.14255764121065e-07,4.6033129292537874e-10,4.77388783266213e-11,4.77388783266213e-11
1967,7.290305786357618e-07,4.693047418933918e-10,4.77388783266213e-11,4.77388783266213e-11
1968,7.316128127448402e-07,4.4845306436590096e-10,3.648330942906952e-11,3.648330942906952e-11
1969,7.653978367930645e-07,6.626734557916133e-10,3.648330942906952e-11,3.648330942906952e-11
1970,7.578287539087926e-07,6.40597047629754e-10,2.6579452924327793e-11,2.6579452924327793e-11
1971,7.846212903522038e-07,5.864675491272311e-10,2.653704339605767e-11,2.653704339605767e-11
1972,7.71819202327606e-07,4.542413270921689e-10,3.523248855362228e-11,3.523248855362228e-11
1973,7.404302583121794e-07,4.328823648742335e-10,1.764634569420157e-11,1.764634569420157e-11
1974,7.194356693876866e-07,4.1170712870654466e-10,1.764634569420157e-11,1.764634569420157e-11
1975,7.302357403204951e-07,4.249379618023344e-10,1.764634569420157e-11,1.764634569420157e-11
1976,7.476333995068021e-07,2.3266153884434918e-10,2.5682776837771774e-11,2.5682776837771774e-11
1977,7.983428856407824e-07,2.632809862980677e-10,2.5682776837771774e-11,2.5682776837771774e-11
1978,8.26858232423027e-07,3.4171638336426875e-10,2.4891804887136206e-11,2.4891804887136206e-11
1979,8.724826524745108e-07,3.579717851507981e-10,1.6196359729571596e-11,1.6196359729571596e-11
1980,9.171329143750231e-07,3.4721407296941665e-10,1.6196359729571596e-11,1.6196359729571596e-11
1981,9.528729784895924e-07,3.5988514747651937e-10,2.382615830822031e-11,2.382615830822031e-11
1982,9.650633338813869e-07,3.7793160069719637e-10,3.123765333702875e-11,3.123765333702875e-11
1983,9.761939574153594e-07,3.753958988899393e-10,2.3201222193458548e-11,2.3201222193458548e-11
1984,9.53818909822855e-07,4.080939614015122e-10,3.055181554174296e-11,3.055181554174296e-11
1985,9.150304387211301e-07,3.300253384067428e-10,2.962596190195629e-11,2.962596190195629e-11
1986,8.754905382245073e-07,3.552212670835228e-10,2.962596190195629e-11,2.962596190195629e-11
1987,8.549667021335543e-07,3.817624411039944e-10,3.631342944597295e-11,3.631342944597295e-11
1988,8.235217186276194e-07,4.877762777022454e-10,3.561504067852082e-11,3.561504067852082e-11
1989,7.989950664263493e-07,4.942449525044016e-10,3.4855557428421187e-11,3.4855557428421187e-11
1990,7.670982914273086e-07,5.578394056206446e-10,8.14577953700546e-11,8.14577953700546e-11
1991,7.447767010099986e-07,6.083682486351145e-10,7.410720202177018e-11,7.410720202177018e-11
1992,7.625679927514284e-07,6.103719474293001e-10,8.5960164581638e-11,8.5960164581638e-11
1993,7.644306297801709e-07,6.655410111910953e-10,9.240152393230616e-11,9.240152393230616e-11
1994,7.625858172234854e-07,6.375007783570347e-10,1.0522344652343283e-10,1.0522344652343283e-10
1995,7.604586471643415e-07,5.164011401032858e-10,9.829203671223624e-11,9.829203671223624e-11
1996,7.663469675987602e-07,5.503636792335089e-10,9.164002493352744e-11,9.164002493352744e-11
1997,7.717355206945545e-07,5.261894927713736e-10,8.530545714258153e-11,8.530545714258153e-11
1998,7.909940953660615e-07,4.352486347526861e-10,1.084166070411793e-10,1.084166070411793e-10
1999,7.791378168674003e-07,5.001161984541369e-10,9.475281373009078e-11,9.475281373009078e-11
2000,7.678677483064738e-07,4.2426552152427123e-10,9.350388370323235e-11,9.350388370323235e-11
2001,7.606412363462109e-07,3.888850739446654e-10,7.399449356808902e-11,7.399449356808902e-11
2002,7.716534469182079e-07,3.7203649982148994e-10,7.936304738387356e-11,7.936304738387356e-11
2003,7.689373221962472e-07,3.319576151659755e-10,8.452118469401019e-11,8.452118469401019e-11
2004,7.488133145930728e-07,4.294633488119029e-10,4.4253514543322685e-11,4.4253514543322685e-11
2005,7.189739302962803e-07,4.784535178762158e-10,2.1142364644724918e-11,2.1142364644724918e-11
2006,7.020311971116046e-07,4.320241733801744e-10,1.5719120449730895e-11,1.5719120449730895e-11
2007,6.915379101103878e-07,4.434574225688413e-10,1.5893852206572134e-11,1.5893852206572134e-11
2008,6.792338191579412e-07,4.650624409384209e-10,1.5893852206572134e-11,1.5893852206572134e-11
2009,6.638398092815936e-07,5.390078502579395e-10,1.8822656726908652e-11,1.8822656726908652e-11
2010,6.625300719471332e-07,4.965154458215691e-10,1.3664519416772031e-11,1.3664519416772031e-11
2011,6.668006205602848e-07,3.3926421691817966e-10,1.3664519416772031e-11,1.3664519416772031e-11
2012,6.679580418936634e-07,5.702209944304291e-10,1.3664519416772031e-11,1.3664519416772031e-11
2013,6.722930022208727e-07,5.350127910142e-10,1.3664519416772031e-11,1.3664519416772031e-11
2014,6.765225180060952e-07,8.301420810684159e-10,1.349310841629909e-11,1.349310841629909e-11
2015,6.579322838920884e-07,8.309796293531108e-10,1.349310841629909e-11,1.349310841629909e-11
2016,6.571912406018652e-07,1.7619516748390573e-09,5.19575008017803e-12,5.19575008017803e-12
2017,6.425989151163473e-07,2.026953013998615e-09,6.061708426874368e-12,6.061708426874368e-12
2018,6.28626821708167e-07,2.4193449049692006e-09,7.274050112249242e-12,7.274050112249242e-12
2019,6.183349370303404e-07,2.4634960772706993e-09,9.092562640311552e-12,9.092562640311552e-12
