ngram,Chevron,Chevon,Chvron,Chevon
1985,1.8281234101128315e-06,2.430781940811398e-09,2.600829403033776e-10,2.430781940811398e-09
1986,1.8636122019545707e-06,2.1585042483554926e-09,1.857144864479489e-10,2.1585042483554926e-09
1987,1.927212500569502e-06,2.2692663938426806e-09,1.7004083161361753e-10,2.2692663938426806e-09
1988,1.959782366611762e-06,2.307205474291355e-09,1.7487707413118717e-10,2.307205474291355e-09
1989,1.982657327711682e-06,2.1521663498954726e-09,1.5853511757337102e-10,2.1521663498954726e-09
1990,1.9370946314925926e-06,2.145221333904601e-09,8.376501674829079e-11,2.145221333904601e-09
1991,1.9440628388370636e-06,2.3463807087763045e-09,8.220236693715473e-11,2.3463807087763045e-09
1992,1.9073230532740126e-06,2.0308658405759114e-09,8.045890937629402e-11,2.0308658405759114e-09
1993,1.8423540300968204e-06,2.306711123699147e-09,7.35503542990758e-11,2.306711123699147e-09
1994,1.7849040919567675e-06,2.403387695209298e-09,7.35503542990758e-11,2.403387695209298e-09
1995,1.715098083617964e-06,2.539117725598926e-09,4.582471505428945e-11,2.539117725598926e-09
1996,1.648007599084979e-06,2.7807026681259117e-09,3.252069149687184e-11,2.7807026681259117e-09
1997,1.6342827718420137e-06,3.060957757102959e-09,3.736827811470381e-11,3.060957757102959e-09
1998,1.5886529191837845e-06,3.296343023936491e-09,3.0007528703920474e-11,3.296343023936491e-09
1999,1.5595957328124704e-06,3.544755409836041e-09,2.2706080567345767e-11,3.544755409836041e-09
2000,1.500730864531111e-06,3.3212749376129327e-09,2.78985098911555e-11,3.3212749376129327e-09
2001,1.4352781038594133e-06,3.286697136672956e-09,2.78985098911555e-11,3.286697136672956e-09
2002,1.391098164406555e-06,3.951907150729588e-09,2.78985098911555e-11,3.951907150729588e-09
2003,1.33293922642354e-06,4.551606488537427e-09,3.305664720129212e-11,4.551606488537427e-09
2004,1.2839407190767815e-06,4.171260797087533e-09,2.1551598303589816e-11,4.171260797087533e-09
2005,1.22762282574383e-06,3.816259594050361e-09,4.061677779823977e-11,3.816259594050361e-09
2006,1.1622891114322037e-06,3.778409458326288e-09,4.034010575978567e-11,3.778409458326288e-09
2007,1.1358346228007576e-06,4.796172284723557e-09,3.514767643597594e-11,4.796172284723557e-09
2008,1.075149579524545e-06,5.429551316485767e-09,3.514767643597594e-11,5.429551316485767e-09
2009,9.781199910971087e-07,4.7965786580712285e-09,3.514767643597594e-11,4.7965786580712285e-09
2010,8.837393709524934e-07,4.020824054659247e-09,2.998953912583932e-11,4.020824054659247e-09
2011,7.858640011753388e-07,5.130128353871198e-09,2.998953912583932e-11,5.130128353871198e-09
2012,7.104787057089977e-07,6.177799034239635e-09,5.146572156539924e-12,6.177799034239635e-09
2013,6.528722532753559e-07,6.621828006560447e-09,0.0,6.621828006560447e-09
2014,5.92138210972085e-07,5.552273720153624e-09,0.0,5.552273720153624e-09
2015,5.700301812794351e-07,4.947721534063833e-09,0.0,4.947721534063833e-09
2016,5.689407121930604e-07,4.84402277020227e-09,0.0,4.84402277020227e-09
2017,5.740048057608268e-07,5.202395958470163e-09,0.0,5.202395958470163e-09
2018,5.618343493551947e-07,4.280069587636604e-09,0.0,4.280069587636604e-09
2019,5.446376434292688e-07,3.1166915159808184e-09,0.0,3.1166915159808184e-09
